"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"4929","Matty James","MID","Leicester",0,0,0,0,0,0,222,83,0,0,0,0,"2020-11-22T19:15:00Z",0,11,0,0,0,0,9,0,30487,0,3,0,0,1683,6132,4449,43,"False",0,9
"4930","Ahmed El-Sayed Hegazy","DEF","West Brom",0,0,0,0,0,0,414,84,0,0,0,0,"2020-11-21T20:00:00Z",0,13,0,0,0,0,9,0,16749,0,1,0,0,-2937,339,3276,42,"False",0,9
"4931","Jordan Ayew","FWD","Crystal Palace",4.2,0,0,8,0,2.4,140,80,1,0,3.1,5.2,"2020-11-23T17:30:00Z",76,4,0,0,0,0,9,0,139231,0,1,23,2,6063,14771,8708,57,"False",0,9
"4932","Bobby Thomas","DEF","Burnley",-0.5,0,0,0,0,0,520,80,0,0,0,0,"2020-11-23T17:30:00Z",0,6,0,0,0,0,9,0,42035,0,1,0,0,-1308,803,2111,40,"True",0,9
"4933","Romaine Sawyers","MID","West Brom",-0.5,0,0,18,0,1.8,413,84,1,0,2,17.8,"2020-11-21T20:00:00Z",90,13,0,0,0,0,9,0,2494,0,1,0,2,-202,40,242,48,"False",0,9
"4934","José Izquierdo","MID","Brighton",0,0,0,0,0,0,72,79,0,0,0,0,"2020-11-21T15:00:00Z",0,2,0,0,0,0,9,0,177,2,1,0,0,9,26,17,55,"False",0,9
"4935","Harvey Barnes","MID","Leicester",3.2,0,0,1,0,11,235,83,2,0,7.4,9.2,"2020-11-22T19:15:00Z",61,11,0,0,0,0,9,0,277153,0,3,54,2,-39257,14813,54070,69,"False",0,9
"4939","Ryan Fredericks","DEF","West Ham",0,0,0,0,0,0,438,86,0,0,0,0,"2020-11-22T14:00:00Z",0,15,0,0,0,0,9,0,18981,1,0,0,0,-1147,405,1552,43,"False",0,9
"4940","Michail Antonio","FWD","West Ham",0,0,0,0,0,0,437,86,0,0,0,0,"2020-11-22T14:00:00Z",0,15,0,0,0,0,9,0,159300,1,0,0,0,-29877,3401,33278,62,"False",0,9
"4941","Callum Wilson","FWD","Newcastle",3.2,0,0,0,0,0,506,85,0,0,0,0,"2020-11-21T12:30:00Z",0,5,0,0,0,0,9,0,886652,2,0,0,0,-309536,23269,332805,65,"True",0,9
"4945","Leonardo Campana","FWD","Wolves",0,0,0,0,0,0,476,88,0,0,0,0,"2020-11-23T20:00:00Z",0,16,0,0,0,0,9,0,22406,1,1,0,0,-1012,548,1560,48,"True",0,9
"4946","Ryan Inniss","DEF","Crystal Palace",0,0,0,0,0,0,534,80,0,0,0,0,"2020-11-23T17:30:00Z",0,4,0,0,0,0,9,0,4278,0,1,0,0,-268,21,289,40,"False",0,9
"4947","Anwar El Ghazi","MID","Aston Villa",0.7,0,0,5,0,16,45,79,0,0,2.2,5.6,"2020-11-21T15:00:00Z",16,3,0,0,0,0,9,0,6845,2,1,0,1,-238,216,454,58,"True",0,9
"4948","Keinan Davis","FWD","Aston Villa",0,0,0,0,0,0,50,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,587693,2,1,0,0,-40400,25659,66059,43,"True",0,9
"4951","Ryan Sessegnon","DEF","Spurs",0,0,0,0,0,0,399,87,0,0,0,0,"2020-11-21T17:30:00Z",0,12,0,0,0,0,9,0,6303,0,2,0,0,-402,2,404,47,"True",0,9
"4952","Andros Townsend","MID","Crystal Palace",2.5,0,0,19,0,64.4,137,80,1,0,10.5,20.4,"2020-11-23T17:30:00Z",90,4,0,0,0,0,9,0,171750,0,1,20,2,-20187,8374,28561,59,"False",0,9
"4953","Elia Caprile","GK","Leeds",-0.5,0,0,0,0,0,532,82,0,0,0,0,"2020-11-22T16:30:00Z",0,1,0,0,0,0,9,0,23245,0,0,0,0,830,1802,972,40,"True",0,9
"4954","N'Golo Kanté","MID","Chelsea",4.2,0,0,14,1,16.4,113,85,0,0,4,23.2,"2020-11-21T12:30:00Z",90,14,0,0,0,0,9,0,243919,2,0,0,3,216,15489,15273,49,"False",0,9
"4955","Liam Cooper","DEF","Leeds",0.8,0,0,23,1,2.3,195,82,0,0,2.3,16.4,"2020-11-22T16:30:00Z",90,1,0,0,0,0,9,0,41428,0,0,4,5,-2826,487,3313,44,"True",1,9
"4956","Olivier Giroud","FWD","Chelsea",1.5,0,0,2,0,0,103,85,0,0,0.2,2,"2020-11-21T12:30:00Z",3,14,0,0,0,0,9,0,46209,2,0,0,1,-1329,709,2038,67,"False",0,9
"4957","Kortney Hause","DEF","Aston Villa",0,0,0,0,0,0,39,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,3119,2,1,0,0,-61,73,134,44,"True",0,9
"4958","Oliver Casey","DEF","Leeds",-0.5,0,0,0,0,0,215,82,0,0,0,0,"2020-11-22T16:30:00Z",0,1,0,0,0,0,9,0,114617,0,0,0,0,3509,11800,8291,39,"True",0,9
"4959","Tyler Roberts","MID","Leeds",0.2,0,0,0,0,0,206,82,0,0,0,0,"2020-11-22T16:30:00Z",0,1,0,0,0,0,9,0,4970,0,0,0,0,-221,236,457,48,"True",0,9
"4961","Matthew Lowton","DEF","Burnley",3,0,0,17,1,1.2,92,80,0,0,0.7,5.6,"2020-11-23T17:30:00Z",90,6,0,0,0,0,9,0,8503,0,1,0,5,1089,1616,527,44,"True",1,9
"4962","Ferran Torres","MID","Man City",2.5,0,0,5,0,26.9,287,87,2,0,11.6,12.2,"2020-11-21T17:30:00Z",90,17,0,0,0,0,9,0,87968,0,2,77,1,17479,24164,6685,69,"False",1,9
"4964","Darren Randolph","GK","West Ham",0,0,0,0,0,0,430,86,0,0,0,0,"2020-11-22T14:00:00Z",0,15,0,0,0,0,9,0,15640,1,0,0,0,-272,194,466,44,"False",0,9
"4965","Jonas Lössl","GK","Everton",0.5,0,0,0,0,0,151,81,0,0,0,0,"2020-11-22T12:00:00Z",0,8,0,0,0,0,9,0,9736,3,2,0,0,-276,94,370,44,"False",0,9
"4966","Rolando Aarons","MID","Newcastle",0,0,0,0,0,0,337,85,0,0,0,0,"2020-11-21T12:30:00Z",0,5,0,0,0,0,9,0,2788,2,0,0,0,-234,62,296,48,"True",0,9
"4967","Pierre-Emile Højbjerg","MID","Spurs",2.3,0,0,21,1,1.3,396,87,0,0,2,16.2,"2020-11-21T17:30:00Z",90,12,0,0,0,0,9,0,59000,0,2,2,3,-2416,4411,6827,49,"True",0,9
"4969","Paulo Gazzaniga","GK","Spurs",-0.5,0,0,0,0,0,393,87,0,0,0,0,"2020-11-21T17:30:00Z",0,12,0,0,0,0,9,0,19887,0,2,0,0,-533,246,779,44,"True",0,9
"4972","Andy Carroll","FWD","Newcastle",0.5,0,0,3,0,0,320,85,0,0,2.2,4,"2020-11-21T12:30:00Z",16,5,0,0,0,0,9,0,25811,2,0,18,1,-1610,912,2522,53,"True",0,9
"4973","Jack Grealish","MID","Aston Villa",7.3,0,0,12,0,33.7,37,79,2,0,6.2,10.2,"2020-11-21T15:00:00Z",90,3,0,0,0,0,9,0,3065896,2,1,18,1,603650,641362,37712,76,"True",1,9
"4975","Douglas Luiz Soares de Paulo","MID","Aston Villa",3.3,0,0,9,0,13.3,52,79,2,0,3.5,5.6,"2020-11-21T15:00:00Z",74,3,0,0,0,0,9,0,22805,2,1,16,2,816,2878,2062,49,"True",0,9
"4976","Neeskens Kebano","MID","Fulham",-0.5,0,0,0,0,0,180,81,0,0,0,0,"2020-11-22T12:00:00Z",0,7,0,0,0,0,9,0,3878,3,2,0,0,-269,54,323,48,"True",0,9
"4977","Tom Heaton","GK","Aston Villa",0,0,0,0,0,0,28,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,3113,2,1,0,0,-120,93,213,45,"True",0,9
"4979","Mateusz Bogusz","MID","Leeds",0,0,0,0,0,0,533,82,0,0,0,0,"2020-11-22T16:30:00Z",0,1,0,0,0,0,9,0,1066,0,0,0,0,-73,59,132,44,"True",0,9
"4980","Tosin Adarabioyo","DEF","Fulham",2.5,0,0,15,0,1.3,572,81,3,0,2.1,20,"2020-11-22T12:00:00Z",90,7,0,0,0,0,9,0,1745,3,2,0,1,-4,233,237,45,"True",0,9
"4981","Roberto Jimenez Gago","GK","West Ham",0,0,0,0,0,0,433,86,0,0,0,0,"2020-11-22T14:00:00Z",0,15,0,0,0,0,9,0,853,1,0,0,0,-34,8,42,45,"False",0,9
"4983","Martin Kelly","DEF","Crystal Palace",0.5,0,0,0,0,0,135,80,0,0,0,0,"2020-11-23T17:30:00Z",0,4,0,0,0,0,9,0,33556,0,1,0,0,-1786,1089,2875,42,"False",0,9
"4986","Indiana Vassilev","FWD","Aston Villa",0,0,0,0,0,0,51,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,51622,2,1,0,0,-5040,292,5332,44,"True",0,9
"4987","Will Norris","GK","Burnley",-0.5,0,0,0,0,0,583,80,0,0,0,0,"2020-11-23T17:30:00Z",0,6,0,0,0,0,9,0,5782,0,1,0,0,935,1486,551,40,"True",0,9
"4988","Wesley Moraes","FWD","Aston Villa",0,0,0,0,0,0,48,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,747,2,1,0,0,-1,71,72,60,"True",0,9
"4989","Sébastien Haller","FWD","West Ham",4.3,0,3,36,1,33.2,441,86,0,1,15.5,46.6,"2020-11-22T14:00:00Z",90,15,0,0,0,0,9,0,24166,1,0,75,9,-2652,2075,4727,61,"False",0,9
"4990","Matej Vydra","FWD","Burnley",0,0,0,0,0,0,93,80,0,0,0,0,"2020-11-23T17:30:00Z",0,6,0,0,0,0,9,0,49818,0,1,0,0,-2605,2896,5501,49,"True",0,9
"4991","Kai Havertz","MID","Chelsea",0.4,0,0,0,0,0,500,85,0,0,0,0,"2020-11-21T12:30:00Z",0,14,0,0,0,0,9,0,279426,2,0,0,0,-122484,2059,124543,83,"False",0,9
"4993","Dale Stephens","MID","Burnley",-0.1,0,0,0,0,0,55,80,0,0,0,0,"2020-11-23T17:30:00Z",0,6,0,0,0,0,9,0,447050,0,1,0,0,-69110,1497,70607,44,"True",0,9
"4994","Frédéric Guilbert","DEF","Aston Villa",0,0,0,0,0,0,47,79,0,0,0,0,"2020-11-21T15:00:00Z",0,3,0,0,0,0,9,0,7319,2,1,0,0,-663,67,730,44,"True",0,9
"4995","Rodrigo Moreno","FWD","Leeds",-0.2,0,0,3,0,20.8,492,82,0,0,2.9,0.6,"2020-11-22T16:30:00Z",20,1,0,0,0,0,9,0,160846,0,0,8,1,-26714,875,27589,57,"True",0,9
"4996","Kamil Grosicki","MID","West Brom",-1,0,0,0,0,0,410,84,0,0,0,0,"2020-11-21T20:00:00Z",0,13,0,0,0,0,9,0,2397,0,1,0,0,-59,53,112,53,"False",0,9
"4997","James Tomkins","DEF","Crystal Palace",0.5,0,0,0,0,0,129,80,0,0,0,0,"2020-11-23T17:30:00Z",0,4,0,0,0,0,9,0,1286,0,1,0,0,-263,91,354,45,"False",0,9
"4999","Lucas Digne","DEF","Everton",3.5,2,1,42,0,54.9,155,81,2,0,11,50.8,"2020-11-22T12:00:00Z",90,8,0,0,0,0,9,0,982149,3,2,4,8,65487,109808,44321,61,"False",0,9
"5001","Islam Slimani","FWD","Leicester",-0.5,0,0,0,0,0,579,83,0,0,0,0,"2020-11-22T19:15:00Z",0,11,0,0,0,0,9,0,4737,0,3,0,0,-207,781,988,50,"False",0,9
"5004","Jamie Shackleton","MID","Leeds",0,0,0,0,0,0,210,82,0,0,0,0,"2020-11-22T16:30:00Z",0,1,0,0,0,0,9,0,2548,0,0,0,0,-374,42,416,48,"True",0,9
"5005","Ayoze Pérez","MID","Leicester",-0.5,0,0,0,0,0,229,83,0,0,0,0,"2020-11-22T19:15:00Z",0,11,0,0,0,0,9,0,63592,0,3,0,0,-6671,725,7396,61,"False",0,9
"5007","James McCarthy","MID","Crystal Palace",0.8,0,0,0,0,0,131,80,0,0,0,0,"2020-11-23T17:30:00Z",0,4,0,0,0,0,9,0,100880,0,1,0,0,-5823,1584,7407,45,"False",0,9
"5008","Jordan Hugill","FWD","West Ham",0,0,0,0,0,0,444,86,0,0,0,0,"2020-11-22T14:00:00Z",0,15,0,0,0,0,9,0,507,1,0,0,0,-15,8,23,55,"False",0,9
"5010","Conor Hourihane","MID","Aston Villa",0.3,0,0,3,0,1.6,33,79,0,0,0.3,1.2,"2020-11-21T15:00:00Z",15,3,0,0,0,0,9,0,11452,2,1,0,1,-1336,181,1517,60,"True",0,9
"5011","Ben Godfrey","DEF","Everton",0.8,0,0,11,0,4.8,566,81,2,0,1.3,8.6,"2020-11-22T12:00:00Z",90,8,0,0,0,0,9,0,4175,3,2,0,1,-105,558,663,50,"False",0,9
"5012","Yves Bissouma","MID","Brighton",1.8,0,0,11,0,2.3,76,79,1,0,2,17.2,"2020-11-21T15:00:00Z",90,2,0,0,0,0,9,0,255868,2,1,0,1,-13132,15556,28688,45,"False",1,9
"5014","Nicolás Otamendi","DEF","Man City",0,0,0,0,0,0,269,87,0,0,0,0,"2020-11-21T17:30:00Z",0,17,0,0,0,0,9,0,17093,0,2,0,0,-876,9,885,49,"False",0,9
"5015","Tammy Abraham","FWD","Chelsea",7.8,0,3,33,1,32.3,118,85,0,1,13.4,41.2,"2020-11-21T12:30:00Z",90,14,0,0,0,0,9,0,174462,2,0,60,9,11147,19793,8646,72,"False",0,9
"5016","Tomas Soucek","MID","West Ham",4.7,0,0,5,1,3.4,449,86,0,0,1.9,5.6,"2020-11-22T14:00:00Z",90,15,0,0,0,0,9,0,225536,1,0,10,3,25889,46506,20617,49,"False",0,9
"5019","Lewis Richardson","FWD","Burnley",-0.5,0,0,0,0,0,592,80,0,0,0,0,"2020-11-23T17:30:00Z",0,6,0,0,0,0,9,0,2524,0,1,0,0,707,1218,511,45,"True",0,9
"5020","Zeze Steven Sessegnon","DEF","Fulham",0,0,0,0,0,0,192,81,0,0,0,0,"2020-11-22T12:00:00Z",0,7,0,0,0,0,9,0,3503,3,2,0,0,-139,40,179,43,"True",0,9
"5021","Michael Keane","DEF","Everton",1.5,0,0,12,0,1.3,156,81,2,0,1.1,9.8,"2020-11-22T12:00:00Z",90,8,0,0,0,0,9,0,449352,3,2,0,1,2432,29256,26824,51,"False",0,9
"5022","Morgan Gibbs-White","MID","Wolves",0,0,0,0,0,0,473,88,0,0,0,0,"2020-11-23T20:00:00Z",0,16,0,0,0,0,9,0,423,1,1,0,0,-20,7,27,49,"True",0,9
"5023","Jack Harrison","MID","Leeds",3.2,0,0,14,1,38.3,203,82,0,0,5.8,10.8,"2020-11-22T16:30:00Z",79,1,0,0,0,0,9,0,119807,0,0,9,3,-13664,4430,18094,55,"True",0,9
"5024","Cenk Tosun","FWD","Everton",0.8,0,0,0,0,0,153,81,0,0,0,0,"2020-11-22T12:00:00Z",0,8,0,0,0,0,9,0,1324,3,2,0,0,98,252,154,60,"False",0,9
"5026","Aaron Cresswell","DEF","West Ham",4.7,0,1,29,1,20.5,435,86,0,0,4,19.4,"2020-11-22T14:00:00Z",90,15,0,0,0,0,9,0,701664,1,0,0,7,91007,124019,33012,51,"False",0,9
"5030","Romain Saïss","DEF","Wolves",0,0,0,0,0,0,461,88,0,0,0,0,"2020-11-23T20:00:00Z",0,16,0,0,0,0,9,0,1241579,1,1,0,0,-252007,31746,283753,52,"True",0,9
"5031","Giovani Lo Celso","MID","Spurs",1.7,0,0,19,0,0.7,403,87,0,1,5.7,38.8,"2020-11-21T17:30:00Z",25,12,0,0,0,0,9,0,32222,0,2,17,6,-631,375,1006,69,"True",0,9
"5032","Rui Pedro dos Santos Patrício","GK","Wolves",6,0,0,9,0,0,455,88,1,0,1,10.2,"2020-11-23T20:00:00Z",90,16,0,0,0,0,9,1,566846,1,1,0,2,6454,21069,14615,55,"True",0,9
"5033","João Virgínia","GK","Everton",0.5,0,0,0,0,0,167,81,0,0,0,0,"2020-11-22T12:00:00Z",0,8,0,0,0,0,9,0,5781,3,2,0,0,-147,63,210,44,"False",0,9
"5034","Martín Montoya","DEF","Brighton",0,0,0,0,0,0,63,79,0,0,0,0,"2020-11-21T15:00:00Z",0,2,0,0,0,0,9,0,683,2,1,0,0,-19,12,31,45,"False",0,9
"5036","Bamidele Alli","MID","Spurs",-0.5,0,0,0,0,0,394,87,0,0,0,0,"2020-11-21T17:30:00Z",0,12,0,0,0,0,9,0,43056,0,2,0,0,-1963,395,2358,74,"True",0,9
"5037","Jonjoe Kenny","DEF","Everton",1.2,0,0,0,0,0,160,81,0,0,0,0,"2020-11-22T12:00:00Z",0,8,0,0,0,0,9,0,8580,3,2,0,0,200,855,655,43,"False",0,9
"5039","Jairo Riedewald","MID","Crystal Palace",2.5,0,0,9,0,32.3,144,80,1,0,6.3,10.6,"2020-11-23T17:30:00Z",66,4,0,0,0,0,9,0,137402,0,1,20,2,34371,51052,16681,44,"False",0,9
"5040","Matt Doherty","DEF","Spurs",0,0,0,0,0,0,457,87,0,0,0,0,"2020-11-21T17:30:00Z",0,12,0,0,0,0,9,0,530730,0,2,0,0,-89379,16860,106239,58,"True",0,9
"5043","Dwight Gayle","FWD","Newcastle",0,0,0,0,0,0,329,85,0,0,0,0,"2020-11-21T12:30:00Z",0,5,0,0,0,0,9,0,1641,2,0,0,0,-20,50,70,59,"True",0,9
"5044","Adrián Bernabé","MID","Man City",0.5,0,0,0,0,0,537,87,0,0,0,0,"2020-11-21T17:30:00Z",0,17,0,0,0,0,9,0,728,0,2,0,0,25,119,94,45,"False",0,9
"5046","Liam Delap","FWD","Man City",0.5,0,0,0,0,0,539,87,0,0,0,0,"2020-11-21T17:30:00Z",0,17,0,0,0,0,9,0,67498,0,2,0,0,-1180,9173,10353,44,"False",0,9
"5047","Max Meyer","MID","Crystal Palace",0.5,0,0,0,0,0,143,80,0,0,0,0,"2020-11-23T17:30:00Z",0,4,0,0,0,0,9,0,3022,0,1,0,0,-108,124,232,48,"False",0,9
"5048","Hakim Ziyech","MID","Chelsea",9.8,0,0,10,1,35.5,114,85,0,0,5,11.2,"2020-11-21T12:30:00Z",86,14,0,0,0,0,9,0,1430384,2,0,3,3,745737,764461,18724,82,"False",0,9
"5049","Jonny Evans","DEF","Leicester",0.8,0,0,7,0,0.6,219,83,3,0,0.6,5.6,"2020-11-22T19:15:00Z",90,11,1,0,0,0,9,0,20304,0,3,0,-1,3823,5030,1207,55,"False",0,9
"5050","Kyle Edwards","MID","West Brom",-0.5,0,0,0,0,0,421,84,0,0,0,0,"2020-11-21T20:00:00Z",0,13,0,0,0,0,9,0,1967,0,1,0,0,-63,56,119,48,"False",0,9
"5051","Ola Aina","DEF","Fulham",5.5,0,0,15,0,13.7,562,81,3,0,3.2,17.6,"2020-11-22T12:00:00Z",90,7,0,0,0,0,9,0,18683,3,2,1,1,4595,7425,2830,45,"True",0,9
"5053","Felipe Anderson Pereira Gomes","MID","West Ham",0,0,0,0,0,0,440,98,0,0,0,0,"2020-11-30T20:00:00Z",0,2,0,0,0,0,10,0,10188,1,2,0,0,-190,4,194,61,"True",0,10
"5054","Raheem Sterling","MID","Man City",2.2,0,0,0,0,0,276,95,0,0,0,0,"2020-11-28T15:00:00Z",0,4,0,0,0,0,10,0,365304,0,5,0,0,5480,40427,34947,115,"True",0,10
"5056","Aaron Connolly","FWD","Brighton",0,0,0,0,0,12,78,90,1,0,4,0,"2020-11-28T12:30:00Z",62,11,0,0,0,0,10,0,31760,1,1,29,2,-2355,591,2946,53,"True",0,10
"5058","Lee Peltier","DEF","West Brom",-0.5,0,0,0,0,0,600,97,0,0,0,0,"2020-11-28T20:00:00Z",0,15,0,0,0,0,10,0,2300,0,1,0,0,107,828,721,40,"True",0,10
"5059","Wilfried Zaha","MID","Crystal Palace",0,0,0,0,0,0,141,92,0,0,0,0,"2020-11-27T20:00:00Z",0,14,0,0,0,0,10,0,1429165,2,0,0,0,-796361,29524,825885,73,"True",0,10
"5060","Bailey Peacock-Farrell","GK","Burnley",-1.5,0,0,9,0,0,99,95,5,0,0.6,6.4,"2020-11-28T15:00:00Z",90,12,0,0,0,0,10,1,111215,0,5,0,0,3060,4436,1376,40,"False",0,10
"5061","Ryan Fraser","MID","Newcastle",0,0,0,0,0,0,507,92,0,0,0,0,"2020-11-27T20:00:00Z",0,6,0,0,0,0,10,0,16496,2,0,0,0,-2403,52,2455,57,"False",0,10
"5062","Anthony Driscoll-Glennon","DEF","Burnley",-1.5,0,0,0,0,0,536,95,0,0,0,0,"2020-11-28T15:00:00Z",0,12,0,0,0,0,10,0,5729,0,5,0,0,-72,176,248,40,"False",0,10
"5063","Cengiz Ünder","MID","Leicester",2.5,0,0,8,0,25.3,541,94,0,0,4.6,10.8,"2020-11-30T17:30:00Z",45,8,0,0,0,0,10,0,7327,2,1,10,1,-190,980,1170,59,"True",0,10
"5064","Hélder Wander Sousa de Azevedo e Costa","MID","Leeds",0.5,0,0,0,0,0.3,205,93,0,0,4.3,5.2,"2020-11-28T17:30:00Z",1,7,0,0,0,0,10,0,479691,1,0,37,1,-73101,4860,77961,55,"False",0,10
"5065","Jean Michaël Seri","MID","Fulham",0,0,0,0,0,0,189,94,0,0,0,0,"2020-11-30T17:30:00Z",0,9,0,0,0,0,10,0,2957,2,1,0,0,-140,10,150,46,"False",0,10
"5066","Raúl Jiménez","FWD","Wolves",2.2,0,0,3,0,0.3,460,89,0,0,0,0,"2020-11-29T19:15:00Z",14,1,0,0,0,0,10,0,1037257,2,1,0,1,-125606,10666,136272,84,"False",0,10
"5067","Oskar Buur","DEF","Wolves",-0.5,0,0,0,0,0,467,89,0,0,0,0,"2020-11-29T19:15:00Z",0,1,0,0,0,0,10,0,179455,2,1,0,0,4128,10742,6614,39,"False",0,10
"5070","James Bree","DEF","Aston Villa",0,0,0,0,0,0,43,98,0,0,0,0,"2020-11-30T20:00:00Z",0,19,0,0,0,0,10,0,511,1,2,0,0,-7,1,8,45,"False",0,10
"5071","Branislav Ivanovic","DEF","West Brom",1.5,0,0,16,1,0,530,97,0,0,0,0,"2020-11-28T20:00:00Z",90,15,0,0,0,0,10,0,10874,0,1,0,5,598,1161,563,45,"True",1,10
"5072","Dennis Praet","MID","Leicester",3.5,0,0,0,0,15.9,225,94,2,0,3.6,2.2,"2020-11-30T17:30:00Z",45,8,0,0,0,0,10,0,30747,2,1,18,1,1083,3645,2562,55,"True",0,10
"5075","Neal Maupay","FWD","Brighton",0,0,0,-3,0,14.6,68,90,0,0,1.8,0,"2020-11-28T12:30:00Z",24,11,0,1,0,0,10,0,244824,1,1,4,-1,-46820,3493,50313,63,"True",0,10
"5076","Moise Kean","FWD","Everton",0,0,0,0,0,0,169,93,0,0,0,0,"2020-11-28T17:30:00Z",0,10,0,0,0,0,10,0,16265,1,0,0,0,-245,7,252,58,"True",0,10
"5077","Aymeric Laporte","DEF","Man City",2.2,0,0,0,0,0,280,95,0,0,0,0,"2020-11-28T15:00:00Z",0,4,0,0,0,0,10,0,231660,0,5,0,0,17057,22702,5645,60,"True",0,10
"5078","Zack Steffen","GK","Man City",1.5,0,0,0,0,0,538,95,0,0,0,0,"2020-11-28T15:00:00Z",0,4,0,0,0,0,10,0,1903,0,5,0,0,-45,29,74,45,"True",0,10
"5079","Fabricio Agosto Ramírez","GK","Fulham",-1,0,0,0,0,0,171,94,0,0,0,0,"2020-11-30T17:30:00Z",0,9,0,0,0,0,10,0,128804,2,1,0,0,-833,1245,2078,40,"False",0,10
"5080","Mark Noble","MID","West Ham",0.7,0,0,3,0,0,427,98,0,0,0,0.4,"2020-11-30T20:00:00Z",11,2,0,0,0,0,10,0,35974,1,2,0,1,-1189,555,1744,47,"True",0,10
"5081","Bernardo Mota Veiga de Carvalho e Silva","MID","Man City",2.5,0,0,0,0,0,281,95,0,0,0,0,"2020-11-28T15:00:00Z",0,4,0,0,0,0,10,0,44198,0,5,0,0,2424,5162,2738,74,"True",0,10
"5085","Pascal Struijk","DEF","Leeds",0,0,0,0,0,0,211,93,0,0,0,0,"2020-11-28T17:30:00Z",0,7,0,0,0,0,10,0,167999,1,0,0,0,-6524,2777,9301,40,"False",0,10
"5086","Matt Ritchie","MID","Newcastle",0.3,0,0,6,0,18.7,322,92,0,0,3.2,6.6,"2020-11-27T20:00:00Z",22,6,0,0,0,0,10,0,3027,2,0,7,1,9,112,103,49,"False",0,10
"5087","Gary Cahill","DEF","Crystal Palace",0.3,0,0,11,0,0.8,125,92,2,0,1.3,10,"2020-11-27T20:00:00Z",90,14,0,0,0,0,10,0,8183,2,0,2,1,491,1063,572,45,"True",0,10
"5088","Joel Ward","DEF","Crystal Palace",0,0,0,0,0,0,134,92,0,0,0,0,"2020-11-27T20:00:00Z",0,14,0,0,0,0,10,0,66149,2,0,0,0,-3002,557,3559,44,"True",0,10
"5089","Karl Darlow","GK","Newcastle",3.7,0,1,28,1,0,325,92,0,0,2.3,23.2,"2020-11-27T20:00:00Z",90,6,0,0,0,0,10,3,131310,2,0,0,8,-2818,5464,8282,50,"False",0,10
"5090","Toby Alderweireld","DEF","Spurs",0,0,0,0,0,0,386,91,0,0,0,0,"2020-11-29T16:30:00Z",0,5,0,0,0,0,10,0,120714,0,0,0,0,-17720,1857,19577,54,"False",0,10
"5091","Joe Bryan","DEF","Fulham",-0.5,0,0,3,0,0,182,94,0,0,0,0,"2020-11-30T17:30:00Z",1,9,0,0,0,0,10,0,30471,2,1,0,1,-1634,166,1800,47,"False",0,10
"5094","Ivan Ricardo Neves Abreu Cavaleiro","MID","Fulham",2,0,3,23,0,13.4,187,94,1,1,8.7,36,"2020-11-30T17:30:00Z",86,9,0,0,0,0,10,0,6176,2,1,38,10,-198,48,246,53,"False",0,10
"5095","Luke Ayling","DEF","Leeds",2.8,0,0,22,1,42.6,197,93,0,0,7.4,18,"2020-11-28T17:30:00Z",90,7,0,0,0,0,10,0,287669,1,0,13,5,-5593,6079,11672,45,"False",1,10
"5097","Robbie Brady","MID","Burnley",0,0,0,0,0,0,95,95,0,0,0,0,"2020-11-28T15:00:00Z",0,12,0,0,0,0,10,0,3121,0,5,0,0,-172,29,201,50,"False",0,10
"5098","Neil Taylor","DEF","Aston Villa",0,0,0,0,0,0,31,98,0,0,0,0,"2020-11-30T20:00:00Z",0,19,0,0,0,0,10,0,15500,1,2,0,0,-449,386,835,43,"False",0,10
"5099","Jamie Vardy","FWD","Leicester",7.2,1,0,14,0,10.9,224,94,2,0,9.3,22,"2020-11-30T17:30:00Z",90,8,0,0,0,0,10,0,2181811,2,1,60,5,363213,393733,30520,102,"True",0,10
"5100","Tyrick Mitchell","DEF","Crystal Palace",0,0,0,0,0,0,146,92,0,0,0,0,"2020-11-27T20:00:00Z",0,14,0,0,0,0,10,0,1472886,2,0,0,0,-42304,25174,67478,41,"True",0,10
"5102","Jeff Hendrick","MID","Newcastle",1.7,0,0,4,1,1.2,485,92,0,0,0.5,3.4,"2020-11-27T20:00:00Z",90,6,0,0,0,0,10,0,196090,2,0,0,3,-14970,3937,18907,48,"False",0,10
"5103","Léo Bonatini","FWD","Wolves",0,0,0,0,0,0,463,89,0,0,0,0,"2020-11-29T19:15:00Z",0,1,0,0,0,0,10,0,10705,2,1,0,0,-229,22,251,48,"False",0,10
"5105","Çaglar Söyüncü","DEF","Leicester",0,0,0,0,0,0,238,94,0,0,0,0,"2020-11-30T17:30:00Z",0,8,0,0,0,0,10,0,239597,2,1,0,0,-12347,73,12420,53,"True",0,10
