"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"57","Bruno André Cavaco Jordao","MID","Wolves",1,0,0,0,0,0,475,8,0,0,0,0,"2020-09-14T17:00:00Z",0,15,0,0,0,0,1,0,35928,2,0,0,0,0,0,0,45,"False",0,1
"59","Callum Hudson-Odoi","MID","Chelsea",3.1,0,0,3,0,1.3,122,7,0,0,0.2,0.8,"2020-09-14T19:15:00Z",10,3,0,0,0,0,1,0,28187,3,1,0,1,0,0,0,60,"False",0,1
"60","Callum Robinson","FWD","West Brom",0.5,0,0,-3,0,1.3,358,5,1,0,0.1,0,"2020-09-13T13:00:00Z",59,9,0,0,0,0,1,0,13584,3,0,2,1,0,0,0,55,"True",0,1
"61","Callum Wilson","FWD","Newcastle",2.1,0,2,32,1,23.3,506,6,0,1,10.5,32,"2020-09-12T19:00:00Z",84,19,0,0,0,0,1,0,538610,2,0,50,8,0,0,0,65,"False",0,1
"63","Cameron Carter-Vickers","DEF","Spurs",1.5,0,0,0,0,0,521,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,14540,1,0,0,0,0,0,0,40,"True",0,1
"64","Cedric Kipre","DEF","West Brom",0.6,0,0,0,0,0,499,5,0,0,0,0,"2020-09-13T13:00:00Z",0,9,0,0,0,0,1,0,4451,3,0,0,0,0,0,0,45,"True",0,1
"65","Cenk Tosun","FWD","Everton",0,0,0,0,0,0,153,4,0,0,0,0,"2020-09-13T15:30:00Z",0,17,0,0,0,0,1,0,444,1,0,0,0,0,0,0,60,"False",0,1
"66","Charlie Austin","FWD","West Brom",0.5,0,0,0,0,0,415,5,0,0,0,0,"2020-09-13T13:00:00Z",0,9,0,0,0,0,1,0,60979,3,0,0,0,0,0,0,55,"True",0,1
"67","Cheikhou Kouyaté","MID","Crystal Palace",1.4,0,0,3,1,0.3,133,1,0,0,3,12.6,"2020-09-12T14:00:00Z",90,16,0,0,0,0,1,0,14565,0,1,17,3,0,0,0,50,"True",0,1
"69","Christian Atsu","MID","Newcastle",1.8,0,0,0,0,0,330,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,5623,2,0,0,0,0,0,0,55,"False",0,1
"70","Christian Benteke","FWD","Crystal Palace",0,0,0,0,0,0,132,1,0,0,0,0,"2020-09-12T14:00:00Z",0,16,0,0,0,0,1,0,15812,0,1,0,0,0,0,0,55,"True",0,1
"71","Christian Fuchs","DEF","Leicester",1.3,0,0,0,0,0,218,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,1369,3,0,0,0,0,0,0,45,"False",0,1
"72","Christian Pulisic","MID","Chelsea",3.9,0,0,0,0,0,119,7,0,0,0,0,"2020-09-14T19:15:00Z",0,3,0,0,0,0,1,0,650190,3,1,0,0,0,0,0,85,"False",0,1
"73","Christian Walton","GK","Brighton",0,0,0,0,0,0,503,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,107597,3,1,0,0,0,0,0,40,"True",0,1
"75","Ciaran Clark","DEF","Newcastle",0.4,0,0,0,0,0,324,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,3326,2,0,0,0,0,0,0,45,"False",0,1
"76","Connor Wickham","FWD","Crystal Palace",0,0,0,0,0,0,136,1,0,0,0,0,"2020-09-12T14:00:00Z",0,16,0,0,0,0,1,0,85742,0,1,0,0,0,0,0,45,"True",0,1
"77","Conor Coady","DEF","Wolves",2.1,0,2,29,1,0,459,8,0,0,2.2,22,"2020-09-14T17:00:00Z",90,15,0,0,0,0,1,0,556410,2,0,0,8,0,0,0,50,"False",0,1
"78","Conor Townsend","DEF","West Brom",0.5,0,0,0,0,0,418,5,0,0,0,0,"2020-09-13T13:00:00Z",0,9,0,0,0,0,1,0,4560,3,0,0,0,0,0,0,45,"True",0,1
"80","Cyrus Christie","DEF","Fulham",0.6,0,0,0,0,0,179,2,0,0,0,0,"2020-09-12T11:30:00Z",0,1,0,0,0,0,1,0,10166,3,0,0,0,0,0,0,45,"True",0,1
"82","César Azpilicueta","DEF","Chelsea",3.9,0,0,3,0,0.5,102,7,0,0,0.3,0.4,"2020-09-14T19:15:00Z",5,3,0,0,0,0,1,0,469354,3,1,2,1,0,0,0,60,"False",0,1
"83","Dale Stephens","MID","Brighton",0,0,0,0,0,0,55,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,849631,3,1,0,0,0,0,0,45,"True",0,1
"84","Daniel Amartey","DEF","Leicester",2,0,0,0,0,0,227,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,86735,3,0,0,0,0,0,0,40,"False",0,1
"85","Daniel Castelo Podence","MID","Wolves",1.8,1,0,23,1,18.3,469,8,0,0,4.4,25.8,"2020-09-14T17:00:00Z",75,15,0,0,0,0,1,0,17314,2,0,0,6,0,0,0,55,"False",0,1
"88","Danny Rose","DEF","Spurs",2.6,0,0,0,0,0,384,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,24146,1,0,0,0,0,0,0,50,"True",0,1
"89","Danny Ward","GK","Leicester",2.8,0,0,0,0,0,223,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,13251,3,0,0,0,0,0,0,45,"False",0,1
"90","Dan Burn","DEF","Brighton",0.6,0,0,0,0,0,61,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,51065,3,1,0,0,0,0,0,45,"True",0,1
"91","Dara O'Shea","DEF","West Brom",0.6,0,0,8,0,0.6,425,5,3,0,1,9.6,"2020-09-13T13:00:00Z",90,9,0,0,0,0,1,0,19684,3,0,0,1,0,0,0,45,"True",0,1
"92","Darnell Furlong","DEF","West Brom",0.6,0,0,6,0,11.5,422,5,1,0,3,6.2,"2020-09-13T13:00:00Z",68,9,0,0,0,0,1,0,5791,3,0,12,2,0,0,0,45,"True",0,1
"93","Darren Randolph","GK","West Ham",1.8,0,0,0,0,0,430,6,0,0,0,0,"2020-09-12T19:00:00Z",0,14,0,0,0,0,1,0,16045,2,0,0,0,0,0,0,45,"True",0,1
"94","David Button","GK","West Brom",0,0,0,0,0,0,56,5,0,0,0,0,"2020-09-13T13:00:00Z",0,9,0,0,0,0,1,0,299163,3,0,0,0,0,0,0,40,"True",0,1
"96","David Martin","GK","West Ham",1,0,0,0,0,0,429,6,0,0,0,0,"2020-09-12T19:00:00Z",0,14,0,0,0,0,1,0,498030,2,0,0,0,0,0,0,40,"True",0,1
"98","Davinson Sánchez","DEF","Spurs",3,0,0,0,0,0,398,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,62607,1,0,0,0,0,0,0,55,"True",0,1
"99","Davy Pröpper","MID","Brighton",0.2,0,0,0,0,0,59,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,6355,3,1,0,0,0,0,0,50,"True",0,1
"100","DeAndre Yedlin","DEF","Newcastle",1.6,0,0,0,0,0,335,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,27859,2,0,0,0,0,0,0,45,"False",0,1
"101","Declan Rice","MID","West Ham",1.4,0,0,15,0,14.5,448,6,2,0,4.4,21.6,"2020-09-12T19:00:00Z",90,14,0,0,0,0,1,0,305763,2,0,8,2,0,0,0,50,"True",0,1
"102","Demarai Gray","MID","Leicester",2.8,0,0,0,0,0,230,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,12401,3,0,0,0,0,0,0,55,"False",0,1
"103","Denis Odoi","DEF","Fulham",0.6,0,0,12,0,2.6,525,2,3,0,2.1,11.4,"2020-09-12T11:30:00Z",90,1,0,0,0,0,1,0,0,3,0,7,1,0,0,0,45,"True",0,1
"104","Dennis Praet","MID","Leicester",2.8,1,0,25,1,16.8,225,5,0,0,7.8,27.8,"2020-09-13T13:00:00Z",74,18,0,0,0,0,1,0,4535,3,0,33,6,0,0,0,55,"False",0,1
"105","Diogo Jota","MID","Wolves",2.2,0,0,0,0,0,468,8,0,0,0,0,"2020-09-14T17:00:00Z",0,15,0,0,0,0,1,0,215812,2,0,0,0,0,0,0,65,"False",0,1
"107","Dominic Calvert-Lewin","FWD","Everton",1.8,0,2,34,1,13.7,164,4,0,1,8.6,38.4,"2020-09-13T15:30:00Z",88,17,0,0,0,0,1,0,387691,1,0,34,8,0,0,0,70,"False",0,1
"108","Dwight Gayle","FWD","Newcastle",0,0,0,0,0,0,329,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,3224,2,0,0,0,0,0,0,60,"False",0,1
"109","Eberechi Eze","MID","Crystal Palace",1.6,0,0,3,0,8.8,489,1,0,0,1.7,4.4,"2020-09-12T14:00:00Z",9,16,0,0,0,0,1,0,33257,0,1,4,1,0,0,0,60,"True",0,1
"111","Emerson Palmieri dos Santos","DEF","Chelsea",3.1,0,0,0,0,0,111,7,0,0,0,0,"2020-09-14T19:15:00Z",0,3,0,0,0,0,1,0,11017,3,1,0,0,0,0,0,50,"False",0,1
"114","Emil Krafth","DEF","Newcastle",1.6,0,0,0,0,0,333,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,5746,2,0,0,0,0,0,0,45,"False",0,1
"116","Eric Dier","DEF","Spurs",2.6,0,0,13,0,0.7,391,4,1,0,1.8,17.4,"2020-09-13T15:30:00Z",90,7,0,0,0,0,1,0,95090,1,0,0,2,0,0,0,50,"True",0,1
"117","Erik Lamela","MID","Spurs",2.6,0,0,0,0,0,387,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,10931,1,0,0,0,0,0,0,60,"True",0,1
"119","Ezgjan Alioski","DEF","Leeds",0.1,0,0,0,0,0,201,3,0,0,0,0,"2020-09-12T16:30:00Z",0,11,0,0,0,0,1,0,44238,3,4,0,0,0,0,0,45,"False",0,1
"120","Fabian Delph","MID","Everton",0.4,0,0,0,0,0,149,4,0,0,0,0,"2020-09-13T15:30:00Z",0,17,0,0,0,0,1,0,3638,1,0,0,0,0,0,0,50,"False",0,1
"121","Fabian Schär","DEF","Newcastle",0,0,0,0,0,0,334,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,1810,2,0,0,0,0,0,0,50,"False",0,1
"123","Fabio Silva","FWD","Wolves",1.5,0,0,0,0,0,504,8,0,0,0,0,"2020-09-14T17:00:00Z",0,15,0,0,0,0,1,0,75604,2,0,0,0,0,0,0,55,"False",0,1
"124","Fabián Balbuena","DEF","West Ham",1.6,0,0,0,0,0,443,6,0,0,0,0,"2020-09-12T19:00:00Z",0,14,0,0,0,0,1,0,11269,2,0,0,0,0,0,0,45,"True",0,1
"125","Fabricio Agosto Ramírez","GK","Fulham",0,0,0,0,0,0,171,2,0,0,0,0,"2020-09-12T11:30:00Z",0,1,0,0,0,0,1,0,117641,3,0,0,0,0,0,0,40,"True",0,1
"126","Federico Fernández","DEF","Newcastle",2.1,0,0,27,1,0.1,323,6,0,0,2.8,26,"2020-09-12T19:00:00Z",90,19,0,0,0,0,1,0,88657,2,0,2,6,0,0,0,50,"False",0,1
"127","Felipe Anderson Pereira Gomes","MID","West Ham",2.2,0,0,5,0,0.3,440,6,0,0,0.3,2.4,"2020-09-12T19:00:00Z",1,14,0,0,0,0,1,0,32372,2,0,0,1,0,0,0,65,"True",0,1
"128","Fernando Marçal","DEF","Wolves",2.1,0,0,21,1,1.5,505,8,0,0,1.7,15.2,"2020-09-14T17:00:00Z",90,15,0,0,0,0,1,0,15739,2,0,0,5,0,0,0,50,"False",1,1
"129","Fikayo Tomori","DEF","Chelsea",3.1,0,0,0,0,0,121,7,0,0,0,0,"2020-09-14T19:15:00Z",0,3,0,0,0,0,1,0,21251,3,1,0,0,0,0,0,50,"False",0,1
"130","Filip Benkovic","DEF","Leicester",0,0,0,0,0,0,237,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,6080,3,0,0,0,0,0,0,45,"False",0,1
"131","Florian Lejeune","DEF","Newcastle",0,0,0,0,0,0,327,6,0,0,0,0,"2020-09-12T19:00:00Z",0,19,0,0,0,0,1,0,3104,2,0,0,0,0,0,0,45,"False",0,1
"132","Florin Andone","FWD","Brighton",0,0,0,0,0,0,64,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,22063,3,1,0,0,0,0,0,50,"True",0,1
"133","Francisco Casilla Cortés","GK","Leeds",0.3,0,0,0,0,0,194,3,0,0,0,0,"2020-09-12T16:30:00Z",0,11,0,0,0,0,1,0,149614,3,4,0,0,0,0,0,45,"False",0,1
"137","Gary Cahill","DEF","Crystal Palace",0,0,0,0,0,0,125,1,0,0,0,0,"2020-09-12T14:00:00Z",0,16,0,0,0,0,1,0,5946,0,1,0,0,0,0,0,45,"True",0,1
"138","Gedson Carvalho Fernandes","MID","Spurs",1.9,0,0,0,0,0,401,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,6161,1,0,0,0,0,0,0,50,"True",0,1
"141","Giovani Lo Celso","MID","Spurs",2.2,0,0,0,0,0,403,4,0,0,0,0,"2020-09-13T15:30:00Z",0,7,0,0,0,0,1,0,55175,1,0,0,0,0,0,0,70,"True",0,1
"142","Glenn Murray","FWD","Brighton",0,0,0,0,0,0,53,7,0,0,0,0,"2020-09-14T19:15:00Z",0,5,0,0,0,0,1,0,17313,3,1,0,0,0,0,0,50,"True",0,1
"143","Grady Diangana","MID","West Brom",0.8,0,0,3,0,12.8,446,5,3,0,2.7,4.8,"2020-09-13T13:00:00Z",90,9,0,0,0,0,1,0,37744,3,0,9,2,0,0,0,55,"True",0,1
"145","Gylfi Sigurdsson","MID","Everton",1.9,0,0,3,0,0.3,150,4,0,0,0.3,2.4,"2020-09-13T15:30:00Z",22,17,0,0,0,0,1,0,99837,1,0,0,1,0,0,0,70,"False",0,1
"146","Hakim Ziyech","MID","Chelsea",0,0,0,0,0,0,114,7,0,0,0,0,"2020-09-14T19:15:00Z",0,3,0,0,0,0,1,0,139604,3,1,0,0,0,0,0,80,"False",0,1
"147","Hal Robson-Kanu","FWD","West Brom",0.5,0,0,3,0,0.1,408,5,2,0,0.3,2,"2020-09-13T13:00:00Z",30,9,0,0,0,0,1,0,24892,3,0,1,1,0,0,0,55,"True",0,1
"148","Hamza Choudhury","MID","Leicester",2.4,0,0,0,0,0,234,5,0,0,0,0,"2020-09-13T13:00:00Z",0,18,0,0,0,0,1,0,5293,3,0,0,0,0,0,0,50,"False",0,1
"149","Harrison Reed","MID","Fulham",0,0,0,14,0,4.5,373,2,3,0,1.7,12.6,"2020-09-12T11:30:00Z",90,1,0,0,0,0,1,0,64140,3,0,0,2,0,0,0,45,"True",0,1
"150","Harry Kane","FWD","Spurs",4.5,0,0,7,0,22.5,388,4,1,0,5.2,8,"2020-09-13T15:30:00Z",90,7,0,0,0,0,1,0,894557,1,0,21,2,0,0,0,105,"True",0,1
"152","Harry Winks","MID","Spurs",2.3,0,0,8,0,2.3,397,4,1,0,0.4,2,"2020-09-13T15:30:00Z",59,7,0,0,0,0,1,0,10287,1,0,0,1,0,0,0,55,"True",0,1
"153","Harvey Barnes","MID","Leicester",3.4,0,0,8,1,18.3,235,5,0,0,10.2,18,"2020-09-13T13:00:00Z",90,18,0,0,0,0,1,0,251556,3,0,66,3,0,0,0,70,"False",0,1
"155","Heung-Min Son","MID","Spurs",3.5,0,0,10,0,46.8,390,4,1,0,9.6,14,"2020-09-13T15:30:00Z",90,7,0,0,0,0,1,0,1724987,1,0,35,2,0,0,0,90,"True",0,1
"156","Hugo Lloris","GK","Spurs",3.8,0,0,15,0,0,383,4,1,0,2,20,"2020-09-13T15:30:00Z",90,7,0,0,0,0,1,3,296409,1,0,0,3,0,0,0,55,"True",0,1
"158","Hélder Wander Sousa de Azevedo e Costa","MID","Leeds",0.3,1,0,18,0,14.9,205,3,4,0,4.7,25.6,"2020-09-12T16:30:00Z",90,11,0,0,0,0,1,0,18135,3,4,6,5,0,0,0,55,"False",0,1
"159","Ian Carlo Poveda-Ocampo","MID","Leeds",-0.5,0,0,0,0,0,209,3,0,0,0,0,"2020-09-12T16:30:00Z",0,11,0,0,0,0,1,0,20257,3,4,0,0,0,0,0,45,"False",0,1
"160","Illan Meslier","GK","Leeds",0.3,0,0,20,0,0,213,3,4,0,1.8,17.8,"2020-09-12T16:30:00Z",90,11,0,0,0,0,1,3,55373,3,4,0,1,0,0,0,45,"False",0,1
"161","Isaac Hayden","MID","Newcastle",1.4,0,0,12,1,2,336,6,0,0,1.5,12.8,"2020-09-12T19:00:00Z",90,19,0,0,0,0,1,0,5941,2,0,0,2,0,0,0,50,"False",1,1
"162","Issa Diop","DEF","West Ham",1.6,0,0,15,0,0.9,451,6,2,0,2.6,24.6,"2020-09-12T19:00:00Z",90,14,0,0,0,0,1,0,101787,2,0,0,1,0,0,0,45,"True",0,1
"163","Ivan Ricardo Neves Abreu Cavaleiro","MID","Fulham",0.8,0,0,10,0,26.4,187,2,3,0,3.4,7.4,"2020-09-12T11:30:00Z",90,1,0,0,0,0,1,0,7285,3,0,0,2,0,0,0,55,"True",0,1
"164","Jack Harrison","MID","Leeds",0.3,0,0,23,0,6.5,203,3,4,1,6.9,43.6,"2020-09-12T16:30:00Z",90,11,0,0,0,0,1,0,30491,3,4,19,7,0,0,0,55,"False",0,1
"168","Jack Wilshere","MID","West Ham",1.4,0,0,0,0,0,434,6,0,0,0,0,"2020-09-12T19:00:00Z",0,14,0,0,0,0,1,0,10257,2,0,0,0,0,0,0,50,"True",0,1
