"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"2","Keinan Davis","FWD","Aston Villa",0.4,0,0,0,0,0,49,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,169789,2,3,0,0,0,0,0,45,"False",0,1
"3","Ayotomiwa Dele-Bashiru","MID","Watford",0,0,0,0,0,0,394,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,4092,2,3,0,0,0,0,0,45,"True",0,1
"7","James McArthur","MID","Crystal Palace",0.5,0,0,22,0,26,148,3,3,0,5.5,24.8,"2021-08-14T14:00:00Z",90,6,0,0,0,0,1,0,16857,0,3,4,2,0,0,0,45,"False",0,1
"8","Kwadwo Baah","MID","Watford",0.5,0,0,0,0,0,405,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,6634,2,3,0,0,0,0,0,45,"True",0,1
"9","Paul Dummett","DEF","Newcastle",0,0,0,0,0,0,301,9,0,0,0,0,"2021-08-15T13:00:00Z",0,19,0,0,0,0,1,0,1515,4,2,0,0,0,0,0,45,"True",0,1
"10","Jairo Riedewald","MID","Crystal Palace",0.9,0,0,8,0,5.4,157,3,3,0,0.8,2.8,"2021-08-14T14:00:00Z",76,6,0,0,0,0,1,0,2741,0,3,0,2,0,0,0,50,"False",0,1
"11","Alexis Mac Allister","MID","Brighton",2.4,0,3,28,0,0.4,74,2,0,1,5.6,38.2,"2021-08-14T14:00:00Z",14,5,0,0,0,0,1,0,3931,2,1,17,9,0,0,0,55,"False",0,1
"12","Alireza Jahanbakhsh","MID","Brighton",0,0,0,0,0,0,66,2,0,0,0,0,"2021-08-14T14:00:00Z",0,5,0,0,0,0,1,0,203,2,1,0,0,0,0,0,55,"False",0,1
"13","Willy Boly","DEF","Wolves",0.4,0,0,0,0,0,428,5,0,0,0,0,"2021-08-14T14:00:00Z",0,9,0,0,0,0,1,0,8049,0,1,0,0,0,0,0,50,"False",0,1
"15","Jeffrey Schlupp","MID","Crystal Palace",1.4,0,0,3,0,1.4,155,3,2,0,0.6,1,"2021-08-14T14:00:00Z",56,6,0,0,0,0,1,0,4667,0,3,4,1,0,0,0,55,"False",0,1
"16","Joshua King","FWD","Watford",0,0,0,0,0,0,468,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,21981,2,3,0,0,0,0,0,55,"True",0,1
"17","Richarlison de Andrade","FWD","Everton",2.4,1,3,41,0,29.3,180,4,1,1,13,63.8,"2021-08-14T14:00:00Z",88,16,0,0,0,0,1,0,640325,1,3,37,11,0,0,0,75,"True",1,1
"18","Jamal Baptiste","DEF","West Ham",2,0,0,0,0,0,554,9,0,0,0,0,"2021-08-15T13:00:00Z",0,14,0,0,0,0,1,0,0,4,2,0,0,0,0,0,40,"False",0,1
"19","Sam Byram","DEF","Norwich",0,0,0,0,0,0,321,7,0,0,0,0,"2021-08-14T16:30:00Z",0,11,0,0,0,0,1,0,2098,3,0,0,0,0,0,0,45,"True",0,1
"20","Danny Rose","DEF","Watford",1.2,0,0,0,0,0,377,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,47198,2,3,0,0,0,0,0,45,"True",0,1
"21","Ederson Santana de Moraes","GK","Man City",4.5,0,0,10,0,0,257,10,1,0,0.7,6.6,"2021-08-15T15:30:00Z",90,17,0,0,0,0,1,1,683423,0,1,0,2,0,0,0,60,"False",0,1
"22","Liam Cooper","DEF","Leeds",1.2,0,0,10,0,10.5,184,6,5,0,3.8,25.4,"2021-08-14T11:30:00Z",90,13,0,0,0,0,1,0,21528,1,5,2,-1,0,0,0,45,"False",1,1
"23","Frédéric Guilbert","DEF","Aston Villa",1.7,0,0,0,0,0,46,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,1794,2,3,0,0,0,0,0,45,"False",0,1
"24","Matt Targett","DEF","Aston Villa",2.7,0,0,4,0,14.8,39,8,2,0,1.8,3,"2021-08-14T14:00:00Z",45,18,0,0,0,0,1,0,675492,2,3,0,0,0,0,0,50,"False",0,1
"25","Adama Traoré","MID","Wolves",1.6,0,0,10,0,13.4,435,5,1,0,12.1,20.6,"2021-08-14T14:00:00Z",90,9,0,0,0,0,1,0,71206,0,1,87,2,0,0,0,60,"False",0,1
"26","Jorge Luiz Frello Filho","MID","Chelsea",2.6,0,0,14,1,21.4,123,3,0,0,4.3,19.6,"2021-08-14T14:00:00Z",90,7,0,0,0,0,1,0,328061,0,3,2,3,0,0,0,60,"True",0,1
"28","Ilkay Gündogan","MID","Man City",3,0,0,8,0,7.8,250,10,1,0,5.2,12.4,"2021-08-15T15:30:00Z",90,17,0,0,0,0,1,0,577874,0,1,32,2,0,0,0,75,"False",0,1
"31","Stipe Perica","FWD","Watford",0.5,0,0,0,0,0,388,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,305769,2,3,0,0,0,0,0,45,"True",0,1
"32","Emerson Palmieri dos Santos","DEF","Chelsea",2.2,0,0,3,0,0.1,539,3,0,0,0.2,0,"2021-08-14T14:00:00Z",4,7,0,0,0,0,1,0,0,0,3,2,1,0,0,0,45,"True",0,1
"33","Isaac Success Ajayi","FWD","Watford",0.8,0,0,0,0,0,393,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,38535,2,3,0,0,0,0,0,50,"True",0,1
"34","Declan Rice","MID","West Ham",2.4,0,0,22,0,25.3,421,9,2,0,5.9,27.8,"2021-08-15T13:00:00Z",90,14,0,0,0,0,1,0,299441,4,2,6,2,0,0,0,50,"False",0,1
"36","Hélder Wander Sousa de Azevedo e Costa","MID","Leeds",1.4,0,0,1,0,0.4,192,6,0,0,0,0,"2021-08-14T11:30:00Z",21,13,0,0,0,0,1,0,14333,1,5,1,1,0,0,0,55,"False",0,1
"37","Robert Street","FWD","Crystal Palace",0.5,0,0,0,0,0,542,3,0,0,0,0,"2021-08-14T14:00:00Z",0,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,45,"False",0,1
"39","Mahmoud Ahmed Ibrahim Hassan","MID","Aston Villa",0,0,0,0,0,0,37,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,612,2,3,0,0,0,0,0,55,"False",0,1
"40","Ashley Young","DEF","Aston Villa",2.7,0,0,13,0,22.7,52,8,3,0,3.7,8.4,"2021-08-14T14:00:00Z",90,18,0,0,0,0,1,0,63216,2,3,6,1,0,0,0,50,"False",0,1
"41","Hamza Choudhury","MID","Leicester",1.5,0,0,0,0,0,214,5,0,0,0,0,"2021-08-14T14:00:00Z",0,20,0,0,0,0,1,0,8491,0,1,0,0,0,0,0,45,"True",0,1
"42","Christoph Zimmermann","DEF","Norwich",0.7,0,0,0,0,0,324,7,0,0,0,0,"2021-08-14T16:30:00Z",0,11,0,0,0,0,1,0,7768,3,0,0,0,0,0,0,45,"True",0,1
"43","Tammy Abraham","FWD","Chelsea",2.6,0,0,0,0,0,136,3,0,0,0,0,"2021-08-14T14:00:00Z",0,7,0,0,0,0,1,0,45383,0,3,0,0,0,0,0,65,"True",0,1
"44","Shane Duffy","DEF","Brighton",1.5,0,0,22,0,0.2,56,2,1,0,9.2,34.8,"2021-08-14T14:00:00Z",90,5,0,0,0,0,1,0,226602,2,1,57,2,0,0,0,40,"False",0,1
"45","Juraj Kucka","MID","Watford",1.4,0,0,3,1,0.8,495,8,0,0,1.1,8.2,"2021-08-14T14:00:00Z",68,2,0,0,0,0,1,0,2737,2,3,2,2,0,0,0,55,"True",1,1
"46","André Filipe Tavares Gomes","MID","Everton",1.4,0,0,0,0,0,172,4,0,0,0,0,"2021-08-14T14:00:00Z",0,16,0,0,0,0,1,0,10273,1,3,0,0,0,0,0,50,"True",0,1
"47","Reece James","DEF","Chelsea",3.1,0,0,4,0,2.1,142,3,0,0,0.6,2.2,"2021-08-14T14:00:00Z",23,7,0,0,0,0,1,0,465500,0,3,2,1,0,0,0,55,"True",0,1
"48","Luke Cundle","MID","Wolves",0.5,0,0,0,0,0,547,5,0,0,0,0,"2021-08-14T14:00:00Z",0,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45,"False",0,1
"49","Adam Forshaw","MID","Leeds",0.5,0,0,0,0,0,552,6,0,0,0,0,"2021-08-14T11:30:00Z",0,13,0,0,0,0,1,0,0,1,5,0,0,0,0,0,45,"False",0,1
"50","Kepa Arrizabalaga","GK","Chelsea",3.1,0,0,0,0,0,129,3,0,0,0,0,"2021-08-14T14:00:00Z",0,7,0,0,0,0,1,0,19536,0,3,0,0,0,0,0,50,"True",0,1
"51","Kortney Hause","DEF","Aston Villa",2.2,0,0,0,0,0,36,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,8179,2,3,0,0,0,0,0,45,"False",0,1
"52","Tyrone Mings","DEF","Aston Villa",2.7,0,0,12,0,0.8,38,8,3,0,1.6,15.6,"2021-08-14T14:00:00Z",90,18,0,0,0,0,1,0,572675,2,3,0,0,0,0,0,50,"False",1,1
"55","Billy Gilmour","MID","Norwich",0,0,0,14,0,2.1,145,7,3,0,1.4,11.6,"2021-08-14T16:30:00Z",90,11,0,0,0,0,1,0,592329,3,0,0,2,0,0,0,45,"True",0,1
"56","Jaden Philogene-Bidace","MID","Aston Villa",1.9,0,0,0,0,0,497,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,1298,2,3,0,0,0,0,0,50,"False",0,1
"57","Fernando Luiz Rosa","MID","Man City",1.9,0,0,10,0,28.7,453,10,1,0,4.8,11.2,"2021-08-15T15:30:00Z",90,17,0,0,0,0,1,0,22889,0,1,8,2,0,0,0,50,"False",0,1
"58","Björn Engels","DEF","Aston Villa",0,0,0,0,0,0,31,8,0,0,0,0,"2021-08-14T14:00:00Z",0,18,0,0,0,0,1,0,95,2,3,0,0,0,0,0,45,"False",0,1
"62","Francisco Femenía Far","DEF","Watford",1.2,0,0,0,0,0,382,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,15648,2,3,0,0,0,0,0,45,"True",0,1
"63","Raúl Jiménez","FWD","Wolves",1.9,0,0,2,0,36.9,430,5,1,0,5.9,4,"2021-08-14T14:00:00Z",90,9,0,0,0,0,1,0,240264,0,1,18,2,0,0,0,75,"False",0,1
"64","Sean Longstaff","MID","Newcastle",0,0,0,3,0,0.4,309,9,0,0,0.5,4.4,"2021-08-15T13:00:00Z",6,19,0,0,0,0,1,0,22857,4,2,0,1,0,0,0,45,"True",0,1
"65","Boubakary Soumaré","MID","Leicester",1.9,0,0,4,0,0.9,458,5,0,0,0.4,3.4,"2021-08-14T14:00:00Z",28,20,0,0,0,0,1,0,7397,0,1,0,1,0,0,0,50,"True",0,1
"67","Emmanuel Dennis","FWD","Watford",0.8,1,3,44,1,33.4,450,8,0,1,18.3,62.2,"2021-08-14T14:00:00Z",65,2,0,0,0,0,1,0,25528,2,3,87,12,0,0,0,50,"True",0,1
"69","Nampalys Mendy","MID","Leicester",1.5,0,0,0,0,0,203,5,0,0,0,0,"2021-08-14T14:00:00Z",0,20,0,0,0,0,1,0,31304,0,1,0,0,0,0,0,45,"True",0,1
"70","Ryan Fraser","MID","Newcastle",0.9,0,0,2,0,1.3,298,9,0,0,0.5,0,"2021-08-15T13:00:00Z",20,19,0,0,0,0,1,0,9176,4,2,5,1,0,0,0,55,"True",0,1
"72","Bertrand Traoré","MID","Aston Villa",2.6,1,0,16,0,1.6,32,8,0,0,3.3,5.8,"2021-08-14T14:00:00Z",18,18,0,0,0,0,1,0,141304,2,3,26,4,0,0,0,60,"False",0,1
"73","Leandro Trossard","MID","Brighton",2.8,0,0,4,0,1.9,64,2,1,0,1.2,2.2,"2021-08-14T14:00:00Z",75,5,0,0,0,0,1,0,88156,2,1,8,2,0,0,0,65,"False",0,1
"75","Wesley Fofana","DEF","Leicester",0,0,0,0,0,0,220,5,0,0,0,0,"2021-08-14T14:00:00Z",0,20,0,0,0,0,1,0,60900,0,1,0,0,0,0,0,45,"True",0,1
"77","Arthur Masuaku","DEF","West Ham",2,0,0,0,0,0,417,9,0,0,0,0,"2021-08-15T13:00:00Z",0,14,0,0,0,0,1,0,5351,4,2,0,0,0,0,0,45,"False",0,1
"78","Bernard Anício Caldeira Duarte","MID","Everton",0,0,0,0,0,0,167,4,0,0,0,0,"2021-08-14T14:00:00Z",0,16,0,0,0,0,1,0,471,1,3,0,0,0,0,0,55,"True",0,1
"80","Kenny McLean","MID","Norwich",0.4,0,0,0,0,0,318,7,0,0,0,0,"2021-08-14T16:30:00Z",0,11,0,0,0,0,1,0,3511,3,0,0,0,0,0,0,50,"True",0,1
"81","Jeremy Ngakia","DEF","Watford",1.2,0,0,0,0,0,400,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,4345,2,3,0,0,0,0,0,45,"True",0,1
"84","Jakub Moder","MID","Brighton",1.5,1,0,13,0,10.8,75,2,0,0,5.1,21.2,"2021-08-14T14:00:00Z",18,5,0,0,0,0,1,0,8712,2,1,19,4,0,0,0,45,"False",0,1
"86","Trevoh Chalobah","DEF","Chelsea",2.7,0,2,37,1,7,527,3,0,1,6.3,45.4,"2021-08-14T14:00:00Z",90,7,0,0,0,0,1,0,8103,0,3,11,14,0,0,0,50,"True",0,1
"87","Bali Mumba","DEF","Norwich",0,0,0,0,0,0,515,7,0,0,0,0,"2021-08-14T16:30:00Z",0,11,0,0,0,0,1,0,21526,3,0,0,0,0,0,0,40,"True",0,1
"88","Enock Mwepu","MID","Brighton",2.6,0,0,5,0,12.1,462,2,1,0,1.8,2.2,"2021-08-14T14:00:00Z",45,5,0,0,0,0,1,0,9904,2,1,4,1,0,0,0,60,"False",0,1
"90","Fabian Schär","DEF","Newcastle",0.7,0,0,0,0,0,305,9,0,0,0,0,"2021-08-15T13:00:00Z",0,19,0,0,0,0,1,0,17533,4,2,0,0,0,0,0,45,"True",0,1
"91","Mateusz Klich","MID","Leeds",1.4,0,0,7,0,5.2,186,6,5,0,2.1,5.8,"2021-08-14T11:30:00Z",90,13,0,0,0,0,1,0,31003,1,5,10,2,0,0,0,55,"False",0,1
"93","Andriy Yarmolenko","MID","West Ham",2.9,0,0,3,0,1,412,9,0,0,0.1,0,"2021-08-15T13:00:00Z",1,14,0,0,0,0,1,0,18464,4,2,0,1,0,0,0,55,"False",0,1
"94","Onel Hernández","MID","Norwich",0.4,0,0,0,0,0,320,7,0,0,0,0,"2021-08-14T16:30:00Z",0,11,0,0,0,0,1,0,4889,3,0,0,0,0,0,0,50,"True",0,1
"95","Benjamin Chilwell","DEF","Chelsea",3.4,0,0,0,0,0,135,3,0,0,0,0,"2021-08-14T14:00:00Z",0,7,0,0,0,0,1,0,896206,0,3,0,0,0,0,0,60,"True",0,1
"96","Leander Dendoncker","MID","Wolves",0.9,0,0,4,0,0.6,434,5,0,0,1.2,11.6,"2021-08-14T14:00:00Z",24,9,0,0,0,0,1,0,14765,0,1,0,1,0,0,0,50,"False",0,1
"99","Rayan Ait Nouri","DEF","Wolves",1.2,0,0,0,0,0,470,5,0,0,0,0,"2021-08-14T14:00:00Z",0,9,0,0,0,0,1,0,44020,0,1,0,0,0,0,0,45,"False",0,1
"100","Michal Karbownik","DEF","Brighton",1.5,0,0,0,0,0,536,2,0,0,0,0,"2021-08-14T14:00:00Z",0,5,0,0,0,0,1,0,0,2,1,0,0,0,0,0,40,"False",0,1
"101","Ciaran Clark","DEF","Newcastle",0.7,0,0,12,0,11.6,293,9,4,0,5.6,16.6,"2021-08-15T13:00:00Z",90,19,0,0,0,0,1,0,9309,4,2,28,0,0,0,0,45,"True",0,1
"102","Pascal Groß","MID","Brighton",2.6,1,1,24,0,35.3,55,2,1,0,7.6,26.4,"2021-08-14T14:00:00Z",90,5,0,0,0,0,1,0,34936,2,1,14,6,0,0,0,60,"False",0,1
"103","Bobby Thomas","DEF","Burnley",0.5,0,0,0,0,0,534,2,0,0,0,0,"2021-08-14T14:00:00Z",0,4,0,0,0,0,1,0,0,2,1,0,0,0,0,0,40,"True",0,1
"104","John McGinn","MID","Aston Villa",2.6,0,0,28,0,2.1,35,8,3,1,5.6,40.4,"2021-08-14T14:00:00Z",90,18,0,0,0,0,1,0,60533,2,3,13,7,0,0,0,60,"False",0,1
"108","Jack Butland","GK","Crystal Palace",1.3,0,0,0,0,0,156,3,0,0,0,0,"2021-08-14T14:00:00Z",0,6,0,0,0,0,1,0,30766,0,3,0,0,0,0,0,45,"False",0,1
"109","João Pedro Cavaco Cancelo","DEF","Man City",3.4,0,0,21,0,38.5,256,10,1,0,7.2,21.2,"2021-08-15T15:30:00Z",90,17,0,0,0,0,1,0,484049,0,1,12,2,0,0,0,60,"False",0,1
"110","Marvelous Nakamba","MID","Aston Villa",1.5,0,0,13,0,6.5,41,8,3,0,1.3,6.4,"2021-08-14T14:00:00Z",90,18,0,0,0,0,1,0,7728,2,3,0,2,0,0,0,45,"False",0,1
"113","Johann Berg Gudmundsson","MID","Burnley",1.4,0,0,5,0,2.6,108,2,2,0,1.2,7.2,"2021-08-14T14:00:00Z",90,4,0,0,0,0,1,0,4960,2,1,2,1,0,0,0,55,"True",1,1
"114","Eric Dier","DEF","Spurs",1.2,0,1,22,1,0.1,361,10,0,0,1.7,17,"2021-08-15T15:30:00Z",90,12,0,0,0,0,1,0,96915,0,1,0,7,0,0,0,45,"True",0,1
"116","Steven Alzate","MID","Brighton",1.9,0,0,12,0,24.1,73,2,1,0,3.7,10.4,"2021-08-14T14:00:00Z",71,5,0,0,0,0,1,0,3347,2,1,2,2,0,0,0,50,"False",0,1
"117","Nathaniel Chalobah","MID","Watford",0,0,0,0,0,0,385,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,1795,2,3,0,0,0,0,0,50,"True",0,1
"120","João Filipe Iria Santos Moutinho","MID","Wolves",0.9,0,0,16,0,14.9,426,5,1,0,2.3,7.2,"2021-08-14T14:00:00Z",65,9,0,0,0,0,1,0,30970,0,1,1,2,0,0,0,50,"False",0,1
"121","Asmir Begović","GK","Everton",1,0,0,0,0,0,481,4,0,0,0,0,"2021-08-14T14:00:00Z",0,16,0,0,0,0,1,0,153135,1,3,0,0,0,0,0,40,"True",0,1
"122","Aymeric Laporte","DEF","Man City",3.1,0,0,0,0,0,259,10,0,0,0,0,"2021-08-15T15:30:00Z",0,17,0,0,0,0,1,0,100948,0,1,0,0,0,0,0,55,"False",0,1
"125","Jacob Murphy","MID","Newcastle",0.4,0,0,23,0,20.3,304,9,4,1,9.4,43.4,"2021-08-15T13:00:00Z",90,19,0,0,0,0,1,0,7373,4,2,30,7,0,0,0,50,"True",0,1
"126","Mason Mount","MID","Chelsea",3,1,0,19,1,18.5,138,3,0,0,6.2,14.2,"2021-08-14T14:00:00Z",90,7,0,0,0,0,1,0,1404414,0,3,29,6,0,0,0,75,"True",0,1
"130","Dimitris Giannoulis","DEF","Norwich",0.7,0,0,18,0,12.2,457,7,3,0,3.6,21.4,"2021-08-14T16:30:00Z",90,11,0,0,0,0,1,0,6451,3,0,2,1,0,0,0,45,"True",0,1
"131","Anwar El Ghazi","MID","Aston Villa",2.6,0,0,1,0,2.7,42,8,2,0,0.8,1.4,"2021-08-14T14:00:00Z",59,18,0,0,0,0,1,0,82948,2,3,4,1,0,0,0,60,"False",0,1
"134","Christian Kabasele","DEF","Watford",1.2,0,0,12,0,0.1,384,8,2,0,2.4,20.2,"2021-08-14T14:00:00Z",90,2,0,0,0,0,1,0,6905,2,3,4,1,0,0,0,45,"True",0,1
"135","Andre Gray","FWD","Watford",1.1,0,0,0,0,0,383,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,19046,2,3,0,0,0,0,0,55,"True",0,1
"137","Jean-Philippe Mateta","FWD","Crystal Palace",1.1,0,0,5,0,1.3,159,3,2,0,0.8,6.4,"2021-08-14T14:00:00Z",56,6,0,0,0,0,1,0,8209,0,3,0,1,0,0,0,55,"False",0,1
"138","Dane Scarlett","FWD","Spurs",0.5,0,0,0,0,0,520,10,0,0,0,0,"2021-08-15T15:30:00Z",0,12,0,0,0,0,1,0,112697,0,1,0,0,0,0,0,45,"True",0,1
"139","Luke Thomas","DEF","Leicester",2.2,0,1,29,1,5.7,219,5,0,0,3.1,25.4,"2021-08-14T14:00:00Z",90,20,0,0,0,0,1,0,14916,0,1,0,7,0,0,0,45,"True",0,1
"140","Diego Llorente","DEF","Leeds",0,0,0,0,0,0,190,6,0,0,0,0,"2021-08-14T11:30:00Z",0,13,0,0,0,0,1,0,8101,1,5,0,0,0,0,0,45,"False",0,1
"141","Robin Koch","DEF","Leeds",1.2,0,0,14,0,0.3,194,6,5,0,1.5,14.4,"2021-08-14T11:30:00Z",90,13,0,0,0,0,1,0,21640,1,5,0,0,0,0,0,45,"False",0,1
"143","Sam Greenwood","FWD","Leeds",0.5,0,0,0,0,0,550,6,0,0,0,0,"2021-08-14T11:30:00Z",0,13,0,0,0,0,1,0,0,1,5,0,0,0,0,0,45,"False",0,1
"144","Nathan Ferguson","DEF","Crystal Palace",0,0,0,0,0,0,161,3,0,0,0,0,"2021-08-14T14:00:00Z",0,6,0,0,0,0,1,0,331,0,3,0,0,0,0,0,45,"False",0,1
"146","Kevin De Bruyne","MID","Man City",2.2,0,0,4,0,11.6,251,10,0,0,2.8,9,"2021-08-15T15:30:00Z",11,17,0,0,0,0,1,0,170476,0,1,7,1,0,0,0,120,"False",0,1
"148","Raheem Sterling","MID","Man City",4.1,0,0,1,0,4.2,255,10,1,0,3.9,4.2,"2021-08-15T15:30:00Z",69,17,0,0,0,0,1,0,207534,0,1,31,2,0,0,0,110,"False",0,1
"149","Wilfried Zaha","MID","Crystal Palace",1.9,0,0,1,0,3,154,3,3,0,2.6,1,"2021-08-14T14:00:00Z",90,6,0,0,0,0,1,0,460453,0,3,22,2,0,0,0,70,"False",0,1
"150","Freddie Woodman","GK","Newcastle",0.8,0,0,30,0,0,513,9,4,0,5.1,51,"2021-08-15T13:00:00Z",90,19,0,0,1,0,1,4,10930,4,2,0,6,0,0,0,45,"True",0,1
"151","Robert Sánchez","GK","Brighton",2.3,0,0,19,0,10,69,2,1,0,3,20,"2021-08-14T14:00:00Z",90,5,0,0,0,0,1,2,1701303,2,1,0,2,0,0,0,45,"False",0,1
"153","Ben Mee","DEF","Burnley",1.7,0,0,8,0,0.8,106,2,2,0,1.7,9.6,"2021-08-14T14:00:00Z",90,4,0,0,0,0,1,0,59668,2,1,7,1,0,0,0,50,"True",0,1
"154","Pascal Struijk","DEF","Leeds",1.2,0,0,15,0,0,198,6,5,0,1.6,16.4,"2021-08-14T11:30:00Z",90,13,0,0,0,0,1,0,29507,1,5,0,0,0,0,0,45,"False",0,1
"155","Tom Davies","MID","Everton",1.4,0,0,0,0,0,176,4,0,0,0,0,"2021-08-14T14:00:00Z",0,16,0,0,0,0,1,0,5901,1,3,0,0,0,0,0,50,"True",0,1
"157","Alex Iwobi","MID","Everton",2.1,1,0,7,0,11,174,4,0,0,5.5,20.6,"2021-08-14T14:00:00Z",20,16,0,0,0,0,1,0,12093,1,3,23,4,0,0,0,60,"True",0,1
"158","Edouard Mendy","GK","Chelsea",4.5,0,0,20,1,0,143,3,0,0,1.1,11.2,"2021-08-14T14:00:00Z",90,7,0,0,0,0,1,1,613542,0,3,0,6,0,0,0,60,"True",0,1
"159","Serge Aurier","DEF","Spurs",1.7,0,0,0,0,0,358,10,0,0,0,0,"2021-08-15T15:30:00Z",0,12,0,0,0,0,1,0,40214,0,1,0,0,0,0,0,50,"True",0,1
"160","Marc Guéhi","DEF","Crystal Palace",1.2,0,0,14,0,11.9,477,3,3,0,2.8,13.8,"2021-08-14T14:00:00Z",90,6,0,0,0,0,1,0,21817,0,3,2,1,0,0,0,45,"False",0,1
"161","Matej Vydra","FWD","Burnley",1.1,0,0,2,0,0.3,111,2,0,0,1,0,"2021-08-14T14:00:00Z",5,4,0,0,0,0,1,0,69784,2,1,12,1,0,0,0,55,"True",0,1
"162","Ethan Ampadu","DEF","Chelsea",2.2,0,0,0,0,0,139,3,0,0,0,0,"2021-08-14T14:00:00Z",0,7,0,0,0,0,1,0,7410,0,3,0,0,0,0,0,45,"True",0,1
"164","Todd Cantwell","MID","Norwich",0.7,0,0,14,0,31.4,325,7,3,0,4.5,12.4,"2021-08-14T16:30:00Z",85,11,0,0,0,0,1,0,47808,3,0,1,1,0,0,0,55,"True",1,1
"165","Jarrod Bowen","MID","West Ham",3.3,0,0,8,0,20.2,420,9,2,0,7.2,20,"2021-08-15T13:00:00Z",89,14,0,0,0,0,1,0,114253,4,2,32,2,0,0,0,65,"False",0,1
"167","Benjamin Mendy","DEF","Man City",3.1,0,1,22,0,29.1,253,10,1,0,4.6,15.2,"2021-08-15T15:30:00Z",78,17,0,0,0,0,1,0,57602,0,1,2,3,0,0,0,55,"False",0,1
"169","Francisco Machado Mota de Castro Trincão","MID","Wolves",1.6,0,0,10,0,22.3,461,5,1,0,6.4,15,"2021-08-14T14:00:00Z",85,9,0,0,0,0,1,0,30883,0,1,27,2,0,0,0,60,"False",0,1
"170","Manuel Lanzini","MID","West Ham",2.3,0,0,0,0,0,416,9,0,0,0,0,"2021-08-15T13:00:00Z",0,14,0,0,0,0,1,0,9936,4,2,0,0,0,0,0,60,"False",0,1
"171","Moussa Sissoko","MID","Spurs",0.5,0,0,0,0,0,354,10,0,0,0,0,"2021-08-15T15:30:00Z",0,12,0,0,0,0,1,0,95256,0,1,0,0,0,0,0,45,"True",0,1
"172","Luka Milivojevic","MID","Crystal Palace",0,0,0,0,0,0,152,3,0,0,0,0,"2021-08-14T14:00:00Z",0,6,0,0,0,0,1,0,9126,0,3,0,0,0,0,0,55,"False",0,1
"173","Ruben Loftus-Cheek","MID","Chelsea",2.4,0,0,0,0,0,132,3,0,0,0,0,"2021-08-14T14:00:00Z",0,7,0,0,0,0,1,0,7043,0,3,0,0,0,0,0,55,"True",0,1
"176","Rui Pedro dos Santos Patrício","GK","Wolves",0,0,0,0,0,0,427,5,0,0,0,0,"2021-08-14T14:00:00Z",0,9,0,0,0,0,1,0,3082,0,1,0,0,0,0,0,50,"False",0,1
"177","Eberechi Eze","MID","Crystal Palace",0,0,0,0,0,0,160,3,0,0,0,0,"2021-08-14T14:00:00Z",0,6,0,0,0,0,1,0,3447,0,3,0,0,0,0,0,60,"False",0,1
"178","Joseph Hungbo","MID","Watford",0.5,0,0,0,0,0,402,8,0,0,0,0,"2021-08-14T14:00:00Z",0,2,0,0,0,0,1,0,3366,2,3,0,0,0,0,0,45,"True",0,1
"179","Dale Stephens","MID","Burnley",0,0,0,0,0,0,102,2,0,0,0,0,"2021-08-14T14:00:00Z",0,4,0,0,0,0,1,0,1674,2,1,0,0,0,0,0,45,"True",0,1
"180","James Rodríguez","MID","Everton",0,0,0,0,0,0,166,4,0,0,0,0,"2021-08-14T14:00:00Z",0,16,0,0,0,0,1,0,139782,1,3,0,0,0,0,0,70,"True",0,1
"181","Dwight Gayle","FWD","Newcastle",0.6,0,0,0,0,0,300,9,0,0,0,0,"2021-08-15T13:00:00Z",0,19,0,0,0,0,1,0,16263,4,2,0,0,0,0,0,55,"True",0,1
"182","Raphael Dias Belloli","MID","Leeds",1.8,0,0,9,0,19.4,196,6,5,0,4.7,11.6,"2021-08-14T11:30:00Z",90,13,0,0,0,0,1,0,1238151,1,5,16,1,0,0,0,65,"False",1,1
