"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","expected_assists","expected_goal_involvements","expected_goals","expected_goals_conceded","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","starts","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"1929","Naby Keita","MID","Liverpool",0,0,0,0,0,0,287,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,9365,0,0,9,0,0,-3762,892,4654,49,"True",0,4
"1932","Amad Diallo","MID","Man Utd",0.5,0,0,0,0,0,550,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,12384,0,1,0,0,0,-2007,421,2428,45,"False",0,4
"1934","Marcus Rashford","MID","Man Utd",4.5,0,0,4,1,3.8,335,0,0,0,0,39,0,0,2.6,4.4,"2022-08-27T11:30:00Z",90,17,0,0,0,0,4,0,580997,0,1,0,18,3,95534,172188,76654,63,"False",0,4
"1936","Mateusz Lis","GK","Southampton",-0.5,0,0,0,0,0,421,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,14,0,0,0,0,4,0,30385,0,1,0,0,0,-907,563,1470,40,"True",0,4
"1937","Takehiro Tomiyasu","DEF","Arsenal",1.5,0,0,2,0,0,14,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",1,9,0,0,0,0,4,0,94780,0,1,2,0,1,-16523,3196,19719,43,"True",0,4
"1941","Shandon Baptiste","MID","Brentford",1,0,0,3,0,5.3,94,0,0,0,0,33,0,0,0.8,2.8,"2022-08-27T14:00:00Z",22,8,0,0,0,0,4,0,32222,0,1,1,0,1,-2662,2427,5089,45,"True",0,4
"1943","Bukayo Saka","MID","Arsenal",5,1,0,19,0,25.4,13,0,0,0,0,31,1,0,9.8,28,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,1344008,0,1,2,45,5,-350292,28075,378367,79,"True",0,4
"1944","Lloyd Kelly","DEF","Bournemouth",1.7,0,0,0,0,0,73,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,126992,0,0,9,0,0,-14199,4450,18649,45,"False",0,4
"1945","Trent Alexander-Arnold","DEF","Liverpool",6.7,1,2,58,1,61.6,285,0,0,0,0,36,0,1,13.2,59,"2022-08-27T14:00:00Z",82,3,0,0,0,0,4,0,4514639,0,0,9,11,17,-386885,84441,471326,75,"True",0,4
"1947","Mohamed Salah","MID","Liverpool",7.7,0,0,-5,1,28.1,283,0,0,0,0,36,0,0,8.3,2.4,"2022-08-27T14:00:00Z",90,3,0,0,0,0,4,0,5784665,0,0,9,52,3,-19068,140231,159299,130,"True",0,4
"1949","Thomas Partey","MID","Arsenal",3,0,0,0,0,0,6,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,54948,0,1,2,0,0,-8910,3409,12319,50,"True",0,4
"1950","Gavin Bazunu","GK","Southampton",1.5,0,0,17,0,10,422,0,0,0,0,39,1,0,3.8,28,"2022-08-27T11:30:00Z",90,14,0,0,0,0,4,3,62897,0,1,0,0,3,-1441,2815,4256,45,"True",0,4
"1953","Mathias Jorgensen","DEF","Brentford",1.2,0,0,15,0,11.7,595,0,0,0,0,33,1,0,3.9,24.8,"2022-08-27T14:00:00Z",67,8,0,0,0,0,4,0,0,0,1,1,2,2,0,0,0,40,"True",0,4
"1955","Lyanco Silveira Neves Vojnovic","DEF","Southampton",0,0,0,2,0,0.3,413,0,0,0,0,39,0,0,0.3,0.2,"2022-08-27T11:30:00Z",1,14,0,0,0,0,4,0,3824,0,1,0,2,1,-239,77,316,45,"True",0,4
"1956","Thomas Strakosha","GK","Brentford",0,0,0,0,0,0,517,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,19110,0,1,1,0,0,-1248,551,1799,44,"True",0,4
"1960","Giulian Biancone","DEF","Nott'm Forest",-1,0,0,0,0,0,399,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,6147,0,2,0,0,0,-767,110,877,44,"True",0,4
"1962","William Saliba","DEF","Arsenal",8,1,2,28,0,11.5,26,0,0,0,0,31,1,0,4.3,29.8,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,1109607,0,1,2,2,7,458557,508914,50357,46,"True",0,4
"1969","Aaron Ramsdale","GK","Arsenal",4.8,0,0,12,0,0,15,0,0,0,0,31,1,0,1.9,18.8,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,2,1422476,0,1,2,0,2,-12169,88190,100359,50,"True",0,4
"1974","Harvey Davies","GK","Liverpool",1.5,0,0,0,0,0,592,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,339,0,0,9,0,0,77,108,31,40,"True",0,4
"1976","Harry Toffolo","DEF","Nott'm Forest",1.8,0,0,13,0,13.2,523,0,0,0,0,38,2,0,2.8,14.8,"2022-08-28T15:30:00Z",90,18,0,0,0,0,4,0,13733,0,2,0,0,1,-2112,1708,3820,45,"True",0,4
"1977","Jefferson Lerma Solís","MID","Bournemouth",2,0,0,8,0,0.3,64,0,0,0,0,36,9,0,1,4,"2022-08-27T14:00:00Z",90,12,0,0,0,0,4,0,88836,0,0,9,6,2,-19906,2878,22784,50,"False",0,4
"1979","Chris Mepham","DEF","Bournemouth",-0.7,0,0,4,0,0.2,71,0,0,0,0,36,8,0,0.4,3.4,"2022-08-27T14:00:00Z",81,12,1,0,0,0,4,0,10897,0,0,9,0,-4,-1054,241,1295,45,"False",0,4
"1980","Willy Caballero","GK","Southampton",-0.5,0,0,0,0,0,424,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,14,0,0,0,0,4,0,108101,0,1,0,0,0,-2978,1623,4601,40,"True",0,4
"1981","Alex Mighten","MID","Nott'm Forest",-0.8,0,0,0,0,0,395,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,2291,0,2,0,0,0,-344,80,424,49,"True",0,4
"1984","Josh Dasilva","MID","Brentford",4.2,0,0,8,0,22.2,83,0,0,0,0,33,1,0,5.8,15.2,"2022-08-27T14:00:00Z",90,8,0,0,0,0,4,0,1068151,0,1,1,21,2,-12723,152562,165285,46,"True",0,4
"1985","Roberto Firmino","FWD","Liverpool",7.7,3,3,81,1,49.8,279,0,0,0,0,36,0,2,30.4,125.8,"2022-08-27T14:00:00Z",68,3,0,0,0,0,4,0,132781,0,0,9,128,22,5406,23967,18561,80,"True",0,4
"1986","Thiago Alcántara do Nascimento","MID","Liverpool",0,0,0,0,0,0,277,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,57763,0,0,9,0,0,-15109,928,16037,53,"True",0,4
"1990","Moussa Niakhaté","DEF","Nott'm Forest",0,0,0,0,0,0,507,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,9405,0,2,0,0,0,-3327,112,3439,44,"True",0,4
"1992","Kyle Walker-Peters","DEF","Southampton",2.3,0,0,8,0,14.1,409,0,0,0,0,39,1,0,3.8,16.2,"2022-08-27T11:30:00Z",90,14,0,0,0,0,4,0,124217,0,1,0,8,2,1973,11546,9573,45,"True",0,4
"1993","Joe Rothwell","MID","Bournemouth",0,0,0,0,0,0,505,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,549,0,0,9,0,0,-4,65,69,49,"False",0,4
"1994","Nuno Varela Tavares","DEF","Arsenal",0,0,0,0,0,0,17,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,1209,0,1,2,0,0,-181,0,181,45,"True",0,4
"1997","Saman Ghoddos","MID","Brentford",0.2,0,0,0,0,0,87,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,2452,0,1,1,0,0,-243,168,411,49,"True",0,4
"2004","Ben Pearson","MID","Bournemouth",0,0,0,3,0,0,68,0,0,0,0,36,1,0,0,0,"2022-08-27T14:00:00Z",4,12,0,0,0,0,4,0,52848,0,0,9,0,1,-5840,4428,10268,45,"False",0,4
"2005","Joel Matip","DEF","Liverpool",0,0,0,0,0,0,276,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,100363,0,0,9,0,0,-31146,333,31479,59,"True",0,4
"2008","Fabio Henrique Tavares","MID","Liverpool",3.3,0,0,14,1,16,282,0,0,0,0,36,0,0,3.1,15.4,"2022-08-27T14:00:00Z",90,3,0,0,0,0,4,0,101188,0,0,9,0,3,-12991,8118,21109,55,"True",0,4
"2014","Mads Roerslev Rasmussen","DEF","Brentford",1.5,0,0,0,0,0,90,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,5069,0,1,1,0,0,-745,125,870,45,"True",0,4
"2017","Mads Bech Sørensen","DEF","Brentford",0.8,0,0,3,0,0,91,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",1,8,0,0,0,0,4,0,6891,0,1,1,0,1,-637,286,923,45,"True",0,4
"2019","Granit Xhaka","MID","Arsenal",6.5,0,0,9,0,25,3,0,0,0,0,31,1,0,4.5,8.2,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,267951,0,1,2,12,2,42760,77459,34699,50,"True",0,4
"2020","Lisandro Martínez","DEF","Man Utd",2.3,0,0,25,1,0.6,533,0,0,0,0,39,0,0,1.9,18.6,"2022-08-27T11:30:00Z",90,17,0,0,0,0,4,0,291541,0,1,0,0,6,47563,67409,19846,44,"False",0,4
"2025","Mohamed Elyounoussi","MID","Southampton",0.7,0,0,9,0,29.2,406,0,0,0,0,39,1,0,4.6,9.2,"2022-08-27T11:30:00Z",62,14,0,0,0,0,4,0,7118,0,1,0,8,2,-763,243,1006,54,"True",0,4
"2026","Frank Onyeka","MID","Brentford",0.2,0,0,0,0,0,93,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,3659,0,1,1,0,0,-446,246,692,49,"True",0,4
"2027","Zidane Iqbal","MID","Man Utd",0.5,0,0,0,0,0,551,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,13693,0,1,0,0,0,-2572,433,3005,44,"False",0,4
"2034","Luke Chambers","DEF","Liverpool",1.5,0,0,0,0,0,563,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,5463,0,0,9,0,0,-132,623,755,40,"True",0,4
"2036","Ibrahima Diallo","MID","Southampton",-0.3,0,0,0,0,0,416,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,14,0,0,0,0,4,0,56430,0,1,0,0,0,-4483,4543,9026,44,"True",0,4
"2037","Adam Armstrong","FWD","Southampton",1.7,0,0,8,0,25.7,408,0,0,0,0,39,1,0,6,9.6,"2022-08-27T11:30:00Z",76,14,0,0,0,0,4,0,78732,0,1,0,25,2,-3965,10596,14561,55,"True",0,4
"2038","Joe Worrall","DEF","Nott'm Forest",1,0,0,12,0,3.2,388,0,0,0,0,38,2,0,3.5,26.2,"2022-08-28T15:30:00Z",90,18,0,0,0,0,4,0,12295,0,2,0,6,0,-1674,277,1951,45,"True",1,4
"2042","Wayne Hennessey","GK","Nott'm Forest",-1,0,0,0,0,0,518,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,201276,0,2,0,0,0,-7305,2721,10026,40,"True",0,4
"2045","Ellery Balcombe","GK","Brentford",0,0,0,0,0,0,100,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,11964,0,1,1,0,0,-854,0,854,40,"True",0,4
"2047","Oleksandr Zinchenko","DEF","Arsenal",5.8,0,0,0,0,0,313,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,3012987,0,1,2,0,0,220900,361150,140250,53,"True",0,4
"2051","Richie Laryea","DEF","Nott'm Forest",0,0,0,0,0,0,392,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,1916,0,2,0,0,0,-404,0,404,45,"True",0,4
"2055","James Hill","DEF","Bournemouth",-1.5,0,0,0,0,0,539,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,3412,0,0,9,0,0,-281,102,383,45,"False",0,4
"2056","Adam Smith","DEF","Bournemouth",-1,0,0,-1,0,0.1,57,0,0,0,0,36,5,0,0.6,5.4,"2022-08-27T14:00:00Z",45,12,0,0,0,0,4,0,14900,0,0,9,0,-2,-1574,419,1993,44,"False",1,4
"2061","Jesse Lingard","MID","Nott'm Forest",2.2,0,0,9,0,35.9,527,0,0,0,0,38,1,0,5.7,7.2,"2022-08-28T15:30:00Z",68,18,0,0,0,0,4,0,368337,0,2,0,14,2,-102766,9615,112381,59,"True",0,4
"2064","Sam Surridge","FWD","Nott'm Forest",-0.2,0,0,3,0,0.1,391,0,0,0,0,38,0,0,0,0.2,"2022-08-28T15:30:00Z",1,18,0,0,0,0,4,0,127412,0,2,0,0,1,-19824,5672,25496,50,"True",0,4
"2066","Benjamin White","DEF","Arsenal",4.5,0,0,10,0,3.8,10,0,0,0,0,31,1,0,2,11.8,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,534553,0,1,2,4,1,-11093,31566,42659,45,"True",1,4
"2067","Konstantinos Tsimikas","DEF","Liverpool",3.5,2,0,23,0,25.6,292,0,0,0,0,36,0,0,6.2,34.2,"2022-08-27T14:00:00Z",21,3,0,0,0,0,4,0,9642,0,0,9,2,7,5,1060,1055,45,"True",0,4
"2070","Mohamed Elneny","MID","Arsenal",1.5,0,0,15,0,3.8,4,0,0,0,0,31,1,0,0.8,4.2,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,115883,0,1,2,0,2,-18950,14683,33633,44,"True",0,4
"2074","Braian Ojeda Rodríguez","MID","Nott'm Forest",0,0,0,0,0,0,396,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,6374,0,2,0,0,0,-1672,0,1672,45,"True",0,4
"2076","Kieffer Moore","FWD","Bournemouth",1.5,0,0,7,0,1.8,62,0,0,0,0,36,9,0,3.8,11.4,"2022-08-27T14:00:00Z",90,12,0,0,0,0,4,0,127591,0,0,9,25,2,-1952,22293,24245,55,"False",0,4
"2079","Norberto Murara Neto","GK","Bournemouth",-1.5,0,0,0,0,0,574,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,6987,0,0,9,0,0,-423,576,999,45,"False",0,4
"2082","Christian Saydee","FWD","Bournemouth",-0.4,0,0,0,0,0,597,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,45,"False",0,4
"2083","Emile Smith Rowe","MID","Arsenal",1.5,0,0,0,0,0,12,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,77762,0,1,2,0,0,-14768,3256,18024,58,"True",0,4
"2084","Rico Henry","DEF","Brentford",3.2,0,0,11,0,27.1,85,0,0,0,0,33,1,0,4.8,16.6,"2022-08-27T14:00:00Z",90,8,0,0,0,0,4,0,135632,0,1,1,4,2,4389,24459,20070,45,"True",0,4
"2085","Matt Turner","GK","Arsenal",1,0,0,0,0,0,24,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,69615,0,1,2,0,0,-6448,2566,9014,39,"True",0,4
"2087","Halil Dervişoğlu","FWD","Brentford",1,0,0,0,0,0,541,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,259686,0,1,1,0,0,-20319,23957,44276,45,"True",0,4
"2089","Sergi Canós Tenés","DEF","Brentford",0,0,0,0,0,0,82,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,1170,0,1,1,0,0,-133,129,262,50,"True",0,4
"2094","Harvey Elliott","MID","Liverpool",4.7,0,0,32,0,17.8,294,0,0,0,0,36,0,1,7.1,39.8,"2022-08-27T14:00:00Z",45,3,0,0,0,0,4,0,42458,0,0,9,13,6,3675,12544,8869,50,"True",0,4
"2098","Yan Valery","DEF","Southampton",-0.5,0,0,0,0,0,414,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,14,0,0,0,0,4,0,82239,0,1,0,0,0,-3902,3754,7656,40,"True",0,4
"2101","Phil Jones","DEF","Man Utd",0.5,0,0,0,0,0,328,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,32753,0,1,0,0,0,-2338,1385,3723,40,"False",0,4
"2103","Emiliano Marcondes","MID","Bournemouth",-1.3,0,0,3,0,0,63,0,0,0,0,36,1,0,0.1,1.2,"2022-08-27T14:00:00Z",8,12,0,0,0,0,4,0,1737,0,0,9,0,1,-198,40,238,49,"False",0,4
"2106","Joe Lolley","MID","Nott'm Forest",0,0,0,0,0,0,384,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,2521,0,2,0,0,0,-1084,0,1084,49,"True",0,4
"2107","Yoane Wissa","MID","Brentford",2.2,0,0,-4,0,0.1,89,0,0,0,0,33,1,0,0.4,0,"2022-08-27T14:00:00Z",68,8,0,0,0,0,4,0,17022,0,1,1,8,1,883,3468,2585,54,"True",1,4
"2108","Harry Arter","MID","Nott'm Forest",-1,0,0,0,0,0,378,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,24811,0,2,0,0,0,1233,6011,4778,44,"True",0,4
"2114","Marcus Forss","FWD","Brentford",0,0,0,0,0,0,97,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,11140,0,1,1,0,0,-1382,0,1382,45,"True",0,4
"2117","Stefan Bajcetic","MID","Liverpool",1.7,0,0,6,0,1.6,564,0,0,0,0,36,0,0,0.5,3.8,"2022-08-27T14:00:00Z",20,3,0,0,0,0,4,0,722,0,0,9,0,1,-65,84,149,45,"True",0,4
"2128","Lewis O'Brien","MID","Nott'm Forest",0.8,0,0,12,0,15.8,524,0,0,0,0,38,1,0,3.4,8.8,"2022-08-28T15:30:00Z",74,18,0,0,0,0,4,0,5641,0,2,0,9,1,-803,323,1126,50,"True",1,4
"2129","Gabriel Martinelli Silva","MID","Arsenal",7,0,0,20,0,59,19,0,0,0,0,31,1,0,18.6,25.8,"2022-08-27T16:30:00Z",90,9,0,0,0,0,4,0,4084833,0,1,2,101,2,243247,372203,128956,64,"True",0,4
"2131","Charlie Goode","DEF","Brentford",0,0,0,0,0,0,96,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,59564,0,1,1,0,0,-2802,3200,6002,40,"True",0,4
"2133","Neco Williams","DEF","Nott'm Forest",1.2,0,0,13,0,14.7,295,0,0,0,0,38,2,0,5.1,14.2,"2022-08-28T15:30:00Z",90,18,0,0,0,0,4,0,2777551,0,2,0,22,1,24698,169456,144758,41,"True",0,4
"2147","Omar Richards","DEF","Nott'm Forest",0,0,0,0,0,0,511,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,720,0,2,0,0,0,-83,19,102,45,"True",0,4
"2148","David De Gea Quintana","GK","Man Utd",3.7,0,1,29,1,0,327,0,0,0,0,39,0,0,3.5,34.8,"2022-08-27T11:30:00Z",90,17,0,0,0,0,4,4,509413,0,1,0,0,8,-14894,28718,43612,49,"False",0,4
"2150","Curtis Jones","MID","Liverpool",0,0,0,0,0,0,291,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,671,0,0,9,0,0,-90,15,105,49,"True",0,4
"2153","Luke Shaw","DEF","Man Utd",0.3,0,0,0,0,0,332,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,60003,0,1,0,0,0,-11746,1558,13304,48,"False",0,4
"2156","Cédric Alves Soares","DEF","Arsenal",1,0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,18825,0,1,2,0,0,-2988,577,3565,43,"True",0,4
"2157","Albert Sambi Lokonga","MID","Arsenal",1.5,0,0,0,0,0,18,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,24708,0,1,2,0,0,-2096,3152,5248,44,"True",0,4
"2159","Brice Samba","GK","Nott'm Forest",0,0,0,0,0,0,382,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,231,0,2,0,0,0,-11,0,11,45,"True",0,4
"2165","Kieran Tierney","DEF","Arsenal",2.2,0,0,11,0,15.8,8,0,0,0,0,31,1,0,3.5,11.6,"2022-08-27T16:30:00Z",60,9,0,0,0,0,4,0,85062,0,1,2,8,2,-14113,2409,16522,49,"True",0,4
"2170","Nicolas Pépé","MID","Arsenal",0,0,0,0,0,0,9,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,22655,0,1,2,0,0,-6427,889,7316,53,"True",0,4
"2178","Aaron Wan-Bissaka","DEF","Man Utd",0.7,0,0,0,0,0,341,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,27173,0,1,0,0,0,-3156,1035,4191,44,"False",0,4
"2179","Dominic Thompson","DEF","Brentford",0,0,0,0,0,0,98,0,0,0,0,33,0,0,0,0,"2022-08-27T14:00:00Z",0,8,0,0,0,0,4,0,3131,0,1,1,0,0,-302,0,302,40,"True",0,4
"2180","James Garner","MID","Man Utd",0.5,0,0,0,0,0,570,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,1950,0,1,0,0,0,-170,286,456,45,"False",0,4
"2187","Lucas Torreira di Pascua","MID","Arsenal",0,0,0,0,0,0,22,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,18037,0,1,2,0,0,-5145,0,5145,45,"True",0,4
"2191","Siriki Dembélé","MID","Bournemouth",-1.5,0,0,0,0,0,74,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,8628,0,0,9,0,0,-1146,225,1371,49,"False",0,4
"2192","Christian Nørgaard","MID","Brentford",3.8,0,0,13,0,12.3,79,0,0,0,0,33,1,0,7.9,18,"2022-08-27T14:00:00Z",68,8,0,0,0,0,4,0,39922,0,1,1,49,2,8224,12550,4326,55,"True",0,4
"2195","Pablo Marí Villar","DEF","Arsenal",0,0,0,0,0,0,20,0,0,0,0,31,0,0,0,0,"2022-08-27T16:30:00Z",0,9,0,0,0,0,4,0,2639,0,1,2,0,0,-550,0,550,45,"True",0,4
"2196","Scott McKenna","DEF","Nott'm Forest",1,0,0,17,0,26.3,385,0,0,0,0,38,2,0,5.7,28.8,"2022-08-28T15:30:00Z",90,18,0,0,0,0,4,0,12085,0,2,0,2,0,-641,534,1175,45,"True",1,4
"2198","Tom Heaton","GK","Man Utd",0.5,0,0,0,0,0,348,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,46247,0,1,0,0,0,-1377,999,2376,40,"False",0,4
"2201","Rhys Williams","DEF","Liverpool",0,0,0,0,0,0,498,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,832,0,0,9,0,0,-76,0,76,40,"True",0,4
"2205","Andrew Robertson","DEF","Liverpool",4.7,1,0,31,1,19.2,284,0,0,0,0,36,0,0,4.4,19,"2022-08-27T14:00:00Z",68,3,0,0,0,0,4,0,798237,0,0,9,6,9,-105823,38749,144572,69,"True",0,4
"2210","Will Dennis","GK","Bournemouth",-1.5,0,0,0,0,0,77,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,60488,0,0,9,0,0,-1943,1503,3446,40,"False",0,4
"2212","Gabriel Fernando de Jesus","FWD","Arsenal",7.5,0,0,0,0,27.6,28,0,0,0,0,31,1,0,11.5,8.2,"2022-08-27T16:30:00Z",88,9,0,0,0,0,4,0,7962228,0,1,2,79,1,237640,268237,30597,82,"True",1,4
"2216","Diogo Dalot Teixeira","DEF","Man Utd",3.7,1,3,35,1,29.8,342,0,0,0,0,39,0,0,8.1,46.8,"2022-08-27T11:30:00Z",90,17,0,0,0,0,4,0,243300,0,1,0,4,11,-18642,17306,35948,44,"False",1,4
"2217","Brandon Williams","DEF","Man Utd",0.5,0,0,0,0,0,343,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,178815,0,1,0,0,0,-16362,3120,19482,40,"False",0,4
"2218","Tino Livramento","DEF","Southampton",0,0,0,0,0,0,419,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,14,0,0,0,0,4,0,1473,0,1,0,0,0,-206,75,281,45,"True",0,4
"2219","Alejandro Garnacho","MID","Man Utd",0.7,0,0,0,0,0,569,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,11570,0,1,0,0,0,-1730,1336,3066,45,"False",0,4
"2220","Mohamed Dräger","DEF","Nott'm Forest",0,0,0,0,0,0,386,0,0,0,0,38,0,0,0,0,"2022-08-28T15:30:00Z",0,18,0,0,0,0,4,0,13643,0,2,0,0,0,-1709,0,1709,40,"True",0,4
"2225","Mikkel Damsgaard","MID","Brentford",0.3,0,0,3,0,1.8,580,0,0,0,0,33,0,0,0.2,0.2,"2022-08-27T14:00:00Z",12,8,0,0,0,0,4,0,12157,0,1,1,0,1,-2895,1994,4889,55,"True",0,4
"2237","David Brooks","MID","Bournemouth",0,0,0,0,0,0,60,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,12,0,0,0,0,4,0,1872,0,0,9,0,0,-385,76,461,54,"False",0,4
"2239","Caoimhin Kelleher","GK","Liverpool",0,0,0,0,0,0,289,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,18305,0,0,9,0,0,-821,230,1051,40,"True",0,4
"2240","Adrián San Miguel del Castillo","GK","Liverpool",1.5,0,0,0,0,0,497,0,0,0,0,36,0,0,0,0,"2022-08-27T14:00:00Z",0,3,0,0,0,0,4,0,73858,0,0,9,0,0,-1883,2764,4647,40,"True",0,4
"2247","James Ward-Prowse","MID","Southampton",4.5,0,0,19,0,67.8,407,0,0,0,0,39,1,0,9.4,24.2,"2022-08-27T11:30:00Z",90,14,0,0,0,0,4,0,965151,0,1,0,2,2,-32033,57187,89220,65,"True",0,4
"2250","Harry Maguire","DEF","Man Utd",0.3,0,0,0,0,0,330,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,54300,0,1,0,0,0,-10759,1867,12626,48,"False",0,4
"2251","Donny van de Beek","MID","Man Utd",1.3,0,0,0,0,0,336,0,0,0,0,39,0,0,0,0,"2022-08-27T11:30:00Z",0,17,0,0,0,0,4,0,31464,0,1,0,0,0,-7140,882,8022,53,"False",0,4
