"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","expected_assists","expected_goal_involvements","expected_goals","expected_goals_conceded","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","starts","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"1","Nathan Redmond","MID","Southampton",1.5,0,0,3,0,0,403,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",1,18,0,0,0,0,1,0,5871,0,1,4,0,1,0,0,0,55,"False",0,1
"2","Junior Stanislas","MID","Bournemouth",1.1,0,0,3,0,0,58,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",1,2,0,0,0,0,1,0,9491,0,0,2,0,1,0,0,0,50,"True",0,1
"6","Brennan Johnson","FWD","Nott'm Forest",1.3,0,0,3,0,0.9,394,0,0,0,0,7,2,0,0.6,0,"2022-08-06T14:00:00Z",90,15,0,0,0,0,1,0,171887,0,0,2,6,2,0,0,0,60,"False",0,1
"8","Oliver Hammond","MID","Nott'm Forest",0.5,0,0,0,0,0,553,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,3300,0,0,2,0,0,0,0,0,45,"False",0,1
"10","Fin Stevens","DEF","Brentford",1,0,0,0,0,0,540,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,15679,0,2,2,0,0,0,0,0,40,"False",0,1
"15","Alisson Ramses Becker","GK","Liverpool",5.5,0,0,11,0,0,281,0,0,0,0,4,2,0,0.8,8.2,"2022-08-06T11:30:00Z",90,9,0,0,0,0,1,1,1567712,0,2,2,0,1,0,0,0,55,"False",0,1
"16","Che Adams","FWD","Southampton",1.5,0,0,0,0,0,411,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,61566,0,1,4,0,0,0,0,0,65,"False",0,1
"19","Nathaniel Phillips","DEF","Liverpool",2.5,0,0,0,0,0,501,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,19157,0,2,2,0,0,0,0,0,40,"False",0,1
"20","Loïc Mbe Soh","DEF","Nott'm Forest",1.4,0,0,0,0,0,393,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,3761,0,0,2,0,0,0,0,0,45,"False",0,1
"24","Carlos Ribeiro Dias","MID","Nott'm Forest",0.5,0,0,0,0,0,383,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,42723,0,0,2,0,0,0,0,0,45,"False",0,1
"30","Cristiano Ronaldo dos Santos Aveiro","FWD","Man Utd",4.1,0,0,3,0,11.5,326,0,0,0,0,9,0,0,3.6,4.6,"2022-08-07T13:00:00Z",37,5,0,0,0,0,1,0,352984,0,2,1,20,1,0,0,0,105,"True",0,1
"32","Alex Oxlade-Chamberlain","MID","Liverpool",0,0,0,0,0,0,278,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,1145,0,2,2,0,0,0,0,0,50,"False",0,1
"35","Will Smallbone","MID","Southampton",0,0,0,0,0,0,415,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,2166,0,1,4,0,0,0,0,0,45,"False",0,1
"40","Ibrahima Konaté","DEF","Liverpool",0,0,0,0,0,0,290,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,57031,0,2,2,0,0,0,0,0,50,"False",0,1
"42","Christian Eriksen","MID","Man Utd",2.8,0,0,17,0,42.5,519,0,0,0,0,9,2,0,10.5,28.6,"2022-08-07T13:00:00Z",90,5,0,0,0,0,1,0,361793,0,2,1,34,2,0,0,0,65,"True",0,1
"45","Roméo Lavia","MID","Southampton",0.5,0,0,17,0,4.3,321,0,0,0,0,8,4,0,2.4,12,"2022-08-06T14:00:00Z",90,18,0,0,0,0,1,0,18407,0,1,4,8,2,0,0,0,45,"False",0,1
"46","Kristoffer Ajer","DEF","Brentford",0,0,0,0,0,0,84,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,2520,0,2,2,0,0,0,0,0,45,"False",0,1
"48","Joe Ayodele-Aribo","MID","Southampton",1.5,0,0,5,0,5.2,512,0,0,0,0,8,4,0,3.8,9.4,"2022-08-06T14:00:00Z",90,18,0,0,0,0,1,0,50924,0,1,4,23,2,0,0,0,55,"False",0,1
"49","Orel Mangala","MID","Nott'm Forest",1.1,0,0,3,0,0.2,536,0,0,0,0,7,1,0,0.3,2.6,"2022-08-06T14:00:00Z",15,15,0,0,0,0,1,0,3088,0,0,2,0,1,0,0,0,50,"False",0,1
"55","Stuart Armstrong","MID","Southampton",1.1,0,0,0,0,2.6,405,0,0,0,0,8,2,0,0.6,3.4,"2022-08-06T14:00:00Z",45,18,0,0,0,0,1,0,9352,0,1,4,0,1,0,0,0,50,"False",0,1
"56","Oriol Romeu Vidal","MID","Southampton",1.1,0,0,9,0,3.8,402,0,0,0,0,8,4,0,1.2,6.2,"2022-08-06T14:00:00Z",74,18,0,0,0,0,1,0,10319,0,1,4,2,2,0,0,0,50,"False",0,1
"65","Diogo Teixeira da Silva","FWD","Liverpool",0,0,0,0,0,0,288,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,55789,0,2,2,0,0,0,0,0,90,"False",0,1
"69","Mohammed Salisu","DEF","Southampton",1.4,0,0,7,0,17,420,0,0,0,0,8,4,0,3.9,16,"2022-08-06T14:00:00Z",90,18,1,0,0,0,1,0,14247,0,1,4,6,-2,0,0,0,45,"False",0,1
"70","Frederico Rodrigues de Paula Santos","MID","Man Utd",2.5,0,0,6,0,3.1,331,0,0,0,0,9,2,0,0.5,1,"2022-08-07T13:00:00Z",52,5,0,0,0,0,1,0,83919,0,2,1,1,1,0,0,0,55,"True",0,1
"76","Lewis Cook","MID","Bournemouth",1.1,0,0,4,0,0.3,67,0,0,0,0,2,0,0,0.8,7.2,"2022-08-06T14:00:00Z",18,2,0,0,0,0,1,0,4802,0,0,2,0,1,0,0,0,50,"True",0,1
"79","Calvin Ramsay","DEF","Liverpool",2.5,0,0,0,0,0,298,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,19927,0,2,2,0,0,0,0,0,40,"False",0,1
"80","Steve Cook","DEF","Nott'm Forest",1.4,0,0,0,0,0,379,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,14958,0,0,2,0,0,0,0,0,45,"False",0,1
"82","Sékou Mara","FWD","Southampton",1,0,0,0,0,0,528,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,7535,0,1,4,0,0,0,0,0,55,"False",0,1
"83","Scott McTominay","MID","Man Utd",2.1,0,0,1,0,2.1,338,0,0,0,0,9,2,0,2.7,0,"2022-08-07T13:00:00Z",77,5,0,0,0,0,1,0,22964,0,2,1,26,1,0,0,0,50,"True",1,1
"84","Xande Nascimento da Costa Silva","MID","Nott'm Forest",0,0,0,0,0,0,390,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,1985,0,0,2,0,0,0,0,0,50,"False",0,1
"85","Dean Henderson","GK","Nott'm Forest",1.7,0,0,26,0,0,398,0,0,0,0,7,2,0,4.8,48,"2022-08-06T14:00:00Z",90,15,0,0,0,0,1,7,434219,0,0,2,0,3,0,0,0,45,"False",0,1
"86","Jack Stacey","DEF","Bournemouth",1.4,0,0,0,0,0,65,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",0,2,0,0,0,0,1,0,4613,0,0,2,0,0,0,0,0,45,"True",0,1
"90","Armel Bella-Kotchap","DEF","Southampton",1.4,0,0,0,0,0,423,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,5917,0,1,4,0,0,0,0,0,45,"False",0,1
"91","Ainsley Maitland-Niles","MID","Arsenal",2.1,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,4894,0,2,0,0,0,0,0,0,50,"False",0,1
"92","James Milner","MID","Liverpool",2.5,0,0,1,0,4.7,274,0,0,0,0,4,1,0,1.6,3.2,"2022-08-06T11:30:00Z",31,9,0,0,0,0,1,0,62173,0,2,2,8,1,0,0,0,45,"False",0,1
"93","Keane Lewis-Potter","MID","Brentford",2,0,0,3,0,0.2,515,0,0,0,0,6,0,0,0.7,5.2,"2022-08-07T13:00:00Z",31,10,0,0,0,0,1,0,9624,0,2,2,2,1,0,0,0,55,"False",0,1
"95","Sepp van den Berg","DEF","Liverpool",2.5,0,0,0,0,0,500,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,19524,0,2,2,0,0,0,0,0,40,"False",0,1
"99","Ben Mee","DEF","Brentford",1.9,0,0,9,0,1.4,526,0,0,0,0,6,2,0,0.9,7.8,"2022-08-07T13:00:00Z",58,10,0,0,0,0,1,0,26294,0,2,2,0,0,0,0,0,45,"False",0,1
"100","Marcus Oliveira Alencar","MID","Arsenal",2.1,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,8331,0,2,0,0,0,0,0,0,50,"False",0,1
"103","Bruno Borges Fernandes","MID","Man Utd",3.7,0,0,14,0,35,333,0,0,0,0,9,2,0,5.4,10.8,"2022-08-07T13:00:00Z",89,5,0,0,0,0,1,0,266667,0,2,1,8,2,0,0,0,100,"True",0,1
"106","Mark Travers","GK","Bournemouth",1.7,0,0,24,1,0,72,0,0,0,0,2,0,0,1.5,14.6,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,2,24837,0,0,2,0,6,0,0,0,45,"True",0,1
"107","Jordan Zemura","DEF","Bournemouth",1.4,0,0,25,1,10.7,76,0,0,0,0,2,0,0,3.4,21.6,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,9212,0,0,2,2,6,0,0,0,45,"True",0,1
"108","Rob Holding","DEF","Arsenal",2.4,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,14331,0,2,0,0,0,0,0,0,45,"False",0,1
"109","Ivan Toney","FWD","Brentford",2.2,0,2,26,0,25.8,80,0,0,0,0,6,2,1,8.8,39,"2022-08-07T13:00:00Z",90,10,0,0,0,0,1,0,438961,0,2,2,23,8,0,0,0,70,"False",0,1
"110","Pontus Jansson","DEF","Brentford",1.9,0,0,17,0,0.5,78,0,0,0,0,6,2,0,1.9,18.2,"2022-08-07T13:00:00Z",90,10,0,0,0,0,1,0,186616,0,2,2,0,1,0,0,0,45,"False",0,1
"113","Fábio Ferreira Vieira","MID","Arsenal",2,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,15311,0,2,0,0,0,0,0,0,60,"False",0,1
"114","Ryan Fredericks","DEF","Bournemouth",0,0,0,0,0,0,59,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",0,2,0,0,0,0,1,0,3897,0,0,2,0,0,0,0,0,45,"True",0,1
"119","Taiwo Awoniyi","FWD","Nott'm Forest",1.3,0,0,6,0,0.4,397,0,0,0,0,7,1,0,0.4,3.2,"2022-08-06T14:00:00Z",27,15,0,0,0,0,1,0,91393,0,0,2,0,1,0,0,0,60,"False",0,1
"123","Moussa Djenepo","MID","Southampton",1.1,1,0,16,0,12.2,418,0,0,0,0,8,4,0,4.7,22.6,"2022-08-06T14:00:00Z",71,18,0,0,0,0,1,0,2795,0,1,4,12,5,0,0,0,50,"False",0,1
"125","Mads Bidstrup","MID","Brentford",0,0,0,0,0,0,99,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,237,0,2,2,0,0,0,0,0,45,"False",0,1
"126","Ryan Christie","MID","Bournemouth",1.5,0,0,1,0,0.3,69,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",4,2,0,0,0,0,1,0,6183,0,0,2,0,1,0,0,0,55,"True",0,1
"132","Raphaël Varane","DEF","Man Utd",2.8,0,0,0,0,0,329,0,0,0,0,9,0,0,0,0,"2022-08-07T13:00:00Z",0,5,0,0,0,0,1,0,160718,0,2,1,0,0,0,0,0,50,"True",0,1
"137","Dominic Solanke","FWD","Bournemouth",1.3,0,0,2,1,0.6,66,0,0,0,0,2,0,0,4.8,4.4,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,102656,0,0,2,43,2,0,0,0,60,"True",0,1
"138","Vitaly Janelt","MID","Brentford",2,0,0,14,0,23.7,86,0,0,0,0,6,2,0,4.1,15.2,"2022-08-07T13:00:00Z",90,10,0,0,0,0,1,0,4785,0,2,2,2,2,0,0,0,55,"False",0,1
"142","Eric Bailly","DEF","Man Utd",1.5,0,0,0,0,0,339,0,0,0,0,9,0,0,0,0,"2022-08-07T13:00:00Z",0,5,0,0,0,0,1,0,140241,0,2,1,0,0,0,0,0,40,"True",0,1
"151","David Raya Martin","GK","Brentford",2.2,0,0,15,0,0,81,0,0,0,0,6,2,0,2,19.8,"2022-08-07T13:00:00Z",90,10,0,0,0,0,1,3,495719,0,2,2,0,2,0,0,0,45,"False",0,1
"153","Aaron Hickey","DEF","Brentford",2.3,0,0,8,0,2.2,510,0,0,0,0,6,2,0,0.4,1.8,"2022-08-07T13:00:00Z",83,10,0,0,0,0,1,0,25558,0,2,2,0,1,0,0,0,50,"False",0,1
"161","Jack Stephens","DEF","Southampton",1.4,0,0,5,0,2.5,404,0,0,0,0,8,2,0,1.5,12.2,"2022-08-06T14:00:00Z",45,18,0,0,0,0,1,0,4265,0,1,4,0,0,0,0,0,45,"False",0,1
"171","Anthony Martial","FWD","Man Utd",0,0,0,0,0,0,345,0,0,0,0,9,0,0,0,0,"2022-08-07T13:00:00Z",0,5,0,0,0,0,1,0,186351,0,2,1,0,0,0,0,0,70,"True",0,1
"172","Ben Davies","DEF","Liverpool",0,0,0,0,0,0,499,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,1014,0,2,2,0,0,0,0,0,40,"False",0,1
"173","Jan Bednarek","DEF","Southampton",1.4,0,0,18,0,21,410,0,0,0,0,8,4,0,4,14.6,"2022-08-06T14:00:00Z",90,18,0,0,0,0,1,0,42818,0,1,4,4,0,0,0,0,45,"False",0,1
"174","Bryan Mbeumo","FWD","Brentford",1.8,0,0,13,0,15.8,95,0,0,0,0,6,2,0,5.1,11.8,"2022-08-07T13:00:00Z",90,10,0,0,0,0,1,0,219038,0,2,2,23,2,0,0,0,60,"False",0,1
"175","Naby Keita","MID","Liverpool",2.3,0,0,0,0,0,287,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,8632,0,2,2,0,0,0,0,0,50,"False",0,1
"177","Amad Diallo","MID","Man Utd",1.5,0,0,0,0,0,550,0,0,0,0,9,0,0,0,0,"2022-08-07T13:00:00Z",0,5,0,0,0,0,1,0,12198,0,2,1,0,0,0,0,0,45,"True",0,1
"179","Marcus Rashford","MID","Man Utd",2.8,0,0,-1,0,13,335,0,0,0,0,9,2,0,5,1.8,"2022-08-07T13:00:00Z",90,5,0,0,0,0,1,0,964460,0,2,1,35,2,0,0,0,65,"True",0,1
"181","Mateusz Lis","GK","Southampton",0.5,0,0,0,0,0,421,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,27219,0,1,4,0,0,0,0,0,40,"False",0,1
"182","Takehiro Tomiyasu","DEF","Arsenal",1.8,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,172673,0,2,0,0,0,0,0,0,45,"False",0,1
"186","Shandon Baptiste","MID","Brentford",1,0,0,5,0,0.3,94,0,0,0,0,6,0,0,0.5,4.2,"2022-08-07T13:00:00Z",17,10,0,0,0,0,1,0,26794,0,2,2,0,1,0,0,0,45,"False",0,1
"188","Bukayo Saka","MID","Arsenal",3.2,1,0,10,1,7.6,13,0,0,0,0,1,0,0,4.5,1.8,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,0,1772492,0,2,0,36,6,0,0,0,80,"False",0,1
"189","Lloyd Kelly","DEF","Bournemouth",1.4,1,3,40,1,14.1,73,0,0,0,0,2,0,0,6.6,49.6,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,8029,0,0,2,2,12,0,0,0,45,"True",0,1
"190","Trent Alexander-Arnold","DEF","Liverpool",5.5,0,0,13,0,20.9,285,0,0,0,0,4,2,0,3.5,12.2,"2022-08-06T11:30:00Z",90,9,0,0,0,0,1,0,4694983,0,2,2,2,1,0,0,0,75,"False",0,1
"192","Mohamed Salah","MID","Liverpool",5.5,1,2,34,0,20,283,0,0,0,0,4,2,1,8.5,39.6,"2022-08-06T11:30:00Z",90,9,0,0,0,0,1,0,4848340,0,2,2,25,12,0,0,0,130,"False",0,1
"194","Thomas Partey","MID","Arsenal",2.1,0,0,17,1,12.9,6,0,0,0,0,1,0,0,4.6,22.6,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,0,39617,0,2,0,10,3,0,0,0,50,"False",0,1
"195","Gavin Bazunu","GK","Southampton",1.7,0,0,20,0,0,422,0,0,0,0,8,4,0,3.4,33.6,"2022-08-06T14:00:00Z",90,18,0,0,0,0,1,5,57701,0,1,4,0,1,0,0,0,45,"False",0,1
"198","Lyanco Silveira Neves Vojnovic","DEF","Southampton",1.4,0,0,0,0,0,413,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,3550,0,1,4,0,0,0,0,0,45,"False",0,1
"199","Thomas Strakosha","GK","Brentford",2.2,0,0,0,0,0,517,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,18356,0,2,2,0,0,0,0,0,45,"False",0,1
"203","Giulian Biancone","DEF","Nott'm Forest",1.4,0,0,0,0,0,399,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,6448,0,0,2,0,0,0,0,0,45,"False",0,1
"205","William Saliba","DEF","Arsenal",2.4,0,2,30,1,0.1,26,0,0,0,0,1,0,0,2.2,22.2,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,0,163701,0,2,0,0,8,0,0,0,45,"False",0,1
"212","Aaron Ramsdale","GK","Arsenal",3.6,0,0,25,1,0,15,0,0,0,0,1,0,0,1.9,19,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,2,1128297,0,2,0,0,6,0,0,0,50,"False",0,1
"218","Harry Toffolo","DEF","Nott'm Forest",1.4,0,0,11,0,1.7,523,0,0,0,0,7,2,0,1,8.6,"2022-08-06T14:00:00Z",90,15,0,0,0,0,1,0,7659,0,0,2,0,1,0,0,0,45,"False",0,1
"219","Jefferson Lerma Solís","MID","Bournemouth",1.1,0,2,30,1,0.2,64,0,0,0,0,2,0,1,5.9,42,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,3496,0,0,2,17,10,0,0,0,50,"True",0,1
"221","Chris Mepham","DEF","Bournemouth",1.4,0,1,29,1,0.1,71,0,0,0,0,2,0,0,3.7,37,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,4990,0,0,2,0,7,0,0,0,45,"True",0,1
"222","Willy Caballero","GK","Southampton",0.5,0,0,0,0,0,424,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,104292,0,1,4,0,0,0,0,0,40,"False",0,1
"223","Alex Mighten","MID","Nott'm Forest",1.1,0,0,1,0,0.3,395,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",7,15,0,0,0,0,1,0,2367,0,0,2,0,1,0,0,0,50,"False",0,1
"226","Josh Dasilva","MID","Brentford",1,0,0,20,0,1.4,83,0,0,0,0,6,0,1,4.7,38.6,"2022-08-07T13:00:00Z",31,10,0,0,0,0,1,0,84191,0,2,2,7,6,0,0,0,45,"False",0,1
"227","Roberto Firmino","FWD","Liverpool",4.1,0,0,4,0,4.2,279,0,0,0,0,4,1,0,1.8,7.4,"2022-08-06T11:30:00Z",50,9,0,0,0,0,1,0,109701,0,2,2,6,1,0,0,0,80,"False",0,1
"228","Thiago Alcántara do Nascimento","MID","Liverpool",3.5,0,0,8,0,16.8,277,0,0,0,0,4,1,0,2.3,6.4,"2022-08-06T11:30:00Z",50,9,0,0,0,0,1,0,175766,0,2,2,0,1,0,0,0,55,"False",0,1
"232","Moussa Niakhaté","DEF","Nott'm Forest",1.4,0,0,10,0,0.3,507,0,0,0,0,7,2,0,1.7,16.8,"2022-08-06T14:00:00Z",82,15,0,0,0,0,1,0,12386,0,0,2,0,1,0,0,0,45,"False",0,1
"234","Kyle Walker-Peters","DEF","Southampton",1.4,0,0,10,0,4.2,409,0,0,0,0,8,4,0,2.8,20.2,"2022-08-06T14:00:00Z",90,18,0,0,0,0,1,0,98712,0,1,4,4,0,0,0,0,45,"False",0,1
"235","Joe Rothwell","MID","Bournemouth",0,0,0,0,0,0,505,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",0,2,0,0,0,0,1,0,778,0,0,2,0,0,0,0,0,50,"True",0,1
"236","Nuno Varela Tavares","DEF","Arsenal",0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,"2022-08-05T19:00:00Z",0,7,0,0,0,0,1,0,2728,0,2,0,0,0,0,0,0,45,"False",0,1
"239","Saman Ghoddos","MID","Brentford",1.6,0,0,0,0,0,87,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,1698,0,2,2,0,0,0,0,0,50,"False",0,1
"246","Ben Pearson","MID","Bournemouth",0.5,0,0,3,1,1.3,68,0,0,0,0,2,0,0,0.6,4.2,"2022-08-06T14:00:00Z",71,2,0,0,0,0,1,0,14038,0,0,2,0,2,0,0,0,45,"True",1,1
"247","Joel Matip","DEF","Liverpool",4.5,0,0,19,0,1.8,276,0,0,0,0,4,2,0,3.2,30.4,"2022-08-06T11:30:00Z",90,9,0,0,0,0,1,0,211558,0,2,2,0,1,0,0,0,60,"False",0,1
"250","Fabio Henrique Tavares","MID","Liverpool",3.5,0,0,12,0,4.3,282,0,0,0,0,4,1,0,1.6,9.8,"2022-08-06T11:30:00Z",58,9,0,0,0,0,1,0,79661,0,2,2,2,1,0,0,0,55,"False",0,1
"256","Mads Roerslev Rasmussen","DEF","Brentford",1.9,0,0,0,0,0,90,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,3702,0,2,2,0,0,0,0,0,45,"False",0,1
"259","Mads Bech Sørensen","DEF","Brentford",1.9,0,0,3,0,0,91,0,0,0,0,6,0,0,0.2,2.4,"2022-08-07T13:00:00Z",6,10,0,0,0,0,1,0,4623,0,2,2,0,1,0,0,0,45,"False",0,1
"261","Granit Xhaka","MID","Arsenal",2.1,0,0,12,1,15,3,0,0,0,0,1,0,0,3.4,16.6,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,0,48303,0,2,0,2,2,0,0,0,50,"False",1,1
"262","Lisandro Martínez","DEF","Man Utd",2.4,0,0,16,0,1.6,533,0,0,0,0,9,2,0,6.6,27.2,"2022-08-07T13:00:00Z",90,5,0,0,0,0,1,0,248752,0,2,1,37,0,0,0,0,45,"True",1,1
"267","Mohamed Elyounoussi","MID","Southampton",1.5,0,0,0,0,0,406,0,0,0,0,8,0,0,0,0,"2022-08-06T14:00:00Z",0,18,0,0,0,0,1,0,8321,0,1,4,0,0,0,0,0,55,"False",0,1
"268","Frank Onyeka","MID","Brentford",1.6,0,0,0,0,0,93,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,2931,0,2,2,0,0,0,0,0,50,"False",0,1
"269","Zidane Iqbal","MID","Man Utd",1.5,0,0,0,0,0,551,0,0,0,0,9,0,0,0,0,"2022-08-07T13:00:00Z",0,5,0,0,0,0,1,0,14621,0,2,1,0,0,0,0,0,45,"True",0,1
"276","Luke Chambers","DEF","Liverpool",2.5,0,0,0,0,0,563,0,0,0,0,4,0,0,0,0,"2022-08-06T11:30:00Z",0,9,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,40,"False",0,1
"278","Ibrahima Diallo","MID","Southampton",0.5,0,0,1,0,2.3,416,0,0,0,0,8,0,0,1.4,1.6,"2022-08-06T14:00:00Z",15,18,0,0,0,0,1,0,65020,0,1,4,10,1,0,0,0,45,"False",0,1
"279","Adam Armstrong","FWD","Southampton",1,0,0,0,0,0.8,408,0,0,0,0,8,2,0,0,0,"2022-08-06T14:00:00Z",45,18,0,0,0,0,1,0,58462,0,1,4,1,1,0,0,0,55,"False",0,1
"280","Joe Worrall","DEF","Nott'm Forest",1.4,0,0,9,0,0.4,388,0,0,0,0,7,2,0,1.6,16,"2022-08-06T14:00:00Z",90,15,0,0,0,0,1,0,10564,0,0,2,0,0,0,0,0,45,"False",1,1
"284","Wayne Hennessey","GK","Nott'm Forest",0.5,0,0,0,0,0,518,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,204804,0,0,2,0,0,0,0,0,40,"False",0,1
"287","Ellery Balcombe","GK","Brentford",0,0,0,0,0,0,100,0,0,0,0,6,0,0,0,0,"2022-08-07T13:00:00Z",0,10,0,0,0,0,1,0,15896,0,2,2,0,0,0,0,0,40,"False",0,1
"289","Oleksandr Zinchenko","DEF","Arsenal",2.9,1,3,38,1,23.3,313,0,0,0,0,1,0,0,8.4,40,"2022-08-05T19:00:00Z",82,7,0,0,0,0,1,0,1170032,0,2,0,21,12,0,0,0,50,"False",0,1
"293","Richie Laryea","DEF","Nott'm Forest",1.4,0,0,0,0,0,392,0,0,0,0,7,0,0,0,0,"2022-08-06T14:00:00Z",0,15,0,0,0,0,1,0,3740,0,0,2,0,0,0,0,0,45,"False",0,1
"297","James Hill","DEF","Bournemouth",1.4,0,0,0,0,0,539,0,0,0,0,2,0,0,0,0,"2022-08-06T14:00:00Z",0,2,0,0,0,0,1,0,2032,0,0,2,0,0,0,0,0,45,"True",0,1
"298","Adam Smith","DEF","Bournemouth",1.4,0,0,13,1,1.3,57,0,0,0,0,2,0,0,1.2,6.2,"2022-08-06T14:00:00Z",90,2,0,0,0,0,1,0,12696,0,0,2,4,5,0,0,0,45,"True",1,1
"303","Jesse Lingard","MID","Nott'm Forest",1.7,0,0,2,0,18.5,527,0,0,0,0,7,2,0,4.3,6,"2022-08-06T14:00:00Z",90,15,0,0,0,0,1,0,459837,0,0,2,18,2,0,0,0,60,"False",0,1
"306","Sam Surridge","FWD","Nott'm Forest",0.8,0,0,3,0,0.8,391,0,0,0,0,7,1,0,1.4,5.4,"2022-08-06T14:00:00Z",62,15,0,0,0,0,1,0,125873,0,0,2,8,2,0,0,0,50,"False",0,1
"308","Benjamin White","DEF","Arsenal",2.4,0,0,25,1,12,10,0,0,0,0,1,0,0,4.3,31.4,"2022-08-05T19:00:00Z",90,7,0,0,0,0,1,0,533085,0,2,0,0,5,0,0,0,45,"False",1,1
