"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"7460","Neco Williams","DEF","Liverpool",2.3,0,0,0,0,0,264,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,416867,7,0,0,0,-1078,15892,16970,40,"False",0,14
"7463","Ethan Ampadu","DEF","Sheffield Utd",1,0,0,11,0,1.3,509,129,1,0,1.8,16.4,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,31369,1,1,0,2,279,972,693,43,"False",0,14
"7467","Oliver Burke","MID","Sheffield Utd",1.5,0,0,1,0,10.7,424,129,1,0,2.8,5.4,"2020-12-20T12:00:00Z",57,3,0,0,0,0,14,0,163649,1,1,12,0,23044,32200,9156,43,"False",1,14
"7468","Bruno Miguel Borges Fernandes","MID","Man Utd",8.1,1,2,64,0,36.9,302,134,1,2,18.5,94,"2020-12-20T16:30:00Z",70,10,0,0,0,0,14,0,3248370,2,6,54,17,-5647,83501,89148,110,"True",0,14
"7474","Kyle Walker-Peters","DEF","Southampton",2.2,0,0,15,0,18.5,375,136,1,0,4.4,17.8,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,0,1009330,1,0,8,2,-4055,24253,28308,47,"True",0,14
"7477","Joel Matip","DEF","Liverpool",4.5,1,0,35,1,10.4,246,132,0,0,5.7,21.6,"2020-12-19T12:30:00Z",90,6,0,0,0,0,14,0,64564,7,0,25,9,-12640,2180,14820,54,"False",0,14
"7486","James Garner","MID","Man Utd",0,0,0,0,0,0,317,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,3703,2,6,0,0,-56,12,68,44,"True",0,14
"7488","Trent Alexander-Arnold","DEF","Liverpool",3.3,1,0,32,1,28.8,259,132,0,0,6.5,29.2,"2020-12-19T12:30:00Z",90,6,0,0,0,0,14,0,1029122,7,0,7,9,10375,23556,13181,72,"False",0,14
"7491","Sokratis Papastathopoulos","DEF","Arsenal",0,0,0,0,0,0,2,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,4977,1,2,0,0,-42,3,45,48,"False",0,14
"7501","Edward Nketiah","FWD","Arsenal",2.2,0,0,3,0,0.3,22,133,2,0,2.7,0,"2020-12-19T17:30:00Z",75,7,0,0,0,0,14,0,42821,1,2,27,2,440,1769,1329,55,"False",0,14
"7510","Gabriel Teodoro Martinelli Silva","MID","Arsenal",0.2,0,0,2,0,1.8,26,133,0,0,0.9,1.4,"2020-12-19T17:30:00Z",19,7,0,0,0,0,14,0,2439,1,2,6,1,255,340,85,49,"False",0,14
"7511","Roberto Firmino","FWD","Liverpool",7.2,1,3,65,1,11.8,249,132,0,2,13.3,87,"2020-12-19T12:30:00Z",74,6,0,0,0,0,14,0,189554,7,0,34,16,19790,23742,3952,92,"False",0,14
"7522","John Egan","DEF","Sheffield Utd",1.2,0,0,15,0,0.5,353,129,1,0,3.5,32.2,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,186552,1,1,2,2,-6371,438,6809,47,"False",0,14
"7525","Virgil van Dijk","DEF","Liverpool",0,0,0,0,0,0,250,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,559460,7,0,0,0,-5548,138,5686,63,"False",0,14
"7528","Victor Lindelöf","DEF","Man Utd",4.5,0,0,21,0,0.1,308,134,2,1,8.1,48.2,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,115029,2,6,33,7,6930,10880,3950,48,"True",0,14
"7533","Nathaniel Phillips","DEF","Liverpool",1.3,0,0,0,0,0,589,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,59661,7,0,0,0,-4614,2189,6803,40,"False",0,14
"7535","Sadio Mané","MID","Liverpool",4.8,1,0,31,0,11.3,251,132,0,1,10.5,52.2,"2020-12-19T12:30:00Z",56,6,0,0,0,0,14,0,576023,7,0,41,9,-38831,22367,61198,119,"False",0,14
"7539","Josh Sims","MID","Southampton",0,0,0,0,0,0,374,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,9409,1,0,0,0,297,871,574,43,"True",0,14
"7540","Facundo Pellistri","MID","Man Utd",0.5,0,0,0,0,0,575,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,496,2,6,0,0,-10,18,28,52,"True",0,14
"7543","Konstantinos Tsimikas","DEF","Liverpool",0,0,0,0,0,0,242,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,2822,7,0,0,0,-103,21,124,49,"False",0,14
"7544","Nicolas Pépé","MID","Arsenal",1.8,0,1,26,0,4.3,18,133,2,1,6.3,31,"2020-12-19T17:30:00Z",70,7,0,0,0,0,14,0,49800,1,2,28,8,371,1131,760,76,"False",0,14
"7550","William Smallbone","MID","Southampton",-1,0,0,0,0,0,379,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,16287,1,0,0,0,-437,72,509,44,"True",0,14
"7551","Granit Xhaka","MID","Arsenal",0,0,0,0,0,0,9,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,30646,1,2,0,0,-1675,25,1700,52,"False",0,14
"7556","Georginio Wijnaldum","MID","Liverpool",5,0,0,13,1,3.8,243,132,0,0,0.9,5.4,"2020-12-19T12:30:00Z",68,6,0,0,0,0,14,0,128969,7,0,0,3,9600,15623,6023,53,"False",0,14
"7561","Bukayo Saka","MID","Arsenal",2.3,0,0,9,0,13.2,24,133,2,0,6.8,3.8,"2020-12-19T17:30:00Z",90,7,0,0,0,0,14,0,169035,1,2,51,2,-5246,5800,11046,52,"False",0,14
"7562","Mohamed Salah","MID","Liverpool",9.5,1,2,52,0,14.2,254,132,0,2,12.7,86.6,"2020-12-19T12:30:00Z",33,6,0,0,0,0,14,0,2925498,7,0,26,16,264071,280489,16418,124,"False",0,14
"7563","Axel Tuanzebe","DEF","Man Utd",0.5,0,0,0,0,0,307,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,7407,2,6,0,0,-299,193,492,42,"True",0,14
"7565","Luke Freeman","MID","Sheffield Utd",0,0,0,0,0,0,477,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,385,1,1,0,0,-16,11,27,50,"False",0,14
"7574","Willian Borges Da Silva","MID","Arsenal",2.5,0,0,12,0,18.3,478,133,2,0,2.6,4.6,"2020-12-19T17:30:00Z",90,7,0,0,0,0,14,0,265343,1,2,3,2,-15174,1271,16445,76,"False",0,14
"7577","Alisson Ramses Becker","GK","Liverpool",4.5,0,0,26,1,0,252,132,0,0,2.5,25,"2020-12-19T12:30:00Z",90,6,0,0,0,0,14,3,487264,7,0,0,7,7613,13313,5700,59,"False",0,14
"7578","Marcos Rojo","DEF","Man Utd",0,0,0,0,0,0,294,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,4044,2,6,0,0,-58,9,67,48,"True",0,14
"7580","Che Adams","FWD","Southampton",3.3,0,0,-1,0,11.8,377,136,1,0,4.7,2,"2020-12-19T15:00:00Z",81,12,0,0,0,0,14,0,562657,1,0,33,2,11959,49384,37425,60,"True",0,14
"7587","Jack O'Connell","DEF","Sheffield Utd",0,0,0,0,0,0,354,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,10739,1,1,0,0,-234,4,238,48,"False",0,14
"7588","Pablo Marí","DEF","Arsenal",0.5,0,0,0,0,0,10,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,1010,1,2,0,0,-13,87,100,44,"False",0,14
"7594","Caoimhin Kelleher","GK","Liverpool",2.2,0,0,0,0,0,560,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,15667,7,0,0,0,-4233,437,4670,45,"False",0,14
"7599","Emile Smith Rowe","MID","Arsenal",0.5,0,0,0,0,0,23,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,17087,1,2,0,0,-233,333,566,44,"False",0,14
"7608","Jayden Bogle","DEF","Sheffield Utd",1.2,0,0,16,0,0.1,510,129,1,1,5.7,40,"2020-12-20T12:00:00Z",36,3,0,0,0,0,14,0,4742,1,1,17,7,-85,31,116,43,"False",0,14
"7611","Thomas Partey","MID","Arsenal",0,0,0,0,0,0,567,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,28639,1,2,0,0,-3279,83,3362,50,"False",0,14
"7617","Takumi Minamino","MID","Liverpool",3,0,0,25,1,3.8,258,132,0,1,8,35.4,"2020-12-19T12:30:00Z",90,6,0,0,0,0,14,0,10503,7,0,41,8,70,408,338,60,"False",0,14
"7619","Sofiane Boufal","MID","Southampton",0,0,0,0,0,0,372,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,1881,1,0,0,0,-9,6,15,54,"True",0,14
"7622","Alex Nicolao Telles","DEF","Man Utd",2.1,0,0,5,0,28.3,568,134,1,0,5.7,11.6,"2020-12-20T16:30:00Z",30,10,0,0,0,0,14,0,118180,2,6,17,1,-7966,4280,12246,55,"True",0,14
"7625","Jack Robinson","DEF","Sheffield Utd",0.5,0,0,9,0,0.3,352,129,1,0,1.1,10.2,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,9981,1,1,0,2,-240,116,356,43,"False",0,14
"7629","John Lundstram","MID","Sheffield Utd",0.8,0,0,-6,0,15.5,355,129,1,0,2.8,0,"2020-12-20T12:00:00Z",39,3,0,0,0,1,14,0,162383,1,1,13,-2,-8400,445,8845,50,"False",0,14
"7630","Mohamed Naser El Sayed Elneny","MID","Arsenal",1.2,0,0,12,0,2.2,526,133,2,0,1,7.6,"2020-12-19T17:30:00Z",63,7,0,0,0,0,14,0,102019,1,2,0,1,-1450,3560,5010,44,"False",1,14
"7632","John Fleck","MID","Sheffield Utd",2.3,0,0,2,0,0.3,346,129,0,0,0,0,"2020-12-20T12:00:00Z",32,3,0,0,0,0,14,0,9297,1,1,0,1,266,471,205,56,"False",0,14
"7635","Reiss Nelson","MID","Arsenal",0.6,0,0,0,0,0,21,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,3317,1,2,0,0,-88,9,97,52,"False",0,14
"7644","George Baldock","DEF","Sheffield Utd",1.5,0,0,5,0,1,351,129,1,0,0.8,7,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,99444,1,1,0,2,-4601,1015,5616,51,"False",0,14
"7650","Yan Valery","DEF","Southampton",-1,0,0,0,0,0,378,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,4719,1,0,0,0,-51,56,107,47,"True",0,14
"7654","Paul Pogba","MID","Man Utd",3.9,0,0,0,0,0,296,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,107630,2,6,0,0,10392,13874,3482,77,"True",0,14
"7655","Harry Wilson","MID","Liverpool",0,0,0,0,0,0,257,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,2093,7,0,0,0,-22,9,31,51,"False",0,14
"7656","Leighton Clarkson","MID","Liverpool",1,0,0,0,0,0,601,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,225,7,0,0,0,0,33,33,45,"False",0,14
"7657","Lee Grant","GK","Man Utd",0.5,0,0,0,0,0,604,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,2320,2,6,0,0,307,524,217,40,"True",0,14
"7659","Nathan Tella","MID","Southampton",-0.8,0,0,0,0,0.3,524,136,0,0,0,0,"2020-12-19T15:00:00Z",49,12,0,0,0,0,14,0,33682,1,0,0,1,-724,493,1217,44,"True",0,14
"7671","Dean Henderson","GK","Man Utd",1.5,0,0,0,0,0,305,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,113050,2,6,0,0,-1358,256,1614,53,"True",0,14
"7674","Jan Bednarek","DEF","Southampton",3.5,0,0,14,0,1,376,136,1,0,0.9,8,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,0,398669,1,0,0,2,48885,63272,14387,46,"True",0,14
"7675","Danny Ings","FWD","Southampton",1.5,0,0,5,0,0.8,366,136,1,0,3.2,9.6,"2020-12-19T15:00:00Z",40,12,0,0,0,0,14,0,620139,1,0,22,1,-9853,34009,43862,84,"True",0,14
"7696","Angus Gunn","GK","Southampton",0,0,0,0,0,0,371,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,10220,1,0,0,0,-229,522,751,43,"True",0,14
"7698","Matteo Guendouzi","MID","Arsenal",0,0,0,0,0,0,25,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,4977,1,2,0,0,-51,4,55,47,"False",0,14
"7711","Teden Mengi","DEF","Man Utd",0.5,0,0,0,0,0,319,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,75156,2,6,0,0,1219,3793,2574,39,"True",0,14
"7714","Edinson Cavani","FWD","Man Utd",2.9,0,0,0,0,0.4,569,134,1,0,3.3,8.4,"2020-12-20T16:30:00Z",19,10,0,0,0,0,14,0,81511,2,6,24,1,-28653,1161,29814,79,"True",0,14
"7718","Chris Smalling","DEF","Man Utd",0,0,0,0,0,0,292,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,6864,2,6,0,0,-51,5,56,49,"True",0,14
"7723","Diogo Jota","MID","Liverpool",0,0,0,0,0,0,468,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,461182,7,0,0,0,-394272,734,395006,68,"False",0,14
"7725","Ben Osborn","MID","Sheffield Utd",0.2,0,0,3,0,10.3,356,129,1,0,1.3,2.2,"2020-12-20T12:00:00Z",20,3,0,0,0,0,14,0,2073,1,1,0,0,-29,26,55,48,"False",1,14
"7745","Joseph Gomez","DEF","Liverpool",0,0,0,0,0,0,260,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,100323,7,0,0,0,-2600,37,2637,53,"False",0,14
"7746","Lucas Torreira","MID","Arsenal",0,0,0,0,0,0,19,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,6913,1,2,0,0,-48,8,56,47,"False",0,14
"7747","Matt Macey","GK","Arsenal",0.5,0,0,0,0,0,527,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,131830,1,2,0,0,3480,6426,2946,40,"False",0,14
"7750","Ainsley Maitland-Niles","DEF","Arsenal",2,1,1,26,0,22.5,15,133,2,0,5.1,20.6,"2020-12-19T17:30:00Z",90,7,0,0,0,0,14,0,64025,1,2,8,5,-1238,674,1912,46,"False",0,14
"7752","Xherdan Shaqiri","MID","Liverpool",0,0,0,0,0,0,247,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,3927,7,0,0,0,-56,23,79,64,"False",0,14
"7755","Sead Kolasinac","DEF","Arsenal",0.4,0,0,0,0,0,14,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,10374,1,2,0,0,-295,10,305,48,"False",0,14
"7762","Luke Shaw","DEF","Man Utd",2.5,0,0,8,0,38.8,300,134,1,0,4.9,10,"2020-12-20T16:30:00Z",59,10,0,0,0,0,14,0,57939,2,6,0,1,-1687,3012,4699,48,"True",0,14
"7764","Michael Verrips","GK","Sheffield Utd",0,0,0,0,0,0,580,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,24063,1,1,0,0,490,1175,685,40,"False",0,14
"7765","Alex Oxlade-Chamberlain","MID","Liverpool",1.7,1,0,14,0,11.3,248,132,0,0,3,18.6,"2020-12-19T12:30:00Z",15,6,0,0,0,0,14,0,2586,7,0,0,4,192,414,222,63,"False",0,14
"7766","Fraser Forster","GK","Southampton",-1,0,0,0,0,0,523,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,292681,1,0,0,0,1687,6656,4969,40,"True",0,14
"7767","Kean Bryan","DEF","Sheffield Utd",0,0,0,0,0,0,603,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,14221,1,1,0,0,-3168,347,3515,39,"False",0,14
"7774","Daniel James","MID","Man Utd",1.7,0,0,22,0,12.7,311,134,2,1,9.5,40.2,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,17230,2,6,42,6,-178,179,357,62,"True",1,14
"7778","Lys Mousset","FWD","Sheffield Utd",0.5,0,0,0,0,0,359,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,5237,1,1,0,0,94,218,124,58,"False",0,14
"7779","David de Gea","GK","Man Utd",1.9,0,0,10,0,0,291,134,2,0,1.9,18.8,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,1,256997,2,6,0,1,-8051,2207,10258,53,"True",0,14
"7789","Thiago Alcántara do Nascimento","MID","Liverpool",0,0,0,0,0,0,531,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,58896,7,0,0,0,-1734,622,2356,57,"False",0,14
"7795","Chris Basham","DEF","Sheffield Utd",1.3,0,0,10,0,1,345,129,1,0,3.1,28.2,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,58608,1,1,2,1,-1636,960,2596,47,"False",1,14
"7796","Michael Obafemi","FWD","Southampton",-1,0,0,0,0,0,381,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,73096,1,0,0,0,-1318,1210,2528,46,"True",0,14
"7801","Aaron Ramsdale","GK","Sheffield Utd",2,0,0,12,0,0,483,129,1,0,2,20.2,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,3,173530,1,1,0,2,-6437,1604,8041,47,"False",1,14
"7804","Jack Stephens","DEF","Southampton",-1,0,0,0,0,0,367,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,14136,1,0,0,0,-502,103,605,47,"True",0,14
"7807","David McGoldrick","FWD","Sheffield Utd",3.3,1,0,13,1,12.8,344,129,0,0,4.6,22,"2020-12-20T12:00:00Z",69,3,0,0,0,0,14,0,62808,1,1,11,4,16226,18807,2581,52,"False",1,14
"7810","Simon Moore","GK","Sheffield Utd",0,0,0,0,0,0,348,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,8891,1,1,0,0,-160,11,171,43,"False",0,14
"7811","Tahith Chong","MID","Man Utd",0,0,0,0,0,0,316,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,923,2,6,0,0,-14,9,23,45,"True",0,14
"7822","Rhys Williams","DEF","Liverpool",1.3,0,0,0,0,0,594,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,25204,7,0,0,0,17391,18435,1044,40,"False",0,14
"7823","Daniel N'Lundulu","FWD","Southampton",-0.5,0,0,2,0,0.1,590,136,0,0,0,0,"2020-12-19T15:00:00Z",8,12,0,0,0,0,14,0,8771,1,0,0,1,8,1461,1453,45,"True",0,14
"7826","Anthony Martial","FWD","Man Utd",5.5,3,1,46,0,51.3,303,134,2,0,14.2,46,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,275075,2,6,45,12,15661,19209,3548,87,"True",0,14
"7834","Wes Foderingham","GK","Sheffield Utd",0,0,0,0,0,0,350,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,8151,1,1,0,0,-109,28,137,44,"False",0,14
"7845","Gabriel Magalhães","DEF","Arsenal",0,0,0,0,0,0,494,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,661743,1,2,0,0,-193220,2068,195288,50,"False",0,14
"7846","James Milner","MID","Liverpool",0,0,0,0,0,0,241,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,9426,7,0,0,0,-763,16,779,53,"False",0,14
"7847","Enda Stevens","DEF","Sheffield Utd",0.5,0,0,9,0,0.9,347,129,1,0,1.9,14.4,"2020-12-20T12:00:00Z",90,3,0,0,0,0,14,0,91013,1,1,4,2,-2640,318,2958,51,"False",0,14
"7848","Fabio Henrique Tavares","MID","Liverpool",3.8,0,0,20,1,0.8,253,132,0,0,2.9,28.2,"2020-12-19T12:30:00Z",90,6,0,0,0,0,14,0,77333,7,0,0,3,1559,3996,2437,54,"False",0,14
"7849","Nathan Redmond","MID","Southampton",0.5,0,0,7,0,3.4,365,136,0,0,2.1,8.6,"2020-12-19T15:00:00Z",31,12,0,0,0,0,14,0,15891,1,0,9,1,262,1128,866,64,"True",0,14
"7855","Mason Greenwood","MID","Man Utd",3.1,0,0,0,0,0,315,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,184641,2,6,0,0,-27,7602,7629,71,"True",0,14
"7856","Aaron Wan-Bissaka","DEF","Man Utd",2.7,0,0,11,0,0.4,313,134,2,0,3.5,34.8,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,650952,2,6,0,1,-11740,11590,23330,54,"True",0,14
"7860","Harry Maguire","DEF","Man Utd",2.5,0,0,12,0,1.1,298,134,2,0,6.6,23.6,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,259731,2,6,41,1,-4541,7890,12431,54,"True",0,14
"7861","Jake Vokins","DEF","Southampton",-1,0,0,0,0,0,380,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,79084,1,0,0,0,-1117,487,1604,40,"True",0,14
"7863","Eric Bailly","DEF","Man Utd",0.5,0,0,0,0,0,310,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,12897,2,6,0,0,-57,129,186,49,"True",0,14
"7871","Mesut Özil","MID","Arsenal",0,0,0,0,0,0,1,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,43696,1,2,0,0,-197,5,202,68,"False",0,14
"7873","Kayne Ramsay","DEF","Southampton",-1,0,0,0,0,0,598,136,0,0,0,0,"2020-12-19T15:00:00Z",0,12,0,0,0,0,14,0,3938,1,0,0,0,274,667,393,40,"True",0,14
"7875","Alex McCarthy","GK","Southampton",2.8,0,0,17,0,0,363,136,1,0,2.4,24.4,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,4,1703234,1,0,0,3,-2328,30744,33072,46,"True",0,14
"7876","Oliver McBurnie","FWD","Sheffield Utd",1.1,0,0,0,0,0,357,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,18008,1,1,0,0,-1519,65,1584,56,"False",0,14
"7877","Timothy Fosu-Mensah","DEF","Man Utd",0.5,0,0,0,0,0,312,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,6845,2,6,0,0,-103,50,153,43,"True",0,14
"7902","Daniel Ceballos Fernández","MID","Arsenal",2.2,0,0,14,0,14.6,501,133,2,0,3.8,17.4,"2020-12-19T17:30:00Z",90,7,0,0,0,0,14,0,76341,1,2,6,2,-3482,875,4357,48,"False",0,14
"7903","Marcus Rashford","MID","Man Utd",6.5,0,0,14,0,14.4,306,134,1,0,7.9,13.8,"2020-12-20T16:30:00Z",70,10,0,0,0,0,14,0,688683,2,6,51,2,148472,164363,15891,95,"True",0,14
"7904","Theo Walcott","MID","Southampton",3.2,0,0,8,0,30.3,148,136,1,0,7.2,19,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,0,68870,1,0,23,2,8594,14346,5752,58,"True",0,14
"7908","David Luiz Moreira Marinho","DEF","Arsenal",0.8,0,0,14,0,2.7,3,133,2,0,4.3,22.2,"2020-12-19T17:30:00Z",90,7,0,0,0,0,14,0,59159,1,2,18,1,-84,855,939,54,"False",0,14
"7909","Moussa Djenepo","MID","Southampton",0.5,0,0,0,0,0.8,382,136,1,0,0.7,1.8,"2020-12-19T15:00:00Z",58,12,0,0,0,0,14,0,6219,1,0,4,1,-511,182,693,54,"True",0,14
"7910","Andreas Pereira","MID","Man Utd",0,0,0,0,0,0,304,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,2629,2,6,0,0,-19,2,21,48,"True",0,14
"7915","Odion Ighalo","FWD","Man Utd",0.5,0,0,0,0,0,293,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,14227,2,6,0,0,-137,62,199,61,"True",0,14
"7917","Phil Jones","DEF","Man Utd",0,0,0,0,0,0,297,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,2681,2,6,0,0,-13,6,19,49,"True",0,14
"7927","Scott McTominay","MID","Man Utd",5.3,1,3,65,0,32.1,309,134,2,2,15.8,99,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,20719,2,6,27,18,-415,660,1075,49,"True",0,14
"7930","Rhian Brewster","FWD","Sheffield Utd",1,0,0,0,0,1,262,129,0,0,0,0,"2020-12-20T12:00:00Z",53,3,0,0,0,0,14,0,482162,1,1,0,1,-5582,23976,29558,45,"False",0,14
"7935","Héctor Bellerín","DEF","Arsenal",2.3,0,0,0,0,0,11,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,440896,1,2,0,0,-59084,4476,63560,51,"False",0,14
"7937","Cédric Soares","DEF","Arsenal",0.7,0,0,0,0,0,5,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,12764,1,2,0,0,-192,101,293,46,"False",0,14
"7938","Pierre-Emerick Aubameyang","MID","Arsenal",3.3,0,0,0,0,0,4,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,635555,1,2,0,0,-16083,5217,21300,114,"False",0,14
"7941","Frederico Rodrigues de Paula Santos","MID","Man Utd",1.9,0,0,12,0,13,299,134,2,0,6.5,32.8,"2020-12-20T16:30:00Z",90,10,0,0,0,0,14,0,14684,2,6,19,2,-458,650,1108,53,"True",0,14
"7945","Oriol Romeu Vidal","MID","Southampton",1.5,0,0,8,0,11.7,364,136,1,0,3.1,11,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,0,376782,1,0,8,1,4369,21128,16759,45,"True",1,14
"7949","Jannik Vestergaard","DEF","Southampton",2.8,0,0,15,0,1.6,369,136,1,0,5.3,30,"2020-12-19T15:00:00Z",90,12,0,0,0,0,14,0,1233843,1,0,21,2,105472,131447,25975,50,"True",0,14
"7951","Harvey Elliott","MID","Liverpool",0,0,0,0,0,0,265,132,0,0,0,0,"2020-12-19T12:30:00Z",0,6,0,0,0,0,14,0,8543,7,0,0,0,-74,289,363,43,"False",0,14
"7952","Nemanja Matic","MID","Man Utd",1.3,0,0,0,0,0,295,134,0,0,0,0,"2020-12-20T16:30:00Z",0,10,0,0,0,0,14,0,16014,2,6,0,0,-200,285,485,48,"True",0,14
"7959","Billy Sharp","FWD","Sheffield Utd",0.2,0,0,0,0,0,343,129,0,0,0,0,"2020-12-20T12:00:00Z",0,3,0,0,0,0,14,0,9455,1,1,0,0,-109,127,236,56,"False",0,14
"7965","Shkodran Mustafi","DEF","Arsenal",0.5,0,0,0,0,0,7,133,0,0,0,0,"2020-12-19T17:30:00Z",0,7,0,0,0,0,14,0,3369,1,2,0,0,-40,157,197,50,"False",0,14
