"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"222","Josh Sims","MID","Southampton",1,0,0,0,0,0,374,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,11700,0,1,0,0,0,0,0,45,"False",0,1
"241","Kieran Tierney","DEF","Arsenal",3.5,0,0,25,1,2.5,17,2,0,0,1.7,12.8,"2020-09-12T11:30:00Z",90,8,0,0,0,0,1,0,686005,3,0,2,6,0,0,0,55,"False",0,1
"242","Konstantinos Tsimikas","DEF","Liverpool",2.7,0,0,0,0,0,242,3,0,0,0,0,"2020-09-12T16:30:00Z",0,10,0,0,0,0,1,0,3680,3,4,0,0,0,0,0,50,"True",0,1
"246","Kyle Walker-Peters","DEF","Southampton",1.6,0,0,12,0,18.6,375,1,1,0,4.7,24,"2020-09-12T14:00:00Z",90,6,0,0,0,0,1,0,748080,0,1,4,1,0,0,0,45,"False",1,1
"255","Lucas Torreira","MID","Arsenal",2.4,0,0,0,0,0,19,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,15039,3,0,0,0,0,0,0,50,"False",0,1
"259","Luke Freeman","MID","Sheffield Utd",0,0,0,0,0,0,477,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,433,2,0,0,0,0,0,0,50,"True",0,1
"261","Lys Mousset","FWD","Sheffield Utd",1.8,0,0,0,0,0,359,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,28676,2,0,0,0,0,0,0,60,"True",0,1
"282","Matteo Guendouzi","MID","Arsenal",2.4,0,0,0,0,0,25,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,11041,3,0,0,0,0,0,0,50,"False",0,1
"287","Matt Macey","GK","Arsenal",2,0,0,0,0,0,527,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,0,3,0,0,0,0,0,0,40,"False",0,1
"292","Max Lowe","DEF","Sheffield Utd",1.6,0,0,0,0,0,511,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,4284,2,0,0,0,0,0,0,45,"True",0,1
"294","Mesut Özil","MID","Arsenal",3.4,0,0,0,0,0,1,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,76656,3,0,0,0,0,0,0,70,"False",0,1
"297","Michael Obafemi","FWD","Southampton",1.3,0,0,0,0,0,381,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,158019,0,1,0,0,0,0,0,50,"False",0,1
"301","Mohamed Naser El Sayed Elneny","MID","Arsenal",2,0,0,15,1,3.8,526,2,0,0,3.2,10.6,"2020-09-12T11:30:00Z",90,8,0,0,0,0,1,0,0,3,0,18,3,0,0,0,45,"False",0,1
"302","Mohamed Salah","MID","Liverpool",5.5,0,3,69,0,50.1,254,3,3,3,32.8,117.2,"2020-09-12T16:30:00Z",90,10,0,0,0,0,1,0,1883241,3,4,161,20,0,0,0,120,"True",0,1
"303","Mohammed Salisu","DEF","Southampton",1.6,0,0,0,0,0,479,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,22240,0,1,0,0,0,0,0,45,"False",0,1
"306","Moussa Djenepo","MID","Southampton",1.8,0,0,4,0,0.3,382,1,0,0,0.4,3.4,"2020-09-12T14:00:00Z",13,6,0,0,0,0,1,0,5118,0,1,0,1,0,0,0,55,"False",0,1
"309","Naby Keita","MID","Liverpool",3.3,0,0,2,0,4.6,261,3,2,0,3.5,6.6,"2020-09-12T16:30:00Z",57,10,0,0,0,0,1,0,66891,3,4,24,1,0,0,0,55,"True",0,1
"312","Nathan Redmond","MID","Southampton",2.2,0,0,5,0,7.2,365,1,1,0,3.7,7.2,"2020-09-12T14:00:00Z",90,6,0,0,0,0,1,0,54083,0,1,23,2,0,0,0,65,"False",0,1
"313","Nathan Tella","MID","Southampton",1,0,0,0,0,0,524,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45,"False",0,1
"315","Neco Williams","DEF","Liverpool",2.5,0,0,0,0,0,264,3,0,0,0,0,"2020-09-12T16:30:00Z",0,10,0,0,0,0,1,0,270752,3,4,0,0,0,0,0,40,"True",0,1
"317","Nicolas Pépé","MID","Arsenal",3.7,0,0,3,0,15.3,18,2,0,0,2.3,2,"2020-09-12T11:30:00Z",15,8,0,0,0,0,1,0,132947,3,0,6,1,0,0,0,80,"False",0,1
"318","Oliver Burke","MID","Sheffield Utd",1,0,0,0,0,0,424,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,65020,2,0,0,0,0,0,0,45,"True",0,1
"320","Oliver McBurnie","FWD","Sheffield Utd",1.8,0,0,3,0,15.3,357,8,2,0,6.8,12,"2020-09-14T17:00:00Z",90,20,0,0,0,0,1,0,45716,2,0,41,1,0,0,0,60,"True",1,1
"321","Oliver Norwood","MID","Sheffield Utd",1.4,0,0,13,0,21.8,349,8,2,0,3.2,9.8,"2020-09-14T17:00:00Z",75,20,0,0,0,0,1,0,38334,2,0,0,2,0,0,0,50,"True",0,1
"325","Oriol Romeu Vidal","MID","Southampton",1,0,0,13,0,4.2,364,1,1,0,2.3,18.6,"2020-09-12T14:00:00Z",90,6,0,0,0,0,1,0,269424,0,1,0,2,0,0,0,45,"False",0,1
"329","Pablo Marí","DEF","Arsenal",0,0,0,0,0,0,10,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,769,3,0,0,0,0,0,0,45,"False",0,1
"337","Phil Jagielka","DEF","Sheffield Utd",1,0,0,0,0,0,529,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,0,2,0,0,0,0,0,0,40,"True",0,1
"338","Pierre-Emerick Aubameyang","MID","Arsenal",5,0,0,19,1,15.3,4,2,0,1,10.6,36.6,"2020-09-12T11:30:00Z",90,8,0,0,0,0,1,0,2823465,3,0,54,7,0,0,0,120,"False",1,1
"342","Reiss Nelson","MID","Arsenal",2.8,0,0,0,0,0,21,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,5478,3,0,0,0,0,0,0,55,"False",0,1
"344","Rhian Brewster","FWD","Liverpool",2.5,0,0,0,0,0,262,3,0,0,0,0,"2020-09-12T16:30:00Z",0,10,0,0,0,0,1,0,339175,3,4,0,0,0,0,0,45,"True",0,1
"347","Roberto Firmino","FWD","Liverpool",5,0,0,10,0,7.2,249,3,3,0,5.1,5.8,"2020-09-12T16:30:00Z",90,10,0,0,0,0,1,0,248434,3,4,38,1,0,0,0,95,"True",1,1
"351","Rob Holding","DEF","Arsenal",2.6,0,0,28,1,1.2,16,2,0,0,2.2,20.6,"2020-09-12T11:30:00Z",90,8,0,0,0,0,1,0,71148,3,0,0,6,0,0,0,45,"False",0,1
"360","Ryan Bertrand","DEF","Southampton",2.1,0,0,15,0,18.5,362,1,1,0,3.7,16.8,"2020-09-12T14:00:00Z",90,6,0,0,0,0,1,0,87171,0,1,2,2,0,0,0,50,"False",0,1
"366","Sadio Mané","MID","Liverpool",5.5,0,0,14,0,45.5,251,3,3,0,13.4,13.2,"2020-09-12T16:30:00Z",90,10,0,0,0,0,1,0,807314,3,4,75,2,0,0,0,120,"True",0,1
"370","Sander Berge","MID","Sheffield Utd",1,0,0,7,0,18,360,8,0,0,2.7,8.6,"2020-09-14T17:00:00Z",14,20,0,0,0,0,1,0,10068,2,0,0,1,0,0,0,50,"True",0,1
"372","Sead Kolasinac","DEF","Arsenal",3.1,0,0,0,0,0,14,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,17088,3,0,0,0,0,0,0,50,"False",0,1
"377","Shane Long","FWD","Southampton",1.5,0,0,4,0,0,361,1,0,0,0.4,2,"2020-09-12T14:00:00Z",5,6,0,0,0,0,1,0,87664,0,1,2,1,0,0,0,55,"False",0,1
"378","Shkodran Mustafi","DEF","Arsenal",0,0,0,0,0,0,7,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,899,3,0,0,0,0,0,0,50,"False",0,1
"379","Simon Moore","GK","Sheffield Utd",1.8,0,0,0,0,0,348,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,14532,2,0,0,0,0,0,0,45,"True",0,1
"380","Sofiane Boufal","MID","Southampton",1.8,0,0,0,0,0,372,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,4424,0,1,0,0,0,0,0,55,"False",0,1
"381","Sokratis Papastathopoulos","DEF","Arsenal",0,0,0,0,0,0,2,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,12184,3,0,0,0,0,0,0,50,"False",0,1
"386","Stuart Armstrong","MID","Southampton",0,0,0,0,0,0,368,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,23082,0,1,0,0,0,0,0,55,"False",0,1
"389","Takumi Minamino","MID","Liverpool",3.7,0,0,0,0,0,258,3,0,0,0,0,"2020-09-12T16:30:00Z",0,10,0,0,0,0,1,0,30923,3,4,0,0,0,0,0,65,"True",0,1
"402","Trent Alexander-Arnold","DEF","Liverpool",5.5,0,0,10,0,30.4,259,3,3,0,3.8,7.8,"2020-09-12T16:30:00Z",88,10,0,0,0,0,1,0,3227802,3,4,0,1,0,0,0,75,"True",0,1
"406","Virgil van Dijk","DEF","Liverpool",4.8,0,0,19,0,0.8,250,3,3,1,7.5,37.6,"2020-09-12T16:30:00Z",90,10,0,0,0,0,1,0,1528505,3,4,37,7,0,0,0,65,"True",0,1
"409","Wes Foderingham","GK","Sheffield Utd",1.8,0,0,0,0,0,350,8,0,0,0,0,"2020-09-14T17:00:00Z",0,20,0,0,0,0,1,0,9649,2,0,0,0,0,0,0,45,"True",0,1
"413","William Saliba","DEF","Arsenal",2.6,0,0,0,0,0,27,2,0,0,0,0,"2020-09-12T11:30:00Z",0,8,0,0,0,0,1,0,216705,3,0,0,0,0,0,0,45,"False",0,1
"414","William Smallbone","MID","Southampton",1,0,0,4,0,3.2,379,1,1,0,0.5,2.2,"2020-09-12T14:00:00Z",76,6,0,0,0,0,1,0,23808,0,1,0,2,0,0,0,45,"False",0,1
"415","Willian Borges Da Silva","MID","Arsenal",3.8,3,2,35,1,38,478,2,0,0,11.5,38.6,"2020-09-12T11:30:00Z",74,8,0,0,0,0,1,0,473242,3,0,38,14,0,0,0,80,"False",0,1
"418","Xherdan Shaqiri","MID","Liverpool",2.8,0,0,0,0,0,247,3,0,0,0,0,"2020-09-12T16:30:00Z",0,10,0,0,0,0,1,0,4288,3,4,0,0,0,0,0,65,"True",0,1
"419","Yan Valery","DEF","Southampton",2.1,0,0,0,0,0,378,1,0,0,0,0,"2020-09-12T14:00:00Z",0,6,0,0,0,0,1,0,5944,0,1,0,0,0,0,0,50,"False",0,1
"429","Aaron Ramsdale","GK","Sheffield Utd",2,0,0,10,0,0,483,10,1,0,1.1,11.2,"2020-09-21T17:00:00Z",90,2,0,0,0,0,2,1,440147,0,1,0,2,-41600,15075,56675,50,"False",0,2
"430","Aaron Wan-Bissaka","DEF","Man Utd",0.5,0,0,0,0,0,313,15,0,0,0,0,"2020-09-19T16:30:00Z",0,6,0,0,0,0,2,0,865810,3,1,0,0,59156,118395,59239,55,"True",0,2
"439","Adrián San Miguel del Castillo","GK","Liverpool",0.5,0,0,0,0,0,245,11,0,0,0,0,"2020-09-20T15:30:00Z",0,5,0,0,0,0,2,0,20756,2,0,0,0,-1474,627,2101,45,"False",0,2
"442","Ainsley Maitland-Niles","DEF","Arsenal",3.5,0,0,0,0,0,15,9,0,0,0,0,"2020-09-19T19:00:00Z",0,19,0,0,0,0,2,0,152759,1,2,0,0,13143,27762,14619,50,"True",0,2
"445","Alexandre Lacazette","FWD","Arsenal",7.5,0,1,29,0,5.7,6,9,1,1,7,33,"2020-09-19T19:00:00Z",76,19,0,0,0,0,2,0,342387,1,2,31,7,59951,93434,33483,85,"True",0,2
"448","Alex McCarthy","GK","Southampton",0.5,0,0,9,0,0,363,17,5,0,1.3,12.8,"2020-09-20T11:00:00Z",90,17,0,0,0,0,2,1,1423373,5,2,0,0,-49369,83896,133265,45,"True",0,2
"449","Alex Oxlade-Chamberlain","MID","Liverpool",0,0,0,0,0,0,248,11,0,0,0,0,"2020-09-20T15:30:00Z",0,5,0,0,0,0,2,0,2877,2,0,0,0,-709,101,810,65,"False",0,2
"452","Alisson Ramses Becker","GK","Liverpool",8,0,2,41,1,0,252,11,0,0,4.7,47.2,"2020-09-20T15:30:00Z",90,5,0,0,1,0,2,3,733175,2,0,0,14,-92351,10612,102963,60,"False",0,2
"457","Andreas Pereira","MID","Man Utd",0.5,0,0,0,0,0,304,15,0,0,0,0,"2020-09-19T16:30:00Z",0,6,0,0,0,0,2,0,5704,3,1,0,0,-386,331,717,50,"True",0,2
"458","Andrew Robertson","DEF","Liverpool",5.5,0,0,26,1,14.3,255,11,0,0,5.1,10.6,"2020-09-20T15:30:00Z",90,5,0,0,0,0,2,0,807793,2,0,26,6,-47931,52291,100222,70,"False",0,2
"465","Angus Gunn","GK","Southampton",-0.5,0,0,0,0,0,371,17,0,0,0,0,"2020-09-20T11:00:00Z",0,17,0,0,0,0,2,0,20173,5,2,0,0,-2038,476,2514,45,"True",0,2
"469","Anthony Martial","FWD","Man Utd",2.5,0,0,4,0,6,303,15,3,0,3.5,1.2,"2020-09-19T16:30:00Z",90,6,0,0,0,0,2,0,1156211,3,1,28,2,340570,419865,79295,90,"True",0,2
"476","Axel Tuanzebe","DEF","Man Utd",0,0,0,0,0,0,307,15,0,0,0,0,"2020-09-19T16:30:00Z",0,6,0,0,0,0,2,0,1726,3,1,0,0,-627,51,678,45,"True",0,2
"488","Ben Osborn","MID","Sheffield Utd",1,0,0,2,0,4.8,356,10,0,0,0.5,0.4,"2020-09-21T17:00:00Z",27,2,0,0,0,0,2,0,2388,0,1,0,1,-379,95,474,50,"False",0,2
"493","Bernd Leno","GK","Arsenal",5,0,0,18,0,0,8,9,1,0,1.8,18,"2020-09-19T19:00:00Z",90,19,0,0,0,0,2,2,614046,1,2,0,2,71268,112820,41552,50,"True",0,2
"495","Billy Sharp","FWD","Sheffield Utd",1.5,0,0,0,0,0,343,10,0,0,0,0,"2020-09-21T17:00:00Z",0,2,0,0,0,0,2,0,21686,0,1,0,0,30,4385,4355,60,"False",0,2
"500","Brandon Williams","DEF","Man Utd",0.5,0,0,0,0,0,318,15,0,0,0,0,"2020-09-19T16:30:00Z",0,6,0,0,0,0,2,0,112113,3,1,0,0,-4225,7969,12194,45,"True",0,2
"503","Bruno Miguel Borges Fernandes","MID","Man Utd",2.5,0,0,13,0,78.4,302,15,3,0,12.9,25.6,"2020-09-19T16:30:00Z",90,6,0,0,0,0,2,0,1623046,3,1,25,2,451998,525858,73860,105,"True",0,2
"504","Bukayo Saka","MID","Arsenal",1.5,0,0,8,0,20.3,24,9,1,0,5.8,7.4,"2020-09-19T19:00:00Z",88,19,0,0,0,0,2,0,357292,1,2,30,2,-145334,7716,153050,54,"True",0,2
"508","Calum Chambers","DEF","Arsenal",0,0,0,0,0,0,13,9,0,0,0,0,"2020-09-19T19:00:00Z",0,19,0,0,0,0,2,0,1100,1,2,0,0,-177,75,252,45,"True",0,2
