"","name","position","team","xP","assists","bonus","bps","clean_sheets","creativity","element","fixture","goals_conceded","goals_scored","ict_index","influence","kickoff_time","minutes","opponent_team","own_goals","penalties_missed","penalties_saved","red_cards","round","saves","selected","team_a_score","team_h_score","threat","total_points","transfers_balance","transfers_in","transfers_out","value","was_home","yellow_cards","GW"
"1","Eric Bailly","DEF","Man Utd",0,0,0,0,0,0,286,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,9363,1,5,0,0,0,0,0,50,"True",0,1
"4","James Ward-Prowse","MID","Southampton",2.3,0,0,20,0,30.5,341,4,3,0,5.2,21.6,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,299682,1,3,0,2,0,0,0,65,"False",0,1
"5","Bruno Miguel Borges Fernandes","MID","Man Utd",4.4,0,3,61,0,35.9,277,6,1,3,20.1,106.2,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,3381004,1,5,59,20,0,0,0,120,"True",0,1
"6","Adrián San Miguel del Castillo","GK","Liverpool",2.8,0,0,0,0,0,223,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,17548,3,0,0,0,0,0,0,45,"False",0,1
"14","José Diogo Dalot Teixeira","DEF","Man Utd",2.2,0,0,0,0,0,510,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,4750,1,5,0,0,0,0,0,45,"True",0,1
"27","Diogo Jota","MID","Liverpool",3.5,0,0,21,1,1.9,240,7,0,1,7.6,37.8,"2021-08-14T16:30:00Z",60,15,0,0,0,0,1,0,777536,3,0,36,8,0,0,0,75,"False",0,1
"29","Luke Shaw","DEF","Man Utd",3.1,0,0,5,0,28.7,275,6,1,0,4.1,6.2,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,3743944,1,5,6,1,0,0,0,55,"True",1,1
"30","Armando Broja","FWD","Southampton",1.3,0,0,0,0,0,518,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,50205,1,3,0,0,0,0,0,50,"False",0,1
"35","Juan Mata","MID","Man Utd",1.9,0,0,0,0,0,459,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,3734,1,5,0,0,0,0,0,50,"True",0,1
"38","Harvey Elliott","MID","Liverpool",2.9,0,0,3,0,0.8,506,7,0,0,0.3,0.4,"2021-08-14T16:30:00Z",7,15,0,0,0,0,1,0,6475,3,0,2,1,0,0,0,55,"False",0,1
"53","Ainsley Maitland-Niles","MID","Arsenal",2.9,0,0,0,0,0,13,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,6271,0,2,0,0,0,0,0,55,"False",0,1
"54","Jesse Lingard","MID","Man Utd",0.7,0,0,0,0,0,276,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,150273,1,5,0,0,0,0,0,70,"True",0,1
"59","Tariqe Fosu-Henry","MID","Brentford",0.9,0,0,0,0,0,79,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,7791,0,2,0,0,0,0,0,55,"True",0,1
"60","Thomas Partey","MID","Arsenal",0,0,0,0,0,0,15,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,5080,0,2,0,0,0,0,0,50,"False",0,1
"61","Karl Hein","GK","Arsenal",2,0,0,0,0,0,532,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,40,"False",0,1
"66","Héctor Bellerín","DEF","Arsenal",3.2,0,0,0,0,0,9,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,72864,0,2,0,0,0,0,0,50,"False",0,1
"68","Lucas Torreira","MID","Arsenal",2,0,0,0,0,0,18,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,29602,0,2,0,0,0,0,0,45,"False",0,1
"71","Paul Pogba","MID","Man Utd",3.1,4,2,46,0,60,272,6,1,0,15,74.8,"2021-08-14T11:30:00Z",74,10,0,0,0,0,1,0,214089,1,5,15,16,0,0,0,75,"True",0,1
"74","Christian Nørgaard","MID","Brentford",0.4,0,0,25,1,1.8,77,1,0,1,8,38.4,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,13090,0,2,40,8,0,0,0,50,"True",0,1
"76","Nemanja Matic","MID","Man Utd",1.5,0,0,4,0,1.7,271,6,0,0,0.8,6.6,"2021-08-14T11:30:00Z",21,10,0,0,0,0,1,0,14969,1,5,0,1,0,0,0,45,"True",0,1
"79","Brandon Williams","DEF","Man Utd",1.5,0,0,0,0,0,290,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,135410,1,5,0,0,0,0,0,40,"True",0,1
"82","Sadio Mané","MID","Liverpool",4.9,0,0,11,1,44,230,7,0,0,11.2,16.4,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,306339,3,0,52,3,0,0,0,120,"False",0,1
"83","Edward Nketiah","FWD","Arsenal",0,0,0,0,0,0,20,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,8562,0,2,0,0,0,0,0,55,"False",0,1
"85","Ben Davies","DEF","Liverpool",2,0,0,0,0,0,248,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,29413,3,0,0,0,0,0,0,40,"False",0,1
"89","Theo Walcott","MID","Southampton",2.1,0,0,8,0,1.8,332,4,2,0,0.9,1.6,"2021-08-14T14:00:00Z",79,8,0,0,0,0,1,0,16692,1,3,6,2,0,0,0,60,"False",0,1
"92","Che Adams","FWD","Southampton",2.2,1,0,16,0,18.3,345,4,3,0,5.5,26.4,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,122487,1,3,10,5,0,0,0,70,"False",0,1
"97","Andrew Robertson","DEF","Liverpool",0,0,0,0,0,0,234,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,106719,3,0,0,0,0,0,0,70,"False",0,1
"98","Marcus Rashford","MID","Man Utd",0,0,0,0,0,0,281,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,21167,1,5,0,0,0,0,0,95,"True",0,1
"105","Bukayo Saka","MID","Arsenal",3.3,0,0,4,0,12.3,22,1,1,0,3.1,6.6,"2021-08-13T19:00:00Z",31,3,0,0,0,0,1,0,1014984,0,2,12,1,0,0,0,65,"False",0,1
"106","Takumi Minamino","MID","Liverpool",2.9,0,0,0,0,0,236,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,9552,3,0,0,0,0,0,0,55,"False",0,1
"107","Rhys Williams","DEF","Liverpool",2.7,0,0,0,0,0,247,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,4581,3,0,0,0,0,0,0,45,"False",0,1
"111","Cédric Soares","DEF","Arsenal",2.7,0,0,0,0,0,5,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,17385,0,2,0,0,0,0,0,45,"False",0,1
"112","Joseph Gomez","DEF","Liverpool",3.2,0,0,0,0,0,238,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,52503,3,0,0,0,0,0,0,50,"False",0,1
"115","Jan Bednarek","DEF","Southampton",1.7,0,0,0,0,0,343,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,82735,1,3,0,0,0,0,0,45,"False",0,1
"118","Fabio Henrique Tavares","MID","Liverpool",2.9,0,0,4,0,4.6,232,7,0,0,0.6,1.6,"2021-08-14T16:30:00Z",29,15,0,0,0,0,1,0,57480,3,0,0,1,0,0,0,55,"False",0,1
"119","Pontus Jansson","DEF","Brentford",0.7,0,0,22,1,0,76,1,0,0,1.1,10.8,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,28324,0,2,0,6,0,0,0,45,"True",0,1
"123","Nuno Varela Tavares","DEF","Arsenal",2.7,0,0,0,0,0.7,466,1,0,0,0.1,0,"2021-08-13T19:00:00Z",9,3,0,0,0,0,1,0,21150,0,2,1,1,0,0,0,45,"False",0,1
"124","Konstantinos Tsimikas","DEF","Liverpool",2,0,0,21,1,2.9,245,7,0,0,4.9,9.4,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,1540416,3,0,37,6,0,0,0,40,"False",0,1
"127","Yoane Wissa","MID","Brentford",1.1,0,0,0,0,0,524,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,4209,0,2,0,0,0,0,0,60,"True",0,1
"128","Donny van de Beek","MID","Man Utd",2.6,0,0,0,0,0,282,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,10131,1,5,0,0,0,0,0,60,"True",0,1
"129","Divock Origi","FWD","Liverpool",2.3,0,0,0,0,0,235,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,80854,3,0,0,0,0,0,0,50,"False",0,1
"132","Kyle Walker-Peters","DEF","Southampton",2.2,0,0,0,0,0,342,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,55553,1,3,0,0,0,0,0,50,"False",0,1
"133","Mohamed Elyounoussi","MID","Southampton",1.9,0,0,0,0,0,517,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,1933,1,3,0,0,0,0,0,55,"False",0,1
"136","Ibrahima Konaté","DEF","Liverpool",3.6,0,0,0,0,0,243,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,212508,3,0,0,0,0,0,0,55,"False",0,1
"142","Albert Sambi Lokonga","MID","Arsenal",2.4,0,0,13,0,34.3,478,1,2,0,6.2,19.4,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,15087,0,2,8,2,0,0,0,50,"False",0,1
"145","Alexandre Lacazette","FWD","Arsenal",0.9,0,0,0,0,0,6,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,192345,0,2,0,0,0,0,0,85,"False",0,1
"147","Mohamed Salah","MID","Liverpool",5,2,3,49,1,36.4,233,7,0,1,17.7,70.6,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,3548693,3,0,70,17,0,0,0,125,"False",0,1
"152","Neco Williams","DEF","Liverpool",2,0,0,0,0,0,246,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,63346,3,0,0,0,0,0,0,40,"False",0,1
"156","Konstantinos Mavropanos","DEF","Arsenal",0,0,0,0,0,0,24,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,99,0,2,0,0,0,0,0,45,"False",0,1
"163","Marcus Forss","FWD","Brentford",0.6,0,0,1,0,1.3,88,1,0,0,0.1,0,"2021-08-13T19:00:00Z",4,1,0,0,0,0,1,0,11516,0,2,0,1,0,0,0,55,"True",0,1
"166","Folarin Balogun","FWD","Arsenal",2.3,0,0,-2,0,0.4,530,1,1,0,0.9,0,"2021-08-13T19:00:00Z",58,3,0,0,0,0,1,0,16628,0,2,15,1,0,0,0,50,"False",0,1
"168","Willian Borges Da Silva","MID","Arsenal",3.3,0,0,0,0,0,3,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,22000,0,2,0,0,0,0,0,65,"False",0,1
"174","Dominic Thompson","DEF","Brentford",0.7,0,0,0,0,0,498,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,2758,0,2,0,0,0,0,0,45,"True",0,1
"175","Rúnar Alex Rúnarsson","GK","Arsenal",2,0,0,0,0,0,2,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,91500,0,2,0,0,0,0,0,40,"False",0,1
"188","Anthony Martial","FWD","Man Utd",3,0,0,5,0,1.2,278,6,0,0,0.4,2.4,"2021-08-14T11:30:00Z",15,10,0,0,0,0,1,0,130051,1,5,0,1,0,0,0,80,"True",0,1
"190","Rico Henry","DEF","Brentford",0.7,0,0,22,1,1.3,83,1,0,0,1.7,13.2,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,38378,0,2,2,6,0,0,0,45,"True",0,1
"197","Joel Matip","DEF","Liverpool",3.2,0,0,25,1,3.8,224,7,0,0,3.3,7,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,25704,3,0,22,6,0,0,0,50,"False",0,1
"199","Virgil van Dijk","DEF","Liverpool",4.3,0,1,27,1,17.6,229,7,0,0,3.9,15.6,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,736976,3,0,6,7,0,0,0,65,"False",0,1
"206","Dean Henderson","GK","Man Utd",0.8,0,0,0,0,0,280,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,117077,1,5,0,0,0,0,0,50,"True",0,1
"209","Mads Bech Sørensen","DEF","Brentford",0.7,0,0,3,0,0,90,1,0,0,0,0,"2021-08-13T19:00:00Z",19,1,0,0,0,0,1,0,8201,0,2,0,1,0,0,0,45,"True",0,1
"212","Sergi Canós","MID","Brentford",0.9,0,3,33,1,14.8,81,1,0,1,11,60.2,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,15606,0,2,35,11,0,0,0,55,"True",0,1
"215","Stuart Armstrong","MID","Southampton",2.1,0,0,0,0,0,339,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,29374,1,3,0,0,0,0,0,60,"False",0,1
"225","Mattéo Guendouzi","MID","Arsenal",0,0,0,0,0,0,25,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,221,0,2,0,0,0,0,0,45,"False",0,1
"226","Shandon Baptiste","MID","Brentford",0.4,0,0,0,0,0,499,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,2794,0,2,0,0,0,0,0,50,"True",0,1
"231","Oriol Romeu Vidal","MID","Southampton",1,0,0,12,0,6.3,335,4,2,0,2.2,7.4,"2021-08-14T14:00:00Z",79,8,0,0,0,0,1,0,37248,1,3,8,2,0,0,0,45,"False",0,1
"241","Scott McTominay","MID","Man Utd",2.4,0,0,14,0,12.4,285,6,1,0,4.8,15.6,"2021-08-14T11:30:00Z",68,10,0,0,0,0,1,0,36489,1,5,20,2,0,0,0,55,"True",0,1
"242","Pablo Marí","DEF","Arsenal",2.7,0,0,14,0,1.3,8,1,2,0,2.5,16.6,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,9359,0,2,7,1,0,0,0,45,"False",0,1
"249","Ethan Pinnock","DEF","Brentford",0.7,1,2,32,1,11.1,91,1,0,0,4.8,36.8,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,13971,0,2,0,11,0,0,0,45,"True",0,1
"250","Vitaly Janelt","MID","Brentford",0.4,0,0,6,1,1.4,84,1,0,0,1,6.2,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,3003,0,2,2,3,0,0,0,50,"True",0,1
"253","Bryan Mbeumo","MID","Brentford",0.9,0,0,4,1,13.3,96,1,0,0,3.8,2.4,"2021-08-13T19:00:00Z",85,1,0,0,0,0,1,0,73833,0,2,22,3,0,0,0,55,"True",0,1
"263","William Saliba","DEF","Arsenal",0,0,0,0,0,0,27,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,385,0,2,0,0,0,0,0,45,"False",0,1
"267","Alisson Ramses Becker","GK","Liverpool",5,0,0,26,1,0,231,7,0,0,2.9,29.4,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,3,382936,3,0,0,7,0,0,0,60,"False",0,1
"276","Yan Valery","DEF","Southampton",1,0,0,0,0,0,546,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,0,1,3,0,0,0,0,0,40,"False",0,1
"277","Charlie Goode","DEF","Brentford",0,0,0,0,0,0,87,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,90851,0,2,0,0,0,0,0,40,"True",0,1
"279","Pelenda Joshua Dasilva","MID","Brentford",0,0,0,0,0,0,82,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,1911,0,2,0,0,0,0,0,55,"True",0,1
"282","Nathaniel Phillips","DEF","Liverpool",2.7,0,0,0,0,0,241,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,23686,3,0,0,0,0,0,0,45,"False",0,1
"283","Adam Armstrong","FWD","Southampton",1.8,0,0,24,0,1,525,4,3,1,7.4,33.2,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,65676,1,3,40,6,0,0,0,60,"False",0,1
"286","James Milner","MID","Liverpool",2.4,0,0,10,1,18.8,221,7,0,0,4,21,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,6425,3,0,0,2,0,0,0,50,"False",1,1
"289","Pierre-Emerick Aubameyang","FWD","Arsenal",1.1,0,0,0,0,0,4,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,200068,0,2,0,0,0,0,0,100,"False",0,1
"291","Fraser Forster","GK","Southampton",1.8,0,0,0,0,0,333,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,81382,1,3,0,0,0,0,0,45,"False",0,1
"300","Emile Smith Rowe","MID","Arsenal",2.9,0,0,13,0,35.3,21,1,2,0,7.3,13,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,497578,0,2,25,2,0,0,0,55,"False",0,1
"308","Frank Onyeka","MID","Brentford",0.4,0,0,9,1,15.5,479,1,0,0,2.5,5.4,"2021-08-13T19:00:00Z",79,1,0,0,0,0,1,0,4896,0,2,4,3,0,0,0,50,"True",0,1
"310","Ellery Balcombe","GK","Brentford",0,0,0,0,0,0,92,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,1347,0,2,0,0,0,0,0,40,"True",0,1
"312","Tino Livramento","DEF","Southampton",1,0,0,12,0,10.2,491,4,3,0,3.5,23,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,114247,1,3,2,1,0,0,0,40,"False",0,1
"316","Mads Bidstrup","MID","Brentford",0,0,0,4,0,0.3,97,1,0,0,0.5,4.2,"2021-08-13T19:00:00Z",10,1,0,0,0,0,1,0,4979,0,2,0,1,0,0,0,45,"True",0,1
"318","Jack Stephens","DEF","Southampton",1.7,0,0,6,0,0.5,338,4,3,0,1.3,10,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,7152,1,3,2,1,0,0,0,45,"False",0,1
"329","Alex Nicolao Telles","DEF","Man Utd",0,0,0,0,0,0,279,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,1436,1,5,0,0,0,0,0,50,"True",0,1
"333","Roberto Firmino","FWD","Liverpool",3.9,0,2,30,0,14.2,228,7,0,1,7.3,37.6,"2021-08-14T16:30:00Z",29,15,0,0,0,0,1,0,406171,3,0,21,7,0,0,0,90,"False",0,1
"336","Harry Maguire","DEF","Man Utd",3.1,0,0,12,0,0.9,273,6,1,0,1.5,10,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,842854,1,5,4,2,0,0,0,55,"True",0,1
"339","Mohamed Naser El Sayed Elneny","MID","Arsenal",2,0,0,0,0,0,12,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,44765,0,2,0,0,0,0,0,45,"False",0,1
"340","William Smallbone","MID","Southampton",0,0,0,0,0,0,347,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,880,1,3,0,0,0,0,0,45,"False",0,1
"344","Daniel James","MID","Man Utd",2.6,0,0,3,0,12.8,287,6,1,0,6.4,8.6,"2021-08-14T11:30:00Z",74,10,0,0,0,0,1,0,9452,1,5,43,2,0,0,0,60,"True",0,1
"346","Kieran Tierney","DEF","Arsenal",3.2,0,0,17,0,87,16,1,2,0,15.5,26.8,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,540892,0,2,41,1,0,0,0,50,"False",0,1
"349","Alex McCarthy","GK","Southampton",1.8,0,0,16,0,0,334,4,3,0,2.2,22,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,3,105810,1,3,0,2,0,0,0,45,"False",0,1
"352","Aaron Wan-Bissaka","DEF","Man Utd",3.1,0,0,8,0,2.3,288,6,1,0,0.9,4.8,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,704348,1,5,2,2,0,0,0,55,"True",0,1
"359","Andreas Pereira","MID","Man Utd",1.9,0,0,0,0,0,511,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,1693,1,5,0,0,0,0,0,50,"True",0,1
"362","Ivan Toney","FWD","Brentford",1.1,0,0,4,1,15.8,78,1,0,0,2.6,6.2,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,0,2065056,0,2,4,2,0,0,0,65,"True",0,1
"374","Mathias Jensen","MID","Brentford",0,0,0,0,0,0,86,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,2850,0,2,0,0,0,0,0,50,"True",0,1
"375","Moussa Djenepo","MID","Southampton",1.9,0,0,5,0,7.2,350,4,3,0,3.8,17.2,"2021-08-14T14:00:00Z",90,8,0,0,0,0,1,0,4568,1,3,14,2,0,0,0,55,"False",0,1
"380","Edinson Cavani","FWD","Man Utd",0,0,0,0,0,0,269,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,556860,1,5,0,0,0,0,0,85,"True",0,1
"384","Trent Alexander-Arnold","DEF","Liverpool",5,0,0,24,1,48.6,237,7,0,0,7.1,18.4,"2021-08-14T16:30:00Z",90,15,0,0,0,0,1,0,2245431,3,0,4,6,0,0,0,75,"False",0,1
"386","Michael Obafemi","FWD","Southampton",1,0,0,0,0,0,348,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,849691,1,3,0,0,0,0,0,45,"False",0,1
"389","Naby Keita","MID","Liverpool",2.4,0,0,12,1,16.8,239,7,0,0,3.4,13.4,"2021-08-14T16:30:00Z",82,15,0,0,0,0,1,0,11589,3,0,4,3,0,0,0,50,"False",0,1
"390","Kristoffer Ajer","DEF","Brentford",0.7,0,0,23,1,11.2,483,1,0,0,2.3,8.2,"2021-08-13T19:00:00Z",70,1,0,0,0,0,1,0,35174,0,2,4,6,0,0,0,45,"True",0,1
"396","Xherdan Shaqiri","MID","Liverpool",3.1,0,0,0,0,0,226,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,7832,3,0,0,0,0,0,0,60,"False",0,1
"402","Nathan Tella","MID","Southampton",1.4,0,0,2,0,0.3,346,4,1,0,0.3,0.2,"2021-08-14T14:00:00Z",10,8,0,0,0,0,1,0,9118,1,3,2,1,0,0,0,50,"False",0,1
"403","Shane Long","FWD","Southampton",1.6,0,0,0,0,0,519,4,0,0,0,0,"2021-08-14T14:00:00Z",0,8,0,0,0,0,1,0,13833,1,3,0,0,0,0,0,55,"False",0,1
"414","Saman Ghoddos","MID","Brentford",0.9,0,0,0,0,0,85,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,4061,0,2,0,0,0,0,0,55,"True",0,1
"417","Gabriel Magalhães","DEF","Arsenal",0,0,0,0,0,0,23,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,6701,0,2,0,0,0,0,0,50,"False",0,1
"420","Jordan Henderson","MID","Liverpool",2.4,0,0,0,0,0,222,7,0,0,0,0,"2021-08-14T16:30:00Z",0,15,0,0,0,0,1,0,47909,3,0,0,0,0,0,0,50,"False",0,1
"421","Ibrahima Diallo","MID","Southampton",1,0,0,3,0,0.9,349,4,1,0,2,0.6,"2021-08-14T14:00:00Z",10,8,0,0,0,0,1,0,7483,1,3,18,1,0,0,0,45,"False",0,1
"422","Calum Chambers","DEF","Arsenal",2.7,0,0,14,0,16.8,10,1,2,0,4.2,13.2,"2021-08-13T19:00:00Z",80,3,0,0,0,0,1,0,26222,0,2,12,1,0,0,0,45,"False",0,1
"425","Patrik Gunnarsson","GK","Brentford",0,0,0,0,0,0,94,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,93320,0,2,0,0,0,0,0,40,"True",0,1
"429","David Raya Martin","GK","Brentford",0.8,0,1,30,1,0,80,1,0,0,2.8,27.8,"2021-08-13T19:00:00Z",90,1,0,0,0,0,1,4,96605,0,2,0,8,0,0,0,45,"True",0,1
"433","Gabriel Teodoro Martinelli Silva","MID","Arsenal",2.9,0,0,7,0,22.4,26,1,1,0,3.6,2.2,"2021-08-13T19:00:00Z",70,3,0,0,0,0,1,0,25036,0,2,11,2,0,0,0,55,"False",0,1
"447","Reiss Nelson","MID","Arsenal",2.4,0,0,4,0,11.6,531,1,1,0,3.6,4,"2021-08-13T19:00:00Z",19,3,0,0,0,0,1,0,0,0,2,20,1,0,0,0,50,"False",0,1
"448","Rob Holding","DEF","Arsenal",2.7,0,0,0,0,0,14,1,0,0,0,0,"2021-08-13T19:00:00Z",0,3,0,0,0,0,1,0,154190,0,2,0,0,0,0,0,45,"False",0,1
"457","Tom Heaton","GK","Man Utd",1.5,0,0,0,0,0,509,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,25705,1,5,0,0,0,0,0,40,"True",0,1
"462","Frederico Rodrigues de Paula Santos","MID","Man Utd",1.9,0,0,25,0,7.2,274,6,1,1,6.2,37.8,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,13665,1,5,17,7,0,0,0,50,"True",0,1
"468","David de Gea","GK","Man Utd",3.1,0,0,16,0,0,270,6,1,0,1.3,13.2,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,2,173508,1,5,0,2,0,0,0,50,"True",0,1
"469","Victor Lindelöf","DEF","Man Utd",2.7,1,0,23,0,13.4,284,6,1,0,4.4,30.2,"2021-08-14T11:30:00Z",90,10,0,0,0,0,1,0,38513,1,5,0,5,0,0,0,50,"True",0,1
"477","Romain Perraud","DEF","Southampton",2.2,0,0,7,0,11.5,460,4,3,0,1.9,7.6,"2021-08-14T14:00:00Z",82,8,0,0,0,0,1,0,7538,1,3,0,1,0,0,0,50,"False",0,1
"480","Nicolas Pépé","MID","Arsenal",3.5,0,0,9,0,43.9,17,1,2,0,10.3,7.6,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,243459,0,2,51,2,0,0,0,75,"False",0,1
"484","Granit Xhaka","MID","Arsenal",2.4,0,0,13,0,24.7,7,1,2,0,4.5,15.2,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,0,61422,0,2,5,2,0,0,0,50,"False",0,1
"485","Jan Zamburek","MID","Brentford",0,0,0,0,0,0,93,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,49963,0,2,0,0,0,0,0,45,"True",0,1
"492","Mads Roerslev Rasmussen","DEF","Brentford",0.7,0,0,0,0,0,89,1,0,0,0,0,"2021-08-13T19:00:00Z",0,1,0,0,0,0,1,0,6247,0,2,0,0,0,0,0,45,"True",0,1
"494","Anthony Elanga","MID","Man Utd",1.9,0,0,0,0,0,512,6,0,0,0,0,"2021-08-14T11:30:00Z",0,10,0,0,0,0,1,0,1515,1,5,0,0,0,0,0,50,"True",0,1
"501","Bernd Leno","GK","Arsenal",3.6,0,0,11,0,0,1,1,2,0,1.2,11.8,"2021-08-13T19:00:00Z",90,3,0,0,0,0,1,1,153122,0,2,0,1,0,0,0,50,"False",0,1
